Date,EURUSD,JPYUSD,JPYEUR
2016-10-01,1.0984665155410767,0.009563429281115532,0.008709999732673168
2016-11-01,1.0648492574691772,0.008891260251402855,0.008349999785423279
2016-12-01,1.0520004034042358,0.008555051870644093,0.008129999972879887
2017-01-01,1.0708587169647217,0.00879894383251667,0.008213000372052193
2017-02-01,1.0584250688552856,0.008869572542607784,0.008376000449061394
2017-03-01,1.0687072277069092,0.008946464397013187,0.00836899969726801
2017-04-01,1.0907504558563232,0.008984564803540707,0.008233999833464622
2017-05-01,1.117168664932251,0.009022095240652561,0.008071999996900558
2017-06-01,1.144164800643921,0.008927853778004646,0.007801000028848648
2017-07-01,1.1747292280197144,0.009048954583704472,0.007699999958276749
2017-08-01,1.1893434524536133,0.00905305054038763,0.00761000020429492
2017-09-01,1.1741636991500854,0.008849999867379665,0.007540000136941671
2017-10-01,1.1652703285217285,0.008849870413541794,0.007592000067234039
2017-11-01,1.18519926071167,0.008928411640226841,0.007530000060796738
2017-12-01,1.2000048160552979,0.008874689228832722,0.007400000002235174
2018-01-01,1.2409565448760986,0.009196924045681953,0.007408000063151121
2018-02-01,1.2230321168899536,0.00930873304605484,0.007608999963849783
2018-03-01,1.2331976890563965,0.009409993886947632,0.0076299998909235
2018-04-01,1.2122827768325806,0.009166071191430092,0.007557999808341265
2018-05-01,1.1667250394821167,0.00919861625880003,0.00788199994713068
2018-06-01,1.1704941987991333,0.009050920605659485,0.007720000110566616
2018-07-01,1.1707408428192139,0.009009495377540588,0.0076950001530349255
2018-08-01,1.1664663553237915,0.00900909025222063,0.007720000110566616
2018-09-01,1.162304162979126,0.008796390146017075,0.007567999884486198
2018-10-01,1.1346358060836792,0.008845486678183079,0.007792000193148851
2018-11-01,1.1392766237258911,0.008817486464977264,0.00773600023239851
2018-12-01,1.1439945697784424,0.009063717909157276,0.007922000251710415
2019-01-01,1.1487650871276855,0.009175911545753479,0.007987000048160553
2019-02-01,1.1380189657211304,0.009020223282277584,0.007923999801278114
2019-03-01,1.1233052015304565,0.009019572287797928,0.008030000142753124
2019-04-01,1.1185182332992554,0.008954395540058613,0.00800199992954731
2019-05-01,1.1131147146224976,0.009144362062215805,0.008209999650716782
2019-06-01,1.1390948295593262,0.009281001053750515,0.008136999793350697
2019-07-01,1.1157974004745483,0.009211326949298382,0.008252999745309353
2019-08-01,1.1012003421783447,0.00939514022320509,0.00854399986565113
2019-09-01,1.0942714214324951,0.009264063090085983,0.008464000187814236
2019-10-01,1.1154489517211914,0.009192105382680893,0.00824000034481287
2019-11-01,1.1019999980926514,0.009137009270489216,0.008289000019431114
2019-12-01,1.120229721069336,0.009185013361275196,0.008196000009775162
2020-01-01,1.1029127836227417,0.009184676222503185,0.008325000293552876
2020-02-01,1.1030004024505615,0.009247614070773125,0.008388999849557877
2020-03-01,1.1030466556549072,0.00925625953823328,0.00838799960911274
2020-04-01,1.087725043296814,0.009379982948303223,0.00862099975347519
2020-05-01,1.1110000610351562,0.009279880672693253,0.008352999575436115
2020-06-01,1.1247202157974243,0.009294544346630573,0.0082609998062253
2020-07-01,1.1872254610061646,0.009552649222314358,0.008042000234127045
2020-08-01,1.1918240785598755,0.009475529193878174,0.007946000434458256
2020-09-01,1.1742050647735596,0.009463961236178875,0.008055999875068665
2020-10-01,1.1676785945892334,0.009564435109496117,0.008182000368833542
2020-11-01,1.1971460580825806,0.009607809595763683,0.008024999871850014
2020-12-01,1.2299896478652954,0.00969734601676464,0.007884000428020954
2021-01-01,1.213900089263916,0.009552923031151295,0.007868999615311623
2021-02-01,1.2073606252670288,0.009387027472257614,0.007770000025629997
2021-03-01,1.1723604202270508,0.009065772406756878,0.007728000171482563
2021-04-01,1.2127091884613037,0.00918239913880825,0.007571999914944172
2021-05-01,1.2190067768096924,0.009098601527512074,0.007459000218659639
2021-06-01,1.1901928186416626,0.009046907536685467,0.007598999887704849
2021-07-01,1.1867802143096924,0.009118263609707355,0.007679999805986881
2021-08-01,1.1796904802322388,0.009095539338886738,0.007706000003963709
2021-09-01,1.1601601839065552,0.008933676406741142,0.007697999943047762
2021-10-01,1.156136155128479,0.008784644305706024,0.007586999796330929
2021-11-01,1.1293437480926514,0.008787036873400211,0.007778999861329794
2021-12-01,1.132502794265747,0.008690890856087208,0.007672999985516071
2022-01-01,1.1152374744415283,0.008675886318087578,0.007778999861329794
2022-02-01,1.118105411529541,0.008651642128825188,0.007737999781966209
2022-03-01,1.1161835193634033,0.008195310831069946,0.007338999770581722
2022-04-01,1.0546298027038574,0.007711169775575399,0.007302999962121248
2022-05-01,1.0773539543151855,0.007825706154108047,0.0072639998979866505
2022-06-01,1.04465913772583,0.00732123339548707,0.007007999811321497
2022-07-01,1.022704005241394,0.007505817338824272,0.007340000011026859
2022-08-01,1.0025062561035156,0.007208038587123156,0.007187000010162592
2022-09-01,0.9829555749893188,0.006923721171915531,0.0070409998297691345
2022-10-01,0.9955002665519714,0.006765350699424744,0.0067969998344779015
2022-11-01,1.0324499607086182,0.007207467220723629,0.006978000048547983
2022-12-01,1.0728462934494019,0.0076271831057965755,0.007110000122338533
2023-01-01,1.0850694179534912,0.007664068136364222,0.007058999966830015
2023-02-01,1.0611205101013184,0.0073358421213924885,0.006912999786436558
2023-03-01,1.0904649496078491,0.007507450878620148,0.006881000008434057
2023-04-01,1.1128422021865845,0.007335680536925793,0.006591999903321266
2023-05-01,1.073306918144226,0.007153484970331192,0.006661999970674515
2023-06-01,1.0868029594421387,0.0069070314057171345,0.00635500019416213
