Date,SPY,QQQ,EXSA,JPXN
2015-12-01,174.90219116210938,104.56468200683594,28.531137466430664,44.471588134765625
2016-01-01,167.1835174560547,97.63609313964844,26.636058807373047,42.139644622802734
2016-02-01,167.04541015625,96.10772705078125,26.07659912109375,40.51921463012695
2016-03-01,177.3671112060547,102.38993835449219,26.32525062561035,42.42961502075195
2016-04-01,178.98455810546875,99.42096710205078,26.879379272460938,42.31874465942383
2016-05-01,182.02935791015625,103.76571655273438,27.62775421142578,43.615081787109375
2016-06-01,181.7170867919922,101.13255310058594,25.897132873535156,42.81340026855469
2016-07-01,189.323974609375,108.65298461914062,27.27713966369629,45.06410217285156
2016-08-01,189.55072021484375,109.79393768310547,27.427316665649414,45.545345306396484
2016-09-01,188.60894775390625,111.94378662109375,27.119049072265625,46.688270568847656
2016-10-01,186.2752685546875,110.58889770507812,27.1849308013916,47.203880310058594
2016-11-01,193.1373748779297,111.07099914550781,27.481460571289062,46.38749313354492
2016-12-01,195.89796447753906,111.99738311767578,28.95612144470215,45.56252670288086
2017-01-01,200.57879638671875,118.10238647460938,28.942285537719727,47.69231033325195
2017-02-01,208.45980834960938,123.2694320678711,29.796613693237305,48.48472595214844
2017-03-01,207.8163299560547,125.50691223144531,30.8040714263916,48.62404251098633
2017-04-01,210.79217529296875,129.19764709472656,31.152137756347656,49.094268798828125
2017-05-01,213.7670440673828,134.23289489746094,31.99772834777832,50.45267105102539
2017-06-01,214.0858154296875,130.7652130126953,30.80538558959961,50.76613998413086
2017-07-01,219.55160522460938,136.44668579101562,31.11893653869629,52.12554931640625
2017-08-01,220.1922149658203,139.2760772705078,30.89571762084961,52.06421661376953
2017-09-01,223.51971435546875,138.56161499023438,31.58192253112793,52.92276382446289
2017-10-01,229.922119140625,145.26153564453125,32.51223373413086,55.75243377685547
2017-11-01,236.94996643066406,148.12574768066406,31.958627700805664,57.14537048339844
2017-12-01,238.6040496826172,148.70809936523438,32.092830657958984,56.89131164550781
2018-01-01,253.33982849121094,162.0687713623047,32.74346923828125,60.29397201538086
2018-02-01,244.12840270996094,159.9735107421875,31.466638565063477,58.42774963378906
2018-03-01,236.48953247070312,153.19996643066406,30.8850154876709,58.25971221923828
2018-04-01,238.66378784179688,154.22471618652344,32.2379150390625,58.20663070678711
2018-05-01,244.46548461914062,162.97373962402344,32.32643127441406,57.24257278442383
2018-06-01,244.77224731445312,164.48780822753906,31.791170120239258,55.61515808105469
2018-07-01,254.98008728027344,169.44949340820312,33.19551467895508,56.38121032714844
2018-08-01,263.1190490722656,179.24478149414062,32.45387268066406,55.59838104248047
2018-09-01,263.4906311035156,178.41891479492188,32.23649215698242,57.82231903076172
2018-10-01,246.3926239013672,163.37594604492188,30.733287811279297,52.618316650390625
2018-11-01,250.96302795410156,162.94305419921875,30.449125289916992,53.03641128540039
2018-12-01,227.53738403320312,148.4064483642578,28.554668426513672,48.46399688720703
2019-01-01,247.19046020507812,162.24183654785156,30.596691131591797,52.35289764404297
2019-02-01,255.2032012939453,167.09478759765625,31.829389572143555,52.46957778930664
2019-03-01,258.6832275390625,173.3370819091797,32.44356155395508,52.96321487426758
2019-04-01,270.43695068359375,183.20217895507812,33.79379653930664,53.322235107421875
2019-05-01,253.19090270996094,168.13351440429688,32.170928955078125,50.719390869140625
2019-06-01,269.498779296875,180.49581909179688,33.225364685058594,52.523433685302734
2019-07-01,274.904052734375,185.11839294433594,33.688232421875,52.6306266784668
2019-08-01,270.30126953125,181.60203552246094,33.275306701660156,52.09699249267578
2019-09-01,274.2940673828125,182.90008544921875,34.079193115234375,55.28070831298828
2019-10-01,281.6518859863281,191.2962188720703,34.83023452758789,57.0805778503418
2019-11-01,291.84722900390625,199.0808563232422,35.80699157714844,57.840328216552734
2019-12-01,298.85760498046875,206.37045288085938,36.668312072753906,57.68656921386719
2020-01-01,300.2056579589844,213.10186767578125,36.18891525268555,56.79983901977539
2020-02-01,276.4396667480469,200.1934051513672,33.236351013183594,51.820125579833984
2020-03-01,240.50607299804688,185.21295166015625,28.285686492919922,48.47895812988281
2020-04-01,272.6401672363281,213.40005493164062,30.17158317565918,50.93219757080078
2020-05-01,285.63018798828125,227.486328125,31.19610023498535,54.86837387084961
2020-06-01,289.42205810546875,241.367919921875,31.85374641418457,54.39236831665039
2020-07-01,307.81536865234375,259.5506286621094,31.83706283569336,53.90083312988281
2020-08-01,329.2999267578125,287.9577331542969,32.83407974243164,57.81870651245117
2020-09-01,315.70599365234375,271.3177490234375,32.152854919433594,58.98023986816406
2020-10-01,309.06658935546875,263.0563659667969,30.723913192749023,57.9293327331543
2020-11-01,342.68572998046875,292.5865173339844,34.95355987548828,64.33621978759766
2020-12-01,353.87335205078125,306.3749694824219,36.047271728515625,66.74225616455078
2021-01-01,351.76025390625,307.7325744628906,35.556514739990234,66.78224182128906
2021-02-01,361.5411376953125,307.3216857910156,36.49916076660156,67.7662353515625
2021-03-01,376.720947265625,312.203369140625,38.785186767578125,68.31393432617188
2021-04-01,397.9526062011719,331.0716857910156,39.674476623535156,66.76366424560547
2021-05-01,400.5655517578125,327.0947570800781,40.847145080566406,68.1282730102539
2021-06-01,408.2137451171875,347.1750793457031,41.08441925048828,66.82864379882812
2021-07-01,419.5473937988281,357.5218811035156,42.199459075927734,66.67295837402344
2021-08-01,432.03302001953125,372.6044921875,43.203548431396484,68.32901763916016
2021-09-01,410.5825500488281,351.0395812988281,41.4763298034668,70.19091033935547
2021-10-01,440.79815673828125,379.065185546875,43.62478256225586,68.25415802001953
2021-11-01,437.2563781738281,386.6344909667969,42.545623779296875,65.7186050415039
2021-12-01,455.876953125,390.59100341796875,44.76415252685547,66.13027954101562
2022-01-01,433.3505554199219,356.88116455078125,43.25068283081055,64.36431884765625
2022-02-01,420.5593566894531,340.9072570800781,41.72150421142578,63.6976318359375
2022-03-01,435.0168151855469,356.3799133300781,42.15974426269531,62.0213737487793
2022-04-01,398.06866455078125,308.30804443359375,41.90388488769531,57.116432189941406
2022-05-01,398.9672546386719,303.41644287109375,41.590850830078125,57.95455551147461
2022-06-01,364.4936828613281,275.858154296875,37.764427185058594,53.649635314941406
2022-07-01,399.7785339355469,311.08001708984375,41.24379348754883,57.126251220703125
2022-08-01,383.466796875,295.11480712890625,39.08277893066406,54.701080322265625
2022-09-01,346.59307861328125,263.54925537109375,36.2029914855957,50.02396011352539
2022-10-01,376.3020935058594,274.58343505859375,38.878482818603516,50.98633575439453
2022-11-01,397.2213439941406,289.80670166015625,41.60981369018555,57.19361877441406
2022-12-01,372.6190490722656,263.05474853515625,40.23937225341797,56.125389099121094
2023-01-01,397.87078857421875,291.7482604980469,42.97249984741211,60.488121032714844
2023-02-01,387.8672180175781,290.6985778808594,43.73002624511719,57.898536682128906
2023-03-01,400.71917724609375,317.8017578125,43.427974700927734,60.5654296875
2023-04-01,408.6744079589844,319.91046142578125,44.72380447387695,60.691043853759766
2023-05-01,410.5609130859375,345.13153076171875,43.535980224609375,61.29012680053711
2023-06-01,435.5473327636719,366.385498046875,44.13228988647461,63.77342224121094
2023-07-01,451.47503662109375,381.05035400390625,45.59773254394531,65.86691284179688
2023-08-01,444.1376647949219,375.3993225097656,44.42070007324219,64.00863647460938
2023-09-01,421.5831298828125,355.8144836425781,43.24853515625,62.286556243896484
2023-10-01,413.8859558105469,348.9696350097656,42.13432312011719,60.8369026184082
2023-11-01,451.6918640136719,386.7240295410156,44.913814544677734,64.7772445678711
2023-12-01,470.4068298339844,407.3019714355469,46.4803466796875,66.1490707397461
2024-01-01,479.8363342285156,415.7585754394531,47.33777618408203,69.14932250976562
2024-02-01,504.8774719238281,437.72454833984375,48.20025634765625,72.0260009765625
2024-03-01,519.7730102539062,442.7200012207031,50.102638244628906,74.37693786621094
2024-04-01,500.36578369140625,423.91619873046875,49.77860641479492,70.6670150756836
2024-05-01,525.6741333007812,449.9947509765625,51.47841262817383,72.46246337890625
2024-06-01,542.4699096679688,478.34967041015625,50.272735595703125,71.72840881347656
2024-07-01,562.260009765625,497.0,51.599998474121094,75.62049865722656
