DATE,TLAACBW027SBOG
1993-12-22,3611.8671
1993-12-29,3599.9424
1994-01-05,3646.4383
1994-01-12,3655.4243
1994-01-19,3666.3735
1994-01-26,3649.8597
1994-02-02,3668.5641
1994-02-09,3672.4297
1994-02-16,3661.8145
1994-02-23,3666.5179
1994-03-02,3683.2249
1994-03-09,3666.4327
1994-03-16,3690.2049
1994-03-23,3702.88
1994-03-30,3710.9549
1994-04-06,3710.1664
1994-04-13,3699.5039
1994-04-20,3689.0396
1994-04-27,3704.1689
1994-05-04,3697.2879
1994-05-11,3726.8049
1994-05-18,3707.8574
1994-05-25,3725.3527
1994-06-01,3737.0616
1994-06-08,3712.0326
1994-06-15,3731.4112
1994-06-22,3726.9935
1994-06-29,3727.8589
1994-07-06,3762.5856
1994-07-13,3762.2347
1994-07-20,3768.4793
1994-07-27,3780.1312
1994-08-03,3764.0855
1994-08-10,3770.0874
1994-08-17,3769.7439
1994-08-24,3790.0341
1994-08-31,3799.162
1994-09-07,3775.9345
1994-09-14,3784.1028
1994-09-21,3797.2099
1994-09-28,3790.0042
1994-10-05,3794.3822
1994-10-12,3810.6841
1994-10-19,3798.4625
1994-10-26,3814.6193
1994-11-02,3813.1955
1994-11-09,3794.044
1994-11-16,3808.5534
1994-11-23,3836.3247
1994-11-30,3826.7381
1994-12-07,3824.4266
1994-12-14,3826.0932
1994-12-21,3847.1832
1994-12-28,3852.8236
1995-01-04,3872.4676
1995-01-11,3864.4097
1995-01-18,3873.8186
1995-01-25,3875.6927
1995-02-01,3912.2344
1995-02-08,3863.9102
1995-02-15,3890.796
1995-02-22,3889.8979
1995-03-01,3935.7829
1995-03-08,3904.7355
1995-03-15,3954.6563
1995-03-22,3922.8744
1995-03-29,3929.1769
1995-04-05,3968.0593
1995-04-12,3979.2482
1995-04-19,3987.8403
1995-04-26,4009.5424
1995-05-03,3993.2691
1995-05-10,4017.2699
1995-05-17,4000.5295
1995-05-24,4027.0564
1995-05-31,4037.8387
1995-06-07,4033.5182
1995-06-14,4030.9147
1995-06-21,4042.6495
1995-06-28,4023.5893
1995-07-05,4069.0429
1995-07-12,4061.3576
1995-07-19,4071.435
1995-07-26,4088.3196
1995-08-02,4092.4792
1995-08-09,4089.9818
1995-08-16,4090.5939
1995-08-23,4097.9843
1995-08-30,4078.7935
1995-09-06,4112.8916
1995-09-13,4116.53
1995-09-20,4127.0814
1995-09-27,4133.4668
1995-10-04,4113.7251
1995-10-11,4136.121
1995-10-18,4104.8037
1995-10-25,4148.5306
1995-11-01,4168.2784
1995-11-08,4141.0299
1995-11-15,4148.595
1995-11-22,4147.0794
1995-11-29,4105.7944
1995-12-06,4151.8916
1995-12-13,4145.4586
1995-12-20,4176.6464
1995-12-27,4174.9598
1996-01-03,4222.0489
1996-01-10,4207.2504
1996-01-17,4216.5834
1996-01-24,4177.4982
1996-01-31,4197.4723
1996-02-07,4176.0106
1996-02-14,4190.6826
1996-02-21,4203.7156
1996-02-28,4203.6814
1996-03-06,4181.465
1996-03-13,4202.919
1996-03-20,4201.4119
1996-03-27,4206.1821
1996-04-03,4205.1899
1996-04-10,4234.096
1996-04-17,4216.7777
1996-04-24,4240.5853
1996-05-01,4234.2078
1996-05-08,4248.4343
1996-05-15,4243.1545
1996-05-22,4243.5847
1996-05-29,4217.663
1996-06-05,4254.8933
1996-06-12,4250.3033
1996-06-19,4257.1991
1996-06-26,4249.8321
1996-07-03,4249.7195
1996-07-10,4254.5046
1996-07-17,4272.5218
1996-07-24,4270.7489
1996-07-31,4279.3282
1996-08-07,4264.2371
1996-08-14,4279.7058
1996-08-21,4266.4788
1996-08-28,4258.1104
1996-09-04,4286.3594
1996-09-11,4280.3328
1996-09-18,4289.4699
1996-09-25,4313.4066
1996-10-02,4313.6931
1996-10-09,4302.1305
1996-10-16,4329.2291
1996-10-23,4326.9578
1996-10-30,4288.2298
1996-11-06,4327.7832
1996-11-13,4363.8957
1996-11-20,4338.5098
1996-11-27,4376.6416
1996-12-04,4369.6831
1996-12-11,4368.7183
1996-12-18,4374.0451
1996-12-25,4388.021
1997-01-01,4386.0847
1997-01-08,4389.5803
1997-01-15,4382.3634
1997-01-22,4433.8931
1997-01-29,4414.205
1997-02-05,4441.5269
1997-02-12,4449.3009
1997-02-19,4468.4217
1997-02-26,4460.2463
1997-03-05,4494.4661
1997-03-12,4500.1687
1997-03-19,4493.516
1997-03-26,4515.6444
1997-04-02,4508.0332
1997-04-09,4540.2152
1997-04-16,4534.5461
1997-04-23,4556.9052
1997-04-30,4577.0937
1997-05-07,4568.0967
1997-05-14,4561.503
1997-05-21,4595.5793
1997-05-28,4593.0853
1997-06-04,4571.2391
1997-06-11,4585.1766
1997-06-18,4574.7925
1997-06-25,4590.9513
1997-07-02,4593.4525
1997-07-09,4593.277
1997-07-16,4626.5037
1997-07-23,4632.9698
1997-07-30,4644.3605
1997-08-06,4649.8402
1997-08-13,4634.5945
1997-08-20,4668.6505
1997-08-27,4667.8634
1997-09-03,4690.6138
1997-09-10,4660.2273
1997-09-17,4674.3732
1997-09-24,4664.7576
1997-10-01,4721.2033
1997-10-08,4698.2838
1997-10-15,4718.6049
1997-10-22,4713.3495
1997-10-29,4713.8891
1997-11-05,4743.1099
1997-11-12,4793.8651
1997-11-19,4736.8949
1997-11-26,4804.3447
1997-12-03,4777.8511
1997-12-10,4787.6162
1997-12-17,4761.5503
1997-12-24,4793.9362
1997-12-31,4803.0724
1998-01-07,4827.063
1998-01-14,4816.3513
1998-01-21,4846.4033
1998-01-28,4832.8753
1998-02-04,4834.3924
1998-02-11,4855.8585
1998-02-18,4881.4613
1998-02-25,4871.6946
1998-03-04,4897.2535
1998-03-11,4910.2232
1998-03-18,4913.7236
1998-03-25,4934.3388
1998-04-01,4995.7863
1998-04-08,4956.0438
1998-04-15,4969.6787
1998-04-22,4940.4728
1998-04-29,4916.2844
1998-05-06,4941.3685
1998-05-13,4940.739
1998-05-20,4954.4615
1998-05-27,4965.7138
1998-06-03,4942.9809
1998-06-10,4987.7837
1998-06-17,4971.5115
1998-06-24,4996.3255
1998-07-01,5032.0528
1998-07-08,4972.9652
1998-07-15,5016.0279
1998-07-22,5008.8972
1998-07-29,5025.8102
1998-08-05,5040.875
1998-08-12,5058.8084
1998-08-19,5041.8496
1998-08-26,5084.3595
1998-09-02,5092.7452
1998-09-09,5120.9115
1998-09-16,5103.9707
1998-09-23,5117.6184
1998-09-30,5155.6112
1998-10-07,5166.1298
1998-10-14,5186.7023
1998-10-21,5222.5131
1998-10-28,5229.0931
1998-11-04,5233.3498
1998-11-11,5238.0862
1998-11-18,5251.8413
1998-11-25,5251.535
1998-12-02,5242.6937
1998-12-09,5258.6697
1998-12-16,5257.2336
1998-12-23,5256.8473
1998-12-30,5238.8529
1999-01-06,5238.7505
1999-01-13,5252.4592
1999-01-20,5277.8579
1999-01-27,5247.7704
1999-02-03,5252.9314
1999-02-10,5255.83
1999-02-17,5250.0728
1999-02-24,5237.2256
1999-03-03,5235.2168
1999-03-10,5234.4308
1999-03-17,5221.0567
1999-03-24,5247.2064
1999-03-31,5239.8648
1999-04-07,5234.9507
1999-04-14,5241.4316
1999-04-21,5239.9763
1999-04-28,5255.2776
1999-05-05,5251.1897
1999-05-12,5270.4797
1999-05-19,5275.5673
1999-05-26,5275.6695
1999-06-02,5300.9572
1999-06-09,5295.4495
1999-06-16,5313.9963
1999-06-23,5357.4385
1999-06-30,5324.4154
1999-07-07,5333.6445
1999-07-14,5333.6207
1999-07-21,5319.393
1999-07-28,5303.5752
1999-08-04,5292.8407
1999-08-11,5324.3496
1999-08-18,5323.7824
1999-08-25,5345.3424
1999-09-01,5332.9119
1999-09-08,5338.7682
1999-09-15,5359.9988
1999-09-22,5387.0135
1999-09-29,5371.8798
1999-10-06,5368.4841
1999-10-13,5375.3927
1999-10-20,5394.6736
1999-10-27,5419.6096
1999-11-03,5417.1723
1999-11-10,5419.2498
1999-11-17,5456.7051
1999-11-24,5507.878
1999-12-01,5530.4345
1999-12-08,5524.2664
1999-12-15,5564.3124
1999-12-22,5596.2493
1999-12-29,5579.4349
2000-01-05,5553.481
2000-01-12,5579.713
2000-01-19,5581.1737
2000-01-26,5601.2915
2000-02-02,5603.0723
2000-02-09,5614.115
2000-02-16,5613.1325
2000-02-23,5648.9642
2000-03-01,5686.9575
2000-03-08,5693.4843
2000-03-15,5705.7812
2000-03-22,5715.7852
2000-03-29,5698.9302
2000-04-05,5721.2218
2000-04-12,5734.1068
2000-04-19,5759.9063
2000-04-26,5800.123
2000-05-03,5812.3813
2000-05-10,5829.1787
2000-05-17,5841.8167
2000-05-24,5845.2036
2000-05-31,5867.0462
2000-06-07,5844.7477
2000-06-14,5852.7313
2000-06-21,5902.725
2000-06-28,5888.0748
2000-07-05,5910.3514
2000-07-12,5897.3913
2000-07-19,5921.0969
2000-07-26,5933.7135
2000-08-02,5910.1107
2000-08-09,5929.085
2000-08-16,5930.1004
2000-08-23,5964.298
2000-08-30,5926.5205
2000-09-06,5964.167
2000-09-13,5946.083
2000-09-20,6009.3156
2000-09-27,5958.9595
2000-10-04,5967.4043
2000-10-11,5973.1799
2000-10-18,5976.9112
2000-10-25,5987.7319
2000-11-01,6012.0255
2000-11-08,5965.2538
2000-11-15,5980.877
2000-11-22,6005.0528
2000-11-29,5993.1475
2000-12-06,6028.8344
2000-12-13,6033.6169
2000-12-20,6060.5487
2000-12-27,6100.3091
2001-01-03,6138.6743
2001-01-10,6139.9877
2001-01-17,6141.1709
2001-01-24,6133.9771
2001-01-31,6165.2258
2001-02-07,6106.1271
2001-02-14,6099.0963
2001-02-21,6130.8561
2001-02-28,6184.1009
2001-03-07,6163.0925
2001-03-14,6178.5799
2001-03-21,6227.7787
2001-03-28,6197.4899
2001-04-04,6224.6409
2001-04-11,6227.4442
2001-04-18,6248.93
2001-04-25,6239.0549
2001-05-02,6225.2737
2001-05-09,6228.2548
2001-05-16,6220.5329
2001-05-23,6215.0437
2001-05-30,6235.0293
2001-06-06,6211.9414
2001-06-13,6210.0543
2001-06-20,6216.8505
2001-06-27,6210.1199
2001-07-04,6213.3078
2001-07-11,6205.5312
2001-07-18,6221.5065
2001-07-25,6245.7892
2001-08-01,6281.3295
2001-08-08,6235.1153
2001-08-15,6233.9165
2001-08-22,6261.3337
2001-08-29,6259.727
2001-09-05,6301.7743
2001-09-12,6726.917
2001-09-19,6472.4478
2001-09-26,6383.2544
2001-10-03,6369.9932
2001-10-10,6371.4325
2001-10-17,6359.7921
2001-10-24,6358.6624
2001-10-31,6423.8087
2001-11-07,6398.6488
2001-11-14,6438.0541
2001-11-21,6403.2506
2001-11-28,6367.829
2001-12-05,6406.7755
2001-12-12,6408.7106
2001-12-19,6367.6923
2001-12-26,6394.6958
2002-01-02,6384.5635
2002-01-09,6400.1373
2002-01-16,6355.6132
2002-01-23,6397.5034
2002-01-30,6361.8883
2002-02-06,6374.3699
2002-02-13,6363.8653
2002-02-20,6385.5954
2002-02-27,6365.8493
2002-03-06,6349.63
2002-03-13,6328.9066
2002-03-20,6361.8985
2002-03-27,6371.2279
2002-04-03,6377.7775
2002-04-10,6381.6914
2002-04-17,6380.4127
2002-04-24,6372.0662
2002-05-01,6395.5213
2002-05-08,6366.0593
2002-05-15,6404.3238
2002-05-22,6410.3999
2002-05-29,6416.158
2002-06-05,6410.3098
2002-06-12,6431.763
2002-06-19,6439.9891
2002-06-26,6466.7913
2002-07-03,6415.0056
2002-07-10,6455.112
2002-07-17,6459.8278
2002-07-24,6521.7345
2002-07-31,6529.2453
2002-08-07,6537.7638
2002-08-14,6587.7918
2002-08-21,6598.436
2002-08-28,6592.9196
2002-09-04,6666.5602
2002-09-11,6598.4113
2002-09-18,6648.6259
2002-09-25,6653.8326
2002-10-02,6720.8001
2002-10-09,6704.7873
2002-10-16,6756.2883
2002-10-23,6745.9411
2002-10-30,6774.7678
2002-11-06,6809.1889
2002-11-13,6861.0434
2002-11-20,6814.6604
2002-11-27,6862.5682
2002-12-04,6845.4466
2002-12-11,6942.5866
2002-12-18,6944.3761
2002-12-25,6983.1028
2003-01-01,6914.0785
2003-01-08,6910.8982
2003-01-15,6909.4674
2003-01-22,6914.8301
2003-01-29,6898.8462
2003-02-05,6960.7887
2003-02-12,6965.8238
2003-02-19,7009.8294
2003-02-26,7006.2572
2003-03-05,7067.9245
2003-03-12,7073.9975
2003-03-19,7043.9302
2003-03-26,7020.8404
2003-04-02,7062.4737
2003-04-09,7035.4503
2003-04-16,7063.7042
2003-04-23,7063.709
2003-04-30,7142.4952
2003-05-07,7164.4422
2003-05-14,7202.0308
2003-05-21,7194.5123
2003-05-28,7225.5574
2003-06-04,7245.9582
2003-06-11,7302.0915
2003-06-18,7252.3676
2003-06-25,7291.5123
2003-07-02,7336.8708
2003-07-09,7319.8984
2003-07-16,7300.6039
2003-07-23,7320.7433
2003-07-30,7312.6879
2003-08-06,7340.2355
2003-08-13,7323.8781
2003-08-20,7308.9282
2003-08-27,7260.079
2003-09-03,7316.2265
2003-09-10,7274.5675
2003-09-17,7250.4381
2003-09-24,7204.9177
2003-10-01,7312.5151
2003-10-08,7216.4766
2003-10-15,7280.4995
2003-10-22,7253.1264
2003-10-29,7236.7074
2003-11-05,7243.99
2003-11-12,7308.0369
2003-11-19,7271.4084
2003-11-26,7284.8763
2003-12-03,7238.0674
2003-12-10,7275.3472
2003-12-17,7333.0671
2003-12-24,7345.6
2003-12-31,7329.6127
2004-01-07,7352.2471
2004-01-14,7381.4359
2004-01-21,7412.7028
2004-01-28,7446.9771
2004-02-04,7458.1309
2004-02-11,7523.6624
2004-02-18,7602.6207
2004-02-25,7466.1391
2004-03-03,7498.6561
2004-03-10,7535.5557
2004-03-17,7555.652
2004-03-24,7579.8578
2004-03-31,7600.5721
2004-04-07,7608.7448
2004-04-14,7654.4126
2004-04-21,7660.9402
2004-04-28,7651.7153
2004-05-05,7640.6129
2004-05-12,7684.2713
2004-05-19,7661.423
2004-05-26,7660.652
2004-06-02,7686.1149
2004-06-09,7713.551
2004-06-16,7726.3326
2004-06-23,7774.9481
2004-06-30,7789.4534
2004-07-07,7862.9633
2004-07-14,7855.5404
2004-07-21,7859.6602
2004-07-28,7838.0814
2004-08-04,7846.6723
2004-08-11,7877.6922
2004-08-18,7870.6822
2004-08-25,7873.4313
2004-09-01,7886.7352
2004-09-08,7909.6414
2004-09-15,7966.9899
2004-09-22,7977.4585
2004-09-29,7952.0506
2004-10-06,7928.7666
2004-10-13,7967.2836
2004-10-20,7985.6662
2004-10-27,7976.1753
2004-11-03,7984.0041
2004-11-10,8009.672
2004-11-17,7952.878
2004-11-24,8030.8391
2004-12-01,8043.8968
2004-12-08,8056.9947
2004-12-15,8056.7239
2004-12-22,8024.0037
2004-12-29,8010.4453
2005-01-05,8053.9298
2005-01-12,8069.8541
2005-01-19,8137.797
2005-01-26,8092.6506
2005-02-02,8142.223
2005-02-09,8119.3032
2005-02-16,8125.2288
2005-02-23,8233.4114
2005-03-02,8230.5742
2005-03-09,8223.4662
2005-03-16,8295.6874
2005-03-23,8313.1891
2005-03-30,8281.31
2005-04-06,8272.5838
2005-04-13,8296.2622
2005-04-20,8322.5175
2005-04-27,8311.7743
2005-05-04,8313.8109
2005-05-11,8346.076
2005-05-18,8364.9592
2005-05-25,8410.554
2005-06-01,8453.609
2005-06-08,8465.2629
2005-06-15,8394.0627
2005-06-22,8448.6343
2005-06-29,8417.8379
2005-07-06,8443.7103
2005-07-13,8453.414
2005-07-20,8495.7381
2005-07-27,8486.9475
2005-08-03,8547.5637
2005-08-10,8532.4948
2005-08-17,8545.8576
2005-08-24,8602.0213
2005-08-31,8614.8598
2005-09-07,8594.9001
2005-09-14,8611.4677
2005-09-21,8635.0817
2005-09-28,8651.2911
2005-10-05,8614.9527
2005-10-12,8680.9676
2005-10-19,8683.5009
2005-10-26,8678.7093
2005-11-02,8677.3488
2005-11-09,8658.01
2005-11-16,8686.0726
2005-11-23,8722.8807
2005-11-30,8693.425
2005-12-07,8737.0809
2005-12-14,8741.2576
2005-12-21,8802.0591
2005-12-28,8807.3297
2006-01-04,8829.2962
2006-01-11,8797.7799
2006-01-18,8846.3793
2006-01-25,8867.4381
2006-02-01,8892.5677
2006-02-08,8871.5339
2006-02-15,8916.1809
2006-02-22,8920.1496
2006-03-01,8956.6068
2006-03-08,8932.6904
2006-03-15,8967.9227
2006-03-22,8983.2676
2006-03-29,9008.6754
2006-04-05,9035.6324
2006-04-12,9078.6257
2006-04-19,9097.4766
2006-04-26,9149.9578
2006-05-03,9166.6555
2006-05-10,9204.9281
2006-05-17,9213.3221
2006-05-24,9255.0802
2006-05-31,9267.7919
2006-06-07,9230.9238
2006-06-14,9260.5409
2006-06-21,9257.2766
2006-06-28,9243.3029
2006-07-05,9265.7376
2006-07-12,9276.4178
2006-07-19,9336.5694
2006-07-26,9314.8164
2006-08-02,9311.2094
2006-08-09,9302.7089
2006-08-16,9321.8637
2006-08-23,9378.5267
2006-08-30,9356.5497
2006-09-06,9355.8654
2006-09-13,9335.5407
2006-09-20,9332.7204
2006-09-27,9368.6105
2006-10-04,9580.7597
2006-10-11,9631.3599
2006-10-18,9544.2495
2006-10-25,9563.1979
2006-11-01,9613.5822
2006-11-08,9571.2751
2006-11-15,9595.4176
2006-11-22,9654.9981
2006-11-29,9685.004
2006-12-06,9729.7309
2006-12-13,9702.9047
2006-12-20,9761.16
2006-12-27,9805.9873
2007-01-03,9832.5942
2007-01-10,9793.567
2007-01-17,9830.3712
2007-01-24,9835.1293
2007-01-31,9862.5737
2007-02-07,9819.7048
2007-02-14,9866.9242
2007-02-21,9896.5602
2007-02-28,9962.8711
2007-03-07,9907.8068
2007-03-14,9811.7631
2007-03-21,9793.566
2007-03-28,9873.8837
2007-04-04,9911.3153
2007-04-11,9929.3465
2007-04-18,9937.5004
2007-04-25,9967.3507
2007-05-02,9957.0423
2007-05-09,9978.1388
2007-05-16,9967.8578
2007-05-23,10008.7152
2007-05-30,10038.2017
2007-06-06,10028.856
2007-06-13,10038.9192
2007-06-20,10076.6835
2007-06-27,10093.2524
2007-07-04,10160.468
2007-07-11,10144.7425
2007-07-18,10160.4319
2007-07-25,10201.2038
2007-08-01,10214.7869
2007-08-08,10218.0112
2007-08-15,10324.9173
2007-08-22,10366.805
2007-08-29,10382.8123
2007-09-05,10412.5768
2007-09-12,10487.4405
2007-09-19,10430.1906
2007-09-26,10511.6538
2007-10-03,10485.7438
2007-10-10,10557.3207
2007-10-17,10563.5098
2007-10-24,10655.1284
2007-10-31,10680.9313
2007-11-07,10705.9518
2007-11-14,10727.0426
2007-11-21,10782.5772
2007-11-28,10765.6359
2007-12-05,10802.5729
2007-12-12,10753.6958
2007-12-19,10821.8118
2007-12-26,10851.6284
2008-01-02,10901.1317
2008-01-09,10890.9463
2008-01-16,10887.9747
2008-01-23,10992.9114
2008-01-30,10989.0441
2008-02-06,10967.992
2008-02-13,10966.5961
2008-02-20,11006.2152
2008-02-27,11005.3956
2008-03-05,11033.8282
2008-03-12,11091.2656
2008-03-19,11160.7973
2008-03-26,11153.7277
2008-04-02,11068.9303
2008-04-09,11055.5149
2008-04-16,11018.0077
2008-04-23,11071.9518
2008-04-30,11073.5981
2008-05-07,11018.0085
2008-05-14,10988.417
2008-05-21,11049.098
2008-05-28,11021.9549
2008-06-04,11007.3021
2008-06-11,10980.1809
2008-06-18,11006.001
2008-06-25,11014.6773
2008-07-02,11035.1748
2008-07-09,11028.632
2008-07-16,11050.5472
2008-07-23,11013.5887
2008-07-30,11031.0541
2008-08-06,10988.9034
2008-08-13,11006.918
2008-08-20,11021.4396
2008-08-27,11012.7888
2008-09-03,11014.0359
2008-09-10,11002.4656
2008-09-17,11264.0042
2008-09-24,11286.4958
2008-10-01,11737.9677
2008-10-08,11788.826
2008-10-15,11909.5038
2008-10-22,12021.9488
2008-10-29,12064.794
2008-11-05,12007.7407
2008-11-12,12091.8311
2008-11-19,12063.6112
2008-11-26,12097.7249
2008-12-03,12240.0694
2008-12-10,12350.7744
2008-12-17,12373.3654
2008-12-24,12365.8551
2008-12-31,12259.4084
2009-01-07,12281.5362
2009-01-14,12287.7391
2009-01-21,12279.7008
2009-01-28,12149.3943
2009-02-04,12052.3031
2009-02-11,12011.8345
2009-02-18,12055.9396
2009-02-25,12005.5945
2009-03-04,11985.1853
2009-03-11,12010.1665
2009-03-18,12057.0557
2009-03-25,12077.9928
2009-04-01,12070.0024
2009-04-08,12000.0864
2009-04-15,12043.0328
2009-04-22,12052.6996
2009-04-29,12068.4514
2009-05-06,12114.6697
2009-05-13,12102.9488
2009-05-20,12119.2684
2009-05-27,12036.5977
2009-06-03,12028.6125
2009-06-10,12034.5505
2009-06-17,11959.4046
2009-06-24,11943.6756
2009-07-01,11889.7485
2009-07-08,11908.4038
2009-07-15,11811.5953
2009-07-22,11794.7321
2009-07-29,11715.0776
2009-08-05,11677.8702
2009-08-12,11724.7552
2009-08-19,11759.7966
2009-08-26,11748.4476
2009-09-02,11713.602
2009-09-09,11720.4025
2009-09-16,11704.9325
2009-09-23,11738.3897
2009-09-30,11584.4669
2009-10-07,11694.5132
2009-10-14,11749.7511
2009-10-21,11793.3994
2009-10-28,11749.4135
2009-11-04,11771.1097
2009-11-11,11712.6821
2009-11-18,11740.0444
2009-11-25,11770.1918
2009-12-02,11759.8931
2009-12-09,11745.6645
2009-12-16,11742.0783
2009-12-23,11731.8746
2009-12-30,11695.9677
2010-01-06,11665.1885
2010-01-13,11722.7072
2010-01-20,11671.7888
2010-01-27,11695.0566
2010-02-03,11675.7625
2010-02-10,11718.8354
2010-02-17,11711.4917
2010-02-24,11704.4023
2010-03-03,11670.6709
2010-03-10,11653.8234
2010-03-17,11582.4068
2010-03-24,11564.2827
2010-03-31,11815.4072
2010-04-07,11881.5424
2010-04-14,11839.9071
2010-04-21,11824.4784
2010-04-28,11828.0071
2010-05-05,11814.3853
2010-05-12,11824.8505
2010-05-19,11829.6295
2010-05-26,11777.3199
2010-06-02,11702.2085
2010-06-09,11763.6623
2010-06-16,11694.1614
2010-06-23,11769.6751
2010-06-30,11674.2079
2010-07-07,11750.3079
2010-07-14,11764.0401
2010-07-21,11808.9393
2010-07-28,11806.8971
2010-08-04,11836.4889
2010-08-11,11856.3466
2010-08-18,11832.4532
2010-08-25,11845.5284
2010-09-01,11812.4282
2010-09-08,11833.1403
2010-09-15,11752.5222
2010-09-22,11770.8043
2010-09-29,11778.9015
2010-10-06,11870.764
2010-10-13,11901.7714
2010-10-20,11916.0233
2010-10-27,11877.3304
2010-11-03,11870.683
2010-11-10,11837.3937
2010-11-17,11815.3048
2010-11-24,11835.8143
2010-12-01,11826.0337
2010-12-08,11871.4208
2010-12-15,11775.3249
2010-12-22,11815.1288
2010-12-29,11806.2939
2011-01-05,11809.9985
2011-01-12,11873.106
2011-01-19,11853.5579
2011-01-26,11828.8466
2011-02-02,11806.2203
2011-02-09,11882.8044
2011-02-16,11857.2285
2011-02-23,11933.6695
2011-03-02,11930.7926
2011-03-09,12031.1986
2011-03-16,11975.8818
2011-03-23,12042.4918
2011-03-30,12135.3396
2011-04-06,12199.5522
2011-04-13,12210.3552
2011-04-20,12195.9775
2011-04-27,12181.169
2011-05-04,12212.7288
2011-05-11,12236.3612
2011-05-18,12181.9148
2011-05-25,12239.4822
2011-06-01,12279.8493
2011-06-08,12336.4856
2011-06-15,12239.0247
2011-06-22,12336.9278
2011-06-29,12335.6992
2011-07-06,12300.363
2011-07-13,12322.7244
2011-07-20,12303.2176
2011-07-27,12341.4137
2011-08-03,12366.8828
2011-08-10,12444.6285
2011-08-17,12438.2507
2011-08-24,12410.708
2011-08-31,12396.1246
2011-09-07,12393.0454
2011-09-14,12454.3158
2011-09-21,12441.3117
2011-09-28,12488.6954
2011-10-05,12531.3822
2011-10-12,12475.8757
2011-10-19,12476.2033
2011-10-26,12489.9637
2011-11-02,12449.8471
2011-11-09,12499.9237
2011-11-16,12484.2932
2011-11-23,12443.7282
2011-11-30,12451.6443
2011-12-07,12482.5494
2011-12-14,12557.6336
2011-12-21,12510.6934
2011-12-28,12598.1433
2012-01-04,12627.6368
2012-01-11,12581.4266
2012-01-18,12535.6893
2012-01-25,12574.7754
2012-02-01,12686.7479
2012-02-08,12687.5364
2012-02-15,12737.385
2012-02-22,12650.5083
2012-02-29,12696.5825
2012-03-07,12655.1833
2012-03-14,12622.9767
2012-03-21,12599.2987
2012-03-28,12630.4401
2012-04-04,12680.7403
2012-04-11,12694.5091
2012-04-18,12661.1554
2012-04-25,12691.2989
2012-05-02,12701.0647
2012-05-09,12716.2063
2012-05-16,12699.7013
2012-05-23,12715.1596
2012-05-30,12726.408
2012-06-06,12757.3914
2012-06-13,12779.3124
2012-06-20,12701.9762
2012-06-27,12740.0964
2012-07-04,12766.0077
2012-07-11,12779.957
2012-07-18,12781.6128
2012-07-25,12844.8903
2012-08-01,12823.886
2012-08-08,12841.4662
2012-08-15,12828.2454
2012-08-22,12804.6328
2012-08-29,12838.7775
2012-09-05,12863.4567
2012-09-12,12834.6182
2012-09-19,12805.409
2012-09-26,12844.8964
2012-10-03,12876.0931
2012-10-10,12840.0543
2012-10-17,12889.049
2012-10-24,12803.2983
2012-10-31,12913.1974
2012-11-07,12941.7152
2012-11-14,12986.3229
2012-11-21,12968.0605
2012-11-28,13024.0803
2012-12-05,13036.086
2012-12-12,13055.2579
2012-12-19,13098.9383
2012-12-26,13195.8615
2013-01-02,13238.7239
2013-01-09,13152.9741
2013-01-16,13177.7672
2013-01-23,13192.8048
2013-01-30,13279.0878
2013-02-06,13267.1552
2013-02-13,13266.3375
2013-02-20,13195.9048
2013-02-27,13275.6756
2013-03-06,13268.6192
2013-03-13,13315.1709
2013-03-20,13286.4609
2013-03-27,13367.4178
2013-04-03,13396.829
2013-04-10,13368.9596
2013-04-17,13405.3266
2013-04-24,13333.5585
2013-05-01,13439.4255
2013-05-08,13414.7253
2013-05-15,13472.1097
2013-05-22,13481.4169
2013-05-29,13513.4983
2013-06-05,13525.783
2013-06-12,13562.8837
2013-06-19,13498.0158
2013-06-26,13553.2337
2013-07-03,13555.575
2013-07-10,13544.5003
2013-07-17,13611.9649
2013-07-24,13571.5486
2013-07-31,13585.0288
2013-08-07,13609.4111
2013-08-14,13640.8851
2013-08-21,13631.4671
2013-08-28,13698.879
2013-09-04,13680.1855
2013-09-11,13704.0593
2013-09-18,13797.934
2013-09-25,13805.6341
2013-10-02,13911.8391
2013-10-09,13823.3505
2013-10-16,13868.8778
2013-10-23,13906.5543
2013-10-30,13954.4829
2013-11-06,13895.9966
2013-11-13,13937.6575
2013-11-20,13936.824
2013-11-27,14015.6996
2013-12-04,14044.1951
2013-12-11,14080.1655
2013-12-18,14102.0524
2013-12-25,14119.3392
2014-01-01,13945.7054
2014-01-08,14098.9037
2014-01-15,14120.5879
2014-01-22,14120.5685
2014-01-29,14174.1985
2014-02-05,14184.8883
2014-02-12,14214.1746
2014-02-19,14238.8133
2014-02-26,14232.0425
2014-03-05,14313.8346
2014-03-12,14325.6998
2014-03-19,14354.7545
2014-03-26,14350.0136
2014-04-02,14374.9697
2014-04-09,14398.3544
2014-04-16,14434.466
2014-04-23,14439.0499
2014-04-30,14435.5116
2014-05-07,14462.4188
2014-05-14,14495.031
2014-05-21,14528.1813
2014-05-28,14587.5874
2014-06-04,14596.7216
2014-06-11,14627.9985
2014-06-18,14657.0705
2014-06-25,14731.1612
2014-07-02,14745.7548
2014-07-09,14740.2292
2014-07-16,14758.2923
2014-07-23,14806.9491
2014-07-30,14817.424
2014-08-06,14810.9372
2014-08-13,14781.854
2014-08-20,14806.1745
2014-08-27,14806.9415
2014-09-03,14911.0754
2014-09-10,14866.1192
2014-09-17,14950.2295
