Date,L1_BTC_Supply,L1_BalanceSheet_FED,L1_BalanceSheet_global,L1_Bitcoin_Wikipedia_Search,L1_Dollar_Index,L1_GLD,L1_HashRate,L1_M2_Liquidity,L1_Miners_Revenue_USD,L1_Mining_Difficulty,L1_Nr_Addresses,L1_Nr_Transactions,L1_OIL_USD,L1_QQQ,L1_TLT,L1_Ten_YR_USA,L1_USD_OnChain_Volume,L1_VIX,BTC_USD
2012-11-28,,,,,,,,,,,,,,,,,,,
2012-11-29,,,,,,,,,,,,,,,,,,,
2012-11-30,7.019708106775634,6.458057546188994,4.112875027962827,3.600179151855376,1.9041202266984123,2.229451455714597,1.3852851132619186,4.014474334759592,5.054781811853322,6.527470992258438,4.530525342699671,4.540093400464285,1.9458623184843544,1.7658329946300575,1.9646720736002643,0.2286569475894158,6.508156550912414,1.1801258850123482,1.0993352776859575
2012-12-01,,,,,,,,,,,,,,,,,,,
2012-12-02,,,,,,,,,,,,,,,,,,,
2012-12-03,,,,,,,,,,,,,,,,,,,
2012-12-04,,,,,,,,,,,,,,,,,,,
2012-12-05,,,,,,,,,,,,,,,,,,,
2012-12-06,,,,,,,,,,,,,,,,,,,
2012-12-07,7.021551060425219,6.455052357478625,4.114747065197106,3.766104652167917,1.903903534958171,2.2202388879161057,1.3434565077615694,4.013317634342417,5.008046168738535,6.536420678693816,4.48249790338209,4.524898474224304,1.9489506281336808,1.7718143869620842,1.966695416602268,0.2057455265006771,6.496865580219456,1.2005769236230863,1.130333768495006
2012-12-08,,,,,,,,,,,,,,,,,,,
2012-12-09,,,,,,,,,,,,,,,,,,,
2012-12-10,,,,,,,,,,,,,,,,,,,
2012-12-11,,,,,,,,,,,,,,,,,,,
2012-12-12,,,,,,,,,,,,,,,,,,,
2012-12-13,,,,,,,,,,,,,,,,,,,
2012-12-14,7.022538683645355,6.456336724855166,4.115147216874592,3.6655675907963534,1.9053640588785936,2.21790488383232,1.3262884826245551,4.017488274960921,4.776803910526172,6.536420678693816,4.44080341786305,4.479523896733404,1.9341448133348504,1.7660338076288356,1.9662942300053392,0.211387546063633,6.605913644841673,1.201397113900942,1.1335389083702174
2012-12-15,,,,,,,,,,,,,,,,,,,
2012-12-16,,,,,,,,,,,,,,,,,,,
2012-12-17,,,,,,,,,,,,,,,,,,,
2012-12-18,,,,,,,,,,,,,,,,,,,
2012-12-19,,,,,,,,,,,,,,,,,,,
2012-12-20,,,,,,,,,,,,,,,,,,,
2012-12-21,7.023483953040663,6.464975137223658,4.11578545551098,3.792111409087168,1.9009130594125332,2.215187982417247,1.2411327869189204,4.019623017934407,4.7590101704385415,6.5276533288516365,4.481284935212981,4.5639859431086265,1.938169363199933,1.7644255526574273,1.9633875854614196,0.2324878522884786,6.645011792309483,1.230448921378274,1.130333768495006
2012-12-22,,,,,,,,,,,,,,,,,,,
2012-12-23,,,,,,,,,,,,,,,,,,,
2012-12-24,,,,,,,,,,,,,,,,,,,
2012-12-25,,,,,,,,,,,,,,,,,,,
2012-12-26,,,,,,,,,,,,,,,,,,,
2012-12-27,,,,,,,,,,,,,,,,,,,
2012-12-28,7.024367636856776,6.465417206947498,4.117236096484988,3.5968326345359145,1.9010221882295584,2.20501479752888,1.306884817936592,4.022300497386055,4.655842114371228,6.5276533288516365,4.523828810253861,4.608159127487866,1.9477277449018884,1.7702481593984258,1.958618126344274,0.2440295762788946,6.4960531745316565,1.2513948537546826,1.130333768495006
2012-12-29,,,,,,,,,,,,,,,,,,,
2012-12-30,,,,,,,,,,,,,,,,,,,
2012-12-31,,,,,,,,,,,,,,,,,,,
2013-01-01,,,,,,,,,,,,,,,,,,,
2013-01-02,,,,,,,,,,,,,,,,,,,
2013-01-03,,,,,,,,,,,,,,,,,,,
2013-01-04,7.025403160911964,6.463489848289935,4.120437748666168,3.496554071929276,1.9013493270789976,2.20558324047833,1.4161220892892994,4.023231876469088,4.763018987647196,6.474163302706644,4.482728658546061,4.602568438545787,1.958085863117578,1.7606850488234576,1.9633221525650035,0.2332500008267122,6.455704791309353,1.356408313913701,1.130333768495006
2013-01-05,,,,,,,,,,,,,,,,,,,
2013-01-06,,,,,,,,,,,,,,,,,,,
2013-01-07,,,,,,,,,,,,,,,,,,,
2013-01-08,,,,,,,,,,,,,,,,,,,
2013-01-09,,,,,,,,,,,,,,,,,,,
2013-01-10,,,,,,,,,,,,,,,,,,,
2013-01-11,7.026526114743434,6.464964567276705,4.121846124839502,3.5979144712025284,1.9057958803678683,2.2053126599182438,1.3198285341305298,4.025948636854728,4.787760479824178,6.474163302706644,4.531925754940617,4.595571799495335,1.9689030132189216,1.7796704916463555,1.9456756272754203,0.2821687696534564,6.545712201364519,1.1408221777135017,1.1504494094608806
2013-01-12,,,,,,,,,,,,,,,,,,,
2013-01-13,,,,,,,,,,,,,,,,,,,
2013-01-14,,,,,,,,,,,,,,,,,,,
2013-01-15,,,,,,,,,,,,,,,,,,,
2013-01-16,,,,,,,,,,,,,,,,,,,
2013-01-17,,,,,,,,,,,,,,,,,,,
2013-01-18,7.027526959444489,6.466679039286799,4.119023964930554,3.778616316801711,1.900694761125484,2.206987688173214,1.2910546572859944,4.026541435556155,4.7251296532584846,6.51182316820104,4.609225353673564,4.632040586137255,1.971090201804396,1.78375752515694,1.9509620672268624,0.2730012720637376,6.533552014547717,1.1258064469791091,1.1958996524092338
2013-01-19,,,,,,,,,,,,,,,,,,,
2013-01-20,,,,,,,,,,,,,,,,,,,
2013-01-21,,,,,,,,,,,,,,,,,,,
2013-01-22,,,,,,,,,,,,,,,,,,,
2013-01-23,,,,,,,,,,,,,,,,,,,
2013-01-24,,,,,,,,,,,,,,,,,,,
