Date,L1_BTC_Supply,L1_BalanceSheet_FED,L1_BalanceSheet_global,L1_Bitcoin_Wikipedia_Search,L1_Dollar_Index,L1_GLD,L1_HashRate,L1_M2_Liquidity,L1_Miners_Revenue_USD,L1_Mining_Difficulty,L1_Nr_Addresses,L1_Nr_Transactions,L1_OIL_USD,L1_QQQ,L1_TLT,L1_Ten_YR_USA,L1_USD_OnChain_Volume,L1_VIX,BTC_USD
2020-05-11,,,,,,,,,,,,,,,,,,,
2020-05-12,,,,,,,,,,,,,,,,,,,
2020-05-13,,,,,,,,,,,,,,,,,,,
2020-05-14,,,,,,,,,,,,,,,,,,,
2020-05-15,7.26409763091826,6.827461033919358,4.307277753297331,3.561101383649056,1.998825833658733,2.205258507046966,8.040122223620074,4.243937966504898,7.268715674597557,13.20695553769516,5.80554978999124,5.501783591049144,1.4523998482497649,2.3408411181695707,2.1693368737399075,-0.1662156371857824,9.157842839611188,1.4468477030505822,3.969028509237686
2020-05-16,,,,,,,,,,,,,,,,,,,
2020-05-17,,,,,,,,,,,,,,,,,,,
2020-05-18,,,,,,,,,,,,,,,,,,,
2020-05-19,,,,,,,,,,,,,,,,,,,
2020-05-20,,,,,,,,,,,,,,,,,,,
2020-05-21,,,,,,,,,,,,,,,,,,,
2020-05-22,7.264305336497061,6.840998054688957,4.306879066444879,3.606979873475589,2.001733719409407,2.2146584194761005,8.000311669471724,4.247329936128327,7.098324126852742,13.20695553769516,5.797710910281353,5.482553050720664,1.468790266603048,2.3377592987029,2.176507576414985,-0.193820035723351,9.20873475095245,1.5036545109308763,3.962404380920843
2020-05-23,,,,,,,,,,,,,,,,,,,
2020-05-24,,,,,,,,,,,,,,,,,,,
2020-05-25,,,,,,,,,,,,,,,,,,,
2020-05-26,,,,,,,,,,,,,,,,,,,
2020-05-27,,,,,,,,,,,,,,,,,,,
2020-05-28,,,,,,,,,,,,,,,,,,,
2020-05-29,7.264427608827964,6.847403473426479,4.306810216363362,3.505149978319906,1.9993915643735305,2.21274678264937,7.921838839171315,4.250551734586597,6.934884949346425,13.180069741616151,5.765768984608514,5.442544046162319,1.5217916496391235,2.350014301311582,2.173475083390892,-0.1824346269729967,9.115917087257149,1.4496326481168047,3.974263848508588
2020-05-30,,,,,,,,,,,,,,,,,,,
2020-05-31,,,,,,,,,,,,,,,,,,,
2020-06-01,,,,,,,,,,,,,,,,,,,
2020-06-02,,,,,,,,,,,,,,,,,,,
2020-06-03,,,,,,,,,,,,,,,,,,,
2020-06-04,,,,,,,,,,,,,,,,,,,
2020-06-05,7.264557522372929,6.851094142131955,4.305432013883946,3.424974922955537,1.9927301877813348,2.211947753442087,7.9803195813406145,4.249934199228462,6.908731968880954,13.180069741616151,5.755378126314295,5.438025362984581,1.550106019887149,2.3569553590420123,2.168302618853716,-0.1884249928510872,9.139958654503944,1.439490594002992,3.983266255277064
2020-06-06,,,,,,,,,,,,,,,,,,,
2020-06-07,,,,,,,,,,,,,,,,,,,
2020-06-08,,,,,,,,,,,,,,,,,,,
2020-06-09,,,,,,,,,,,,,,,,,,,
2020-06-10,,,,,,,,,,,,,,,,,,,
2020-06-11,,,,,,,,,,,,,,,,,,,
2020-06-12,7.264710711366538,6.855229347625965,4.304294107288838,3.4080702858871854,1.9865030263243229,2.1986845579790426,8.087044080224524,4.253117409144024,6.985659052754054,13.137744930476126,5.7815268356393705,5.480472214592608,1.5971464794559356,2.368578933837252,2.148534508178111,-0.0438315770842558,9.244885489236568,1.3895204739542173,3.976085285985585
2020-06-13,,,,,,,,,,,,,,,,,,,
2020-06-14,,,,,,,,,,,,,,,,,,,
2020-06-15,,,,,,,,,,,,,,,,,,,
2020-06-16,,,,,,,,,,,,,,,,,,,
2020-06-17,,,,,,,,,,,,,,,,,,,
2020-06-18,,,,,,,,,,,,,,,,,,,
2020-06-19,7.264886118707594,6.855454703280316,4.304692429922698,3.404687135817994,1.9882020988969211,2.2111739436884097,8.046378653648588,4.255819853638765,7.027648704532185,13.137744930476126,5.784354782491541,5.488856186378601,1.559427779656101,2.3616200938075216,2.165422266793291,-0.1555228236617928,9.081266400733536,1.5573868838956966,3.9685683980935176
2020-06-20,,,,,,,,,,,,,,,,,,,
2020-06-21,,,,,,,,,,,,,,,,,,,
2020-06-22,,,,,,,,,,,,,,,,,,,
2020-06-23,,,,,,,,,,,,,,,,,,,
