Date,L1_BTC_Supply,L1_BalanceSheet_FED,L1_BalanceSheet_global,L1_Bitcoin_Wikipedia_Search,L1_Dollar_Index,L1_GLD,L1_HashRate,L1_M2_Liquidity,L1_Miners_Revenue_USD,L1_Mining_Difficulty,L1_Nr_Addresses,L1_Nr_Transactions,L1_OIL_USD,L1_QQQ,L1_TLT,L1_Ten_YR_USA,L1_USD_OnChain_Volume,L1_VIX,BTC_USD
2016-07-09,,,,,,,,,,,,,,,,,,,
2016-07-10,,,,,,,,,,,,,,,,,,,
2016-07-11,,,,,,,,,,,,,,,,,,,
2016-07-12,,,,,,,,,,,,,,,,,,,
2016-07-13,,,,,,,,,,,,,,,,,,,
2016-07-14,,,,,,,,,,,,,,,,,,,
2016-07-15,7.197210927555603,6.650366299503771,4.205577031201703,3.6523706836957097,1.9836263008873751,2.1156770793320967,6.187006349006685,4.109159910732136,6.406538638905154,11.329192228003205,5.5684768018921975,5.315010480780102,1.6571515004416388,2.0170516582130795,2.0713461971413447,0.1354507172344989,8.265279753307615,1.1205739249304636,2.8222988712623667
2016-07-16,,,,,,,,,,,,,,,,,,,
2016-07-17,,,,,,,,,,,,,,,,,,,
2016-07-18,,,,,,,,,,,,,,,,,,,
2016-07-19,,,,,,,,,,,,,,,,,,,
2016-07-20,,,,,,,,,,,,,,,,,,,
2016-07-21,,,,,,,,,,,,,,,,,,,
2016-07-22,7.197588935569055,6.65052141149377,4.204766705525483,3.6993296993393785,1.984887209298092,2.1032562208161525,6.155972115266714,4.1091159980757945,6.128665840636144,11.329192228003205,5.5632085911694205,5.311879440256843,1.66228552293302,2.022917786840185,2.055296416071315,0.2024883121232463,8.211553144415277,1.1027766174985982,2.8136543654612702
2016-07-23,,,,,,,,,,,,,,,,,,,
2016-07-24,,,,,,,,,,,,,,,,,,,
2016-07-25,,,,,,,,,,,,,,,,,,,
2016-07-26,,,,,,,,,,,,,,,,,,,
2016-07-27,,,,,,,,,,,,,,,,,,,
2016-07-28,,,,,,,,,,,,,,,,,,,
2016-07-29,7.19793116759316,6.651372327089491,4.204090604354924,3.6347506873952353,1.9888709715037,2.101575241011131,6.136418454166287,4.109190309201101,6.093800765501802,11.329382625098534,5.561708426049351,5.32062840291602,1.645323988065739,2.0300454896142046,2.056581412457357,0.195899666918566,8.204361817075924,1.0799044842061745,2.81652631580174
2016-07-30,,,,,,,,,,,,,,,,,,,
2016-07-31,,,,,,,,,,,,,,,,,,,
2016-08-01,,,,,,,,,,,,,,,,,,,
2016-08-02,,,,,,,,,,,,,,,,,,,
2016-08-03,,,,,,,,,,,,,,,,,,,
2016-08-04,,,,,,,,,,,,,,,,,,,
2016-08-05,7.198249744906205,6.6497726327460445,4.204989261814892,3.676889487767811,1.980139772196245,2.110522358215323,6.193146078615215,4.106975794655567,6.060924119987283,11.329382625098534,5.57233279603108,5.347735260651876,1.6190933146969158,2.0360416300813684,2.0651323999843902,0.1637575075058385,8.178938453538922,1.0744507147674758,2.7594109685207595
2016-08-06,,,,,,,,,,,,,,,,,,,
2016-08-07,,,,,,,,,,,,,,,,,,,
2016-08-08,,,,,,,,,,,,,,,,,,,
2016-08-09,,,,,,,,,,,,,,,,,,,
2016-08-10,,,,,,,,,,,,,,,,,,,
2016-08-11,,,,,,,,,,,,,,,,,,,
2016-08-12,7.19861688536723,6.649995826875069,4.206169998280113,4.149315905096358,1.983129935757564,2.1056804733367267,6.22945453837013,4.110097904850166,6.075506092496995,11.305121714987951,5.585525022893312,5.350731345055744,1.6211762738482314,2.0418444887311127,2.054863159134292,0.1992064838741475,8.269015616559809,1.0565237371698093,2.768741668501528
2016-08-13,,,,,,,,,,,,,,,,,,,
2016-08-14,,,,,,,,,,,,,,,,,,,
2016-08-15,,,,,,,,,,,,,,,,,,,
2016-08-16,,,,,,,,,,,,,,,,,,,
2016-08-17,,,,,,,,,,,,,,,,,,,
2016-08-18,,,,,,,,,,,,,,,,,,,
2016-08-19,7.198972729050067,6.650203454872228,4.20563628293846,3.67907730830996,1.9810026954798936,2.105169433200908,6.17475410216873,4.11257148986498,6.054273860873017,11.305121714987951,5.5879287790494185,5.355480528682599,1.6482624221325994,2.043403686099953,2.0613599873027377,0.1804126287375763,8.182420205875545,1.062581991400033,2.7593353877819977
2016-08-20,,,,,,,,,,,,,,,,,,,
2016-08-21,,,,,,,,,,,,,,,,,,,
2016-08-22,,,,,,,,,,,,,,,,,,,
2016-08-23,,,,,,,,,,,,,,,,,,,
2016-08-24,,,,,,,,,,,,,,,,,,,
2016-08-25,,,,,,,,,,,,,,,,,,,
