Date,BTC_Supply,BTC_USD,BalanceSheet_FED,BalanceSheet_global,Bitcoin_Wikipedia_Search,Dollar_Index,GLD,HashRate,M2_Liquidity,Miners_Revenue_USD,Mining_Difficulty,Nr_Addresses,Nr_Transactions,OIL_USD,QQQ,TLT,Ten_YR_USA,USD_OnChain_Volume,VIX
2014-06-06,12864250.0,650.41,4330917.0,14596.7216,8193.857142857143,80.41000366210938,120.61000061035156,86494.3621241971,11335.3,3079116.2121699485,11756551916.904,149725.14285714287,62266.28571428572,102.66000366210938,85.40601348876953,86.78388977050781,2.5969998836517334,70611773.8657302,10.729999542236328
2014-06-13,12891625.0,610.35,4340904.0,14627.9985,9596.714285714286,80.58000183105469,122.95999908447266,98182.7894382778,11353.6,2969401.283333567,11756551916.904,142254.7142857143,59288.42857142857,106.91000366210938,84.9459457397461,87.21941375732422,2.6040000915527344,134347317.7181786,12.18000030517578
2014-06-20,12922900.0,590.75,4368168.0,14657.0705,10708.285714285714,80.37000274658203,126.5,123807.270169656,11370.0,3280376.6497179344,13462580114.5253,144035.85714285713,61367.71428571428,107.26000213623048,85.5893783569336,86.94719696044922,2.624000072479248,51533392.574812055,10.850000381469728
2014-06-27,12955025.0,602.23,4368348.0,14731.1612,6468.0,80.04000091552734,126.66000366210938,125145.727144463,11279.8,3261577.702446944,13462580114.5253,144350.57142857142,59310.142857142855,105.73999786376952,86.49349975585938,88.06708526611328,2.532000064849853,66092722.894287385,11.260000228881836
2014-07-04,12981175.0,623.96,4377031.0,14745.7548,7612.142857142857,80.20999908447266,127.16000366210938,133768.039922549,11332.9,2738321.693726319,16818461371.1611,142307.42857142858,61747.28571428572,104.05999755859376,88.29258728027344,86.29817199707031,2.6480000019073486,61385737.6582102,10.31999969482422
2014-07-11,13007800.0,632.9,4383401.0,14740.2292,6458.0,80.19000244140625,128.77999877929688,125407.537427389,11415.5,2801558.592642527,16818461371.1611,152542.85714285713,61299.42857142857,100.83000183105467,87.89586639404297,88.55931091308594,2.5199999809265137,47940258.42756672,12.079999923706056
2014-07-18,13035275.0,627.47,4398201.0,14758.2923,6582.857142857143,80.5199966430664,126.12999725341795,137025.08563043,11412.4,2992262.58081833,17336316978.5078,147124.7142857143,62402.0,103.12999725341795,88.68008422851562,89.29220581054688,2.483999967575073,50963512.25014347,12.0600004196167
2014-07-25,13062300.0,600.5,4410746.0,14806.9491,6706.428571428572,81.02999877929688,125.79000091552734,135301.499647657,11382.9,2792949.276963099,17336316978.5078,147411.42857142858,62465.57142857143,102.08999633789062,89.25208282470703,90.18888854980467,2.469000101089477,56047536.53941597,12.6899995803833
2014-08-01,13089025.0,598.78,4406637.0,14817.424,6830.142857142857,81.30000305175781,124.37999725341795,142503.2149498,11353.4,2859793.7441564924,18736441558.3102,146873.57142857142,62643.42857142857,97.87999725341795,87.3423080444336,89.55912780761719,2.505000114440918,56572185.06644462,17.030000686645508
2014-08-08,13115550.0,595.85,4410111.0,14810.9372,6270.571428571428,81.38999938964844,126.19000244140624,157903.329123918,11450.8,2675347.3600234273,19729645940.5771,150062.0,66836.71428571429,97.6500015258789,87.55449676513672,90.3096160888672,2.414999961853028,59935774.49855454,15.770000457763672
2014-08-15,13145700.0,496.45,4431923.0,14781.854,7210.142857142857,81.41999816894531,125.4800033569336,159864.861162724,11420.8,2988133.740265587,19729645940.5771,163474.85714285713,71302.42857142857,97.3499984741211,89.86099243164062,92.02169799804688,2.345000028610229,67002181.86262129,13.149999618530272
2014-08-22,13175775.0,516.1,4412924.0,14806.1745,7108.428571428572,82.33999633789062,123.19000244140624,190837.321274213,11431.7,2668583.60431929,23844670038.8033,163645.85714285713,69957.0,93.6500015258789,91.38329315185548,91.6933822631836,2.4030001163482666,65855413.2531498,11.470000267028809
2014-08-29,13204025.0,512.56,4413736.0,14806.9415,5951.571428571428,82.75,123.86000061035156,196763.946158505,11373.5,2519827.1724033854,23844670038.8033,156607.85714285713,66952.14285714286,95.95999908447266,92.0567855834961,93.06925201416016,2.3429999351501465,71384453.43109325,12.09000015258789
2014-09-05,13232150.0,483.65,4415587.0,14911.0754,9011.285714285714,83.76000213623047,122.05999755859376,203159.211020702,11432.4,2397194.2907896056,27428630902.2579,155920.57142857142,67425.28571428571,93.29000091552734,92.15825653076172,90.6801986694336,2.4609999656677246,49049685.76919694,12.09000015258789
