Date,L1_BTC_Supply,L1_BalanceSheet_FED,L1_BalanceSheet_global,L1_Bitcoin_Wikipedia_Search,L1_Dollar_Index,L1_GLD,L1_HashRate,L1_M2_Liquidity,L1_Miners_Revenue_USD,L1_Mining_Difficulty,L1_Nr_Addresses,L1_Nr_Transactions,L1_OIL_USD,L1_QQQ,L1_TLT,L1_Ten_YR_USA,L1_USD_OnChain_Volume,L1_VIX,BTC_USD
2024-06-16,,,,,,,,,,,,,,,,,,,
2024-06-17,,,,,,,,,,,,,,,,,,,
2024-06-18,,,,,,,,,,,,,,,,,,,
2024-06-19,,,,,,,,,,,,,,,,,,,
2024-06-20,,,,,,,,,,,,,,,,,,,
2024-06-21,7.294391747641331,6.86087524086166,4.3676259533156605,3.3795127069640785,2.023458250200393,2.33304403597937,8.726467954949326,4.321786853094069,7.552708871911077,13.922811866532951,5.694770111785631,5.768712080377664,1.8945929310286076,2.649014990035575,1.973387877951902,0.6245914406447698,9.766968792671893,1.102433700446891,4.806989043379031
2024-06-22,,,,,,,,,,,,,,,,,,,
2024-06-23,,,,,,,,,,,,,,,,,,,
2024-06-24,,,,,,,,,,,,,,,,,,,
2024-06-25,,,,,,,,,,,,,,,,,,,
2024-06-26,,,,,,,,,,,,,,,,,,,
2024-06-27,,,,,,,,,,,,,,,,,,,
2024-06-28,7.294391747641331,6.860490252513023,4.3676259533156605,3.6599569259953824,2.024485680226214,2.331993835573942,8.765171236852341,4.322161384942261,7.501871469913887,13.922597082405598,5.659388725930564,5.726990546061363,1.9070349705423504,2.649014990035575,1.9701185390015163,0.6291036470637665,9.703156696204148,1.1205739249304636,4.780492291079768
