Date,L1_BTC_Supply,L1_BalanceSheet_FED,L1_BalanceSheet_global,L1_Bitcoin_Wikipedia_Search,L1_Dollar_Index,L1_GLD,L1_HashRate,L1_M2_Liquidity,L1_Miners_Revenue_USD,L1_Mining_Difficulty,L1_Nr_Addresses,L1_Nr_Transactions,L1_OIL_USD,L1_QQQ,L1_TLT,L1_Ten_YR_USA,L1_USD_OnChain_Volume,L1_VIX,BTC_USD
2010-12-17,6.72050660009132,6.392368206847132,4.074502699466273,2.6364878963533656,1.9034698268519166,2.131650749834862,-0.748699248994436,3.948706308904852,3.5676957689018347,4.3426670278331025,3.1429255219144028,3.1083717032391442,1.9434450535541166,1.6820259428189983,1.8123226594555835,0.5179872035277183,4.442951129919702,1.2457593710196513,-0.35066514128785814
2010-12-24,6.72050660009132,6.392368206847132,4.073983189212439,2.6781280019514444,1.9050939831695461,2.1277525059569555,-0.748699248994436,3.948706308904852,3.5676957689018347,4.3426670278331025,3.1429255219144028,3.1083717032391442,1.9445813476636706,1.6831252330314665,1.8127420963589875,0.5224442235561577,4.442951129919702,1.207095556873117,-0.35066514128785814
2010-12-31,6.72050660009132,6.392368206847132,4.073983189212439,2.6364878963533656,1.9057958803678685,2.129238621942664,-0.748699248994436,3.948706308904852,3.5676957689018347,4.3426670278331025,3.1429255219144028,3.1083717032391442,1.9614685654890565,1.6848740243810207,1.8112957004340406,0.5305838452411363,4.442951129919702,1.2166935810637214,-0.35066514128785814
2011-01-07,6.72050660009132,6.392368206847132,4.073983189212439,2.6364878963533656,1.8977919752310806,2.1421390839538237,-0.748699248994436,3.948706308904852,3.5676957689018347,4.3426670278331025,3.1429255219144028,3.1083717032391442,1.9608511406662232,1.682646777507797,1.8183066767581482,0.5191714725939084,4.442951129919702,1.249198357391113,-0.35066514128785814
2011-01-14,6.72050660009132,6.392368206847132,4.073983189212439,2.6364878963533656,1.9085386436242875,2.1257414450818293,-0.748699248994436,3.94882847675339,3.5676957689018347,4.3426670278331025,3.1429255219144028,3.1083717032391442,1.9446306958339605,1.693748022734602,1.8100614695874166,0.5221833265792137,4.442951129919702,1.2340108021220497,-0.35066514128785814
2011-01-21,6.72050660009132,6.392368206847132,4.074564345088298,2.6364878963533656,1.8985058056257413,2.1228382020799907,-0.748699248994436,3.948769840474958,3.5676957689018347,4.3426670278331025,3.1429255219144028,3.110252917353403,1.9616109124348298,1.7024441908737176,1.8080348785048648,0.5228353064531557,4.442951129919702,1.1892094906539115,-0.35066514128785814
2011-01-28,6.72050660009132,6.392368206847132,4.073983189212439,2.6364878963533656,1.8932622808041342,2.1173707369749266,-0.748699248994436,3.949882578246132,3.5676957689018347,4.3426670278331025,3.1429255219144028,3.1083717032391442,1.9499264466425763,1.6922686310858313,1.8080348785048648,0.5335178479524599,4.442951129919702,1.2664668792947968,-0.35066514128785814
2011-02-04,6.72050660009132,6.392368206847132,4.073983189212439,2.6364878963533656,1.8928178090423877,2.1148777458235646,-0.748699248994436,3.948706308904852,3.5676957689018347,4.3426670278331025,3.1429255219144028,3.1083717032391442,1.9510459303337835,1.6926583503653734,1.8080348785048648,0.5223137946590098,4.737757700318982,1.30189773703595,-0.09097914578884395
2011-02-11,6.725286680452818,6.392594785334592,4.073983189212439,2.6364878963533656,1.892317265817412,2.119453862835916,-0.6821332524455634,3.948706308904852,3.7547222147399286,4.3426670278331025,3.194078044361784,3.1083717032391442,1.9495363674214685,1.7053299067568657,1.8080348785048648,0.5625307629649104,4.442951129919702,1.2022157841210408,0.029383777685209667
2011-02-18,6.73053195951003,6.398023558893082,4.07491894836524,2.994631335192131,1.8946482987258588,2.1216255162476774,-0.6075825803498004,3.948706308904852,3.943442626901683,4.414937933633968,3.2609227791260125,3.1137046633852457,1.9323722914400026,1.713279517085386,1.8080348785048648,0.5618166534136235,4.6926322895452115,1.1956229319720724,-0.04628861957244462
2011-02-25,6.736508049835306,6.399477812219487,4.073983189212439,2.930585209011787,1.8901974066894758,2.131650749834862,-0.40728481265935956,3.948706308904852,4.0617059116023215,4.561815317421204,3.454104077589165,3.312056399892025,1.9355072504492883,1.715429395208008,1.8080348785048648,0.5549734567176208,4.505896649304713,1.2156375715017784,-0.04038628892895605
2011-03-04,6.742202564181952,6.403673079602525,4.076774005997285,2.895106695493193,1.8880671065473873,2.1379235274762753,-0.39538558935965157,3.948706308904852,3.994670667052287,4.561815317421204,3.4671639659690903,3.304736656701528,1.990693948493141,1.7073686289002408,1.8112583990571147,0.5346605697820868,4.454587911606786,1.2837533678171071,-0.04517881694820678
2011-03-11,6.74757492902158,6.4057080930912935,4.076669296174301,2.9275903146678846,1.8830933672495223,2.144106992071376,-0.2597078954126395,3.9497899589144625,3.980953271311958,4.74499290940915,3.527951958343942,3.3553420364221744,2.0187836812591353,1.7097726084628633,1.8080348785048648,0.5430742478430832,4.945040989873913,1.2801228841334578,-0.05551732784983137
2011-03-18,6.752781901102365,6.411127226425926,4.080308895788361,2.869147871003637,1.885248100876663,2.140570892468463,-0.2913072087445572,3.954063929441694,3.9491275941969692,4.881912903991931,3.457665668458725,3.2955356851205613,2.005008836394331,1.698540938583188,1.8092075291258616,0.5305838452411363,4.804243367468017,1.3027637068228801,-0.08804381092731303
2011-03-25,6.756137638603671,6.412132140346094,4.07830750094045,2.697602929433854,1.879210612293141,2.141041925613628,-0.28176189083832676,3.9546958691848593,3.7571783054314323,4.881912903991931,3.412244486490919,3.4577737960534334,2.0046222643894525,1.6831795610495426,1.8181745479243852,0.5154764348101678,4.873868989138582,1.3881012110606261,-0.05364600277372544
