Date,BalanceSheet_FED,BalanceSheet_global,Bitcoin_Wikipedia_Search,BTC_USD,USD_OnChain_Volume,GDP_usa,HashRate,M2_Liquidity,Dollar_Index,QQQ,GLD,TLT,Ten_YR_USA,VIX,OIL_USD,Miners_Revenue_USD,Mining_Difficulty,Nr_Transactions,Nr_Addresses,BTC_Supply
2010-12-17,,,418.0,0.24,3451.603935955,,0.105365686605135,,80.37000274658203,48.20867919921875,134.1999969482422,64.97437286376953,3.3299999237060547,16.110000610351562,88.0199966430664,2100.058608235,12251.9997603745,462.0,604.0,4905800.0
2010-12-18,,,383.0,0.241,6476.2425,,0.0962299334312791,,,,,,,,,2037.51663391,12251.9997603745,499.0,688.0,4913850.0
2010-12-19,,,538.0,0.2401,37620.8825,,0.112065238932629,,,,,,,,,2700.0314112975,12251.9997603745,551.0,741.0,4923050.0
2010-12-20,,,604.0,0.267,7003.3680713048,,0.0968389836428695,8857.2,80.62999725341797,48.24403762817383,135.11000061035156,64.90470123291016,3.3489999771118164,16.40999984741211,88.80999755859375,2145.0174182242,12251.9997603745,932.0,1120.0,4931000.0
2010-12-21,,,493.0,0.24,15295.6728,,0.119982891683304,,80.72000122070312,48.53583526611328,135.32000732421875,65.35765838623047,3.325999975204468,16.489999771118164,89.81999969482422,3456.0297,12251.9997603745,630.0,846.0,4940800.0
2010-12-22,2427921.0,11815.1288,405.0,0.25,6122.8469817396,,0.113761835381064,,80.7300033569336,48.527000427246094,135.0500030517578,64.8907470703125,3.345999956130981,15.449999809265137,90.4800033569336,2281.5479062404,14484.1623612254,659.0,888.0,4948650.0
2010-12-23,,,322.0,0.25,2191.2072,,0.102961661136026,,80.5,48.40319442749024,134.66000366210938,64.75833892822266,3.3929998874664307,16.469999313354492,91.51000213623048,1911.0156,14484.1623612254,519.0,822.0,4955900.0
2010-12-24,,,286.0,0.248,2646.905,,0.108001742450377,,,,,,,,,1850.01957332,14484.1623612254,531.0,711.0,4963300.0
2010-12-25,,,228.0,0.2499,3678.52,,0.116641881846407,,,,,,,,,2100.01685763,14484.1623612254,634.0,914.0,4971700.0
2010-12-26,,,220.0,0.265,2132.7725,,0.10584170760137,,,,,,,,,1837.5264112975,14484.1623612254,584.0,843.0,4978950.0
2010-12-27,,,281.0,0.265,14170.6773,,0.115921870230071,8874.8,80.37000274658203,48.42973327636719,135.02000427246094,65.33673858642578,3.3510000705718994,17.670000076293945,91.0,2295.0206941959,14484.1623612254,526.0,701.0,4987250.0
2010-12-28,,,230.0,0.281,4167.2148711966,,0.121681963160758,,80.36000061035156,48.34130096435547,137.22000122070312,64.05716705322266,3.4809999465942383,17.520000457763672,91.48999786376952,2362.5279160209,14484.1623612254,661.0,877.0,4995700.0
2010-12-29,2420570.0,11806.2939,216.0,0.3,12312.4836,,0.123841998009766,,79.80000305175781,48.44741439819336,137.7100067138672,65.14096069335938,3.3410000801086426,17.280000686645508,91.12000274658205,2508.5393662443,14484.1623612254,513.0,696.0,5003950.0
