Date,BalanceSheet_FED,BalanceSheet_global,Bitcoin_Wikipedia_Search,BTC_USD,USD_OnChain_Volume,GDP_usa,HashRate,M2_Liquidity,Dollar_Index,QQQ,GLD,TLT,Ten_YR_USA,VIX,OIL_USD,Miners_Revenue_USD,Mining_Difficulty,Nr_Transactions,Nr_Addresses,BTC_Supply
2013-08-10,,,5425.0,103.0,14149289.9474074,,369.902092881525,,,,,,,,,558224.525656576,37392766.1364746,51695.0,51094.0,11535450.0
2013-08-11,,,5930.0,105.0,13620398.1380625,,397.784160184153,,,,,,,,,580275.40487264,37392766.1364746,38422.0,43353.0,11540850.0
2013-08-12,,,11031.0,106.81,28236353.056232,,425.66622748678,10749.4,81.33000183105469,69.66294860839844,129.1300048828125,80.66442108154297,2.6050000190734863,12.8100004196167,106.11000061035156,580187.55584265,37392766.1364746,50228.0,88571.0,11546250.0
2013-08-13,,,11923.0,109.6,37139674.5118755,,484.952765580043,,81.7300033569336,70.05364227294922,127.73999786376952,79.49834442138672,2.7149999141693115,12.3100004196167,106.83000183105467,801333.341732442,50810339.0482765,53080.0,61005.0,11550825.0
2013-08-14,3646323.0,13640.8851,15314.0,112.56,26932215.90962,,388.972530725659,,81.69999694824219,69.7901382446289,129.0,79.61949157714844,2.711999893188477,13.039999961853027,106.8499984741211,524465.311958915,50810339.0482765,51660.0,64243.0,11555025.0
2013-08-15,,,13905.0,109.99,32967747.5270537,,421.807874228475,,81.12999725341797,68.60894775390625,131.69000244140625,78.54430389404297,2.755000114440918,14.729999542236328,107.33000183105467,607911.605754553,50810339.0482765,58129.0,64588.0,11559275.0
2013-08-16,,,11234.0,108.99,15509101.4340578,,434.436852498788,,81.26000213623047,68.5816879272461,132.5800018310547,78.27173614501953,2.8289999961853027,14.369999885559082,107.45999908447266,426384.089353921,50810339.0482765,71119.0,69111.0,11563475.0
2013-08-17,,,7634.0,112.75,11567741.5484903,,472.323787309729,,,,,,,,,503961.62536503,50810339.0482765,56546.0,51598.0,11568225.0
2013-08-18,,,7180.0,113.38,10721386.2019669,,497.581743850356,,,,,,,,,493169.176140536,50810339.0482765,56397.0,47444.0,11573075.0
2013-08-19,,,11422.0,118.5,25510730.1240084,,449.591626423165,10727.8,81.2300033569336,68.46359252929688,132.00999450683594,77.59017944335938,2.884000062942505,15.100000381469728,107.0999984741211,509186.92541049,50810339.0482765,71314.0,69236.0,11577500.0
2013-08-20,,,12240.0,121.2,28188708.5650711,,457.169013385353,,80.91000366210938,68.76342010498047,132.4499969482422,78.18840789794922,2.813999891281128,14.90999984741211,104.97000122070312,554099.226972841,50810339.0482765,63228.0,67419.0,11582250.0
2013-08-21,3645668.0,13631.4671,11962.0,123.3,26631938.8296786,,520.313904736921,,81.31999969482422,68.52716827392578,132.07000732421875,77.33280181884766,2.8550000190734863,15.9399995803833,103.8499984741211,727797.412372893,50810339.0482765,60531.0,69302.0,11587150.0
2013-08-22,,,10582.0,122.0,20242259.4913602,,525.365496045046,,81.48999786376953,69.19955444335938,132.80999755859375,78.12023162841797,2.901000022888184,14.760000228881836,105.02999877929688,622739.523060084,50810339.0482765,66812.0,72393.0,11592550.0
2013-08-23,,,8225.0,118.51,19489988.3274431,,543.046065623485,,81.33999633789062,69.66294860839844,134.89999389648438,78.96829986572266,2.818000078201294,13.979999542236328,106.41999816894533,541294.53490562,50810339.0482765,55195.0,63359.0,11597450.0
2013-08-24,,,6452.0,119.6,15468037.8705154,,607.932298580619,,,,,,,,,668645.999063105,65750060.1490848,51817.0,52996.0,11602025.0
2013-08-25,,,5670.0,122.11,11580051.4715076,,467.388810199078,,,,,,,,,420407.336997462,65750060.1490848,44447.0,48353.0,11605800.0
2013-08-26,,,7791.0,120.11,20764666.3627704,,532.757874562586,10697.4,81.37000274658203,69.69927978515625,135.4499969482422,79.36204528808594,2.805000066757202,14.989999771118164,105.91999816894533,503214.244970169,65750060.1490848,56093.0,62217.0,11609950.0
2013-08-27,,,9471.0,131.29,24504798.595927,,562.173953526164,,81.16999816894531,68.27275848388672,136.75,80.36157989501953,2.720999956130981,16.770000457763672,109.01000213623048,476767.178804472,65750060.1490848,62187.0,72059.0,11614175.0
2013-08-28,3644456.0,13698.879,10173.0,128.76,25946328.0460141,,545.831687435287,,81.41999816894531,68.53627014160156,136.7100067138672,79.71036529541016,2.782000064849853,16.489999771118164,110.0999984741211,560486.796206609,65750060.1490848,64747.0,73597.0,11618625.0
2013-08-29,,,8492.0,129.3,27764452.1077764,,647.153737198724,,81.94999694824219,69.01781463623047,135.8699951171875,80.34640502929688,2.750999927520752,16.809999465942383,108.8000030517578,572217.977746465,65750060.1490848,58992.0,65094.0,11623350.0
2013-08-30,,,7199.0,138.03,23506130.6962164,,634.079924326022,,82.08999633789062,68.57259368896484,134.6199951171875,80.2555923461914,2.749000072479248,17.010000228881836,107.6500015258789,659988.33404892,65750060.1490848,62603.0,75212.0,11628475.0
2013-08-31,,,5462.0,141.0,19664985.8295284,,702.717441907705,,,,,,,,,718637.112745368,65750060.1490848,47505.0,77866.0,11634050.0
2013-09-01,,,5434.0,146.01,19979295.030136,,725.596614434932,,,,,,,,,739015.405311809,65750060.1490848,46598.0,47233.0,11639575.0
2013-09-02,,,6165.0,144.0,23438479.9846818,,768.086506271213,10775.1,,,,,,,,761019.346369226,65750060.1490848,51266.0,52321.0,11644950.0
2013-09-03,,,7016.0,144.0,29670308.8240407,,604.663845362444,,82.36000061035156,68.96331024169922,136.4199981689453,79.12361145019531,2.8480000495910645,16.610000610351562,108.54000091552734,641540.141067175,65750060.1490848,52163.0,57454.0,11649800.0
2013-09-04,3654182.0,13680.1855,6666.0,132.51,24239284.9222148,,751.934693043482,,82.16999816894531,69.69927978515625,134.66000366210938,78.94895935058594,2.8970000743865967,15.880000114440918,107.2300033569336,542703.947019631,86933017.7711944,52979.0,62447.0,11653875.0
2013-09-05,,,7244.0,130.2,22083379.9187372,,704.398591759124,,82.62999725341797,69.81739807128906,132.1999969482422,77.84813690185547,2.9790000915527344,15.770000457763672,108.37000274658205,563466.227787724,86933017.7711944,60730.0,59898.0,11658350.0
2013-09-06,,,7040.0,121.9,21535610.7106147,,821.078113093457,,82.1500015258789,69.89918518066406,134.14999389648438,78.23533630371094,2.937999963760376,15.850000381469728,110.52999877929688,694512.676127538,86933017.7711944,60850.0,58464.0,11662975.0
2013-09-07,,,4973.0,128.99,13258661.1955041,,704.398591759124,,,,,,,,,458761.069691666,86933017.7711944,51967.0,50956.0,11666600.0
2013-09-08,,,8086.0,126.32,10702865.7812149,,643.898099215395,,,,,,,,,485841.571484974,86933017.7711944,46452.0,44651.0,11670525.0
2013-09-09,,,11646.0,133.1,20087127.6668744,,834.042504352828,10815.8,81.79000091552734,70.71693420410156,133.91000366210938,78.27323913574219,2.8970000743865967,15.630000114440918,109.5199966430664,633037.841848355,86933017.7711944,57676.0,56478.0,11675600.0
2013-09-10,,,7980.0,132.62,17038518.0838766,,803.792258080963,,81.81999969482422,71.06217956542969,131.74000549316406,77.7266616821289,2.9590001106262207,14.529999732971191,107.38999938964844,602728.615773119,86933017.7711944,53283.0,55495.0,11680375.0
2013-09-11,3662035.0,13704.0593,7106.0,142.1,17820363.9231004,,868.614214377815,,81.5199966430664,70.92591094970703,131.6999969482422,78.41757202148438,2.9200000762939453,13.81999969482422,107.55999755859376,643434.170990803,86933017.7711944,49210.0,61906.0,11685375.0
2013-09-12,,,6527.0,139.35,20483287.4121554,,898.864460649679,,81.48999786376953,70.8804702758789,127.66999816894533,78.3112564086914,2.907000064849853,14.289999961853027,108.5999984741211,690384.23796279,86933017.7711944,52300.0,63265.0,11690700.0
2013-09-13,,,5656.0,140.66,17861321.1127965,,907.507388155926,,81.44999694824219,70.92591094970703,127.81999969482422,78.61489868164062,2.8980000019073486,14.15999984741211,108.20999908447266,663452.154188786,86933017.7711944,44834.0,57481.0,11695800.0
2013-09-14,,,4370.0,136.71,18314128.832014,,933.436170674667,,,,,,,,,899652.526859019,86933017.7711944,43560.0,45429.0,11701250.0
2013-09-15,,,4982.0,138.3,12519071.7321368,,1024.57958056223,,,,,,,,,595876.360133307,112628548.666347,53672.0,44238.0,11705775.0
2013-09-16,,,7304.0,139.42,20658700.0661841,,946.196443251458,10821.5,81.25,70.73506927490234,126.4499969482422,78.0910873413086,2.874000072479248,14.380000114440918,106.58999633789062,512918.082863637,112628548.666347,51885.0,57572.0,11709625.0
2013-09-17,,,7671.0,139.15,18133674.4940227,,990.986807429042,,81.16999816894531,71.20755004882812,126.5,78.73643493652344,2.8529999256134038,14.529999732971191,105.41999816894533,615657.561980414,112628548.666347,67931.0,60864.0,11714100.0
2013-09-18,3722192.0,13797.934,6015.0,140.41,26632784.6089252,,845.418123851895,,80.23999786376953,72.0616683959961,132.00999450683594,79.70820617675781,2.7079999446868896,13.59000015258789,108.06999969482422,718285.404194936,112628548.666347,60551.0,64710.0,11718225.0
2013-09-19,,,5703.0,135.05,30928857.3373019,,1091.76512682861,,80.36000061035156,72.23430633544922,131.75,79.23746490478516,2.747999906539917,13.15999984741211,106.38999938964844,628327.181982153,112628548.666347,59815.0,67276.0,11722975.0
2013-09-20,,,8707.0,133.81,23500268.5294059,,1080.56753578421,,80.44000244140625,71.98641967773438,127.95999908447266,79.6550521850586,2.7320001125335693,13.119999885559082,104.68000030517578,743042.813049032,112628548.666347,58994.0,66115.0,11727975.0
2013-09-21,,,5247.0,134.38,14110021.1553286,,1046.97476265102,,,,,,,,,603180.006672738,112628548.666347,52498.0,55887.0,11732700.0
2013-09-22,,,5703.0,134.0,16575376.1797296,,1153.35187757278,,,,,,,,,648146.606960649,112628548.666347,50903.0,51054.0,11737775.0
2013-09-23,,,6475.0,133.4,24401455.3131644,,1237.33381040575,10757.9,80.44999694824219,71.84062194824219,127.5500030517578,80.23957824707031,2.71399998664856,14.3100004196167,103.58999633789062,674971.358032128,112628548.666347,65328.0,67019.0,11743025.0
2013-09-24,,,6004.0,134.78,36214037.7576121,,1125.35789996179,,80.55999755859375,71.84062194824219,127.66000366210938,81.10507202148438,2.6530001163482666,14.079999923706056,103.12999725341795,912909.718632538,112628548.666347,62592.0,65926.0,11748325.0
2013-09-25,3734018.0,13805.6341,6442.0,135.01,26276165.7878833,,1583.13830535265,,80.33000183105469,71.59456634521484,128.7899932861328,81.27214050292969,2.614000082015991,14.010000228881836,102.66000366210938,721812.583931176,148819199.805093,54548.0,64982.0,11753475.0
2013-09-26,,,6893.0,137.1,21573920.1753535,,1265.03107577245,,80.5199966430664,72.15045928955078,127.79000091552734,80.7027359008789,2.6429998874664307,14.0600004196167,103.02999877929688,577564.37165104,148819199.805093,57545.0,65886.0,11757525.0
2013-09-27,,,4782.0,138.93,22410727.7485481,,1302.02028851433,,80.2699966430664,72.0593032836914,128.97000122070312,80.90010070800781,2.61899995803833,15.460000038146973,102.87000274658205,627503.338496155,148819199.805093,46920.0,64406.0,11761975.0
2013-09-28,,,2919.0,142.5,16802181.5372924,,1265.03107577245,,,,,,,,,659264.976591389,148819199.805093,42580.0,56523.0,11766400.0
2013-09-29,,,4302.0,143.88,19689250.4997186,,1242.83754812732,,,,,,,,,553727.740837207,148819199.805093,41181.0,56535.0,11770650.0
2013-09-30,,,5921.0,141.9,24525108.1648172,,1213.24617793381,10827.1,80.22000122070312,71.88614654541016,128.17999267578125,80.77864074707031,2.615000009536743,16.600000381469727,102.33000183105467,540039.918354236,148819199.805093,47156.0,67081.0,11774725.0
2013-10-01,,,5534.0,140.3,39488055.1697284,17192.019,1449.97713948187,,80.0999984741211,72.6152114868164,124.58999633789062,80.53352355957031,2.6459999084472656,15.539999961853027,102.04000091552734,848867.043024613,148819199.805093,57171.0,73655.0,11779400.0
2013-10-02,3747387.0,13911.8391,16789.0,123.0,102121055.20063,,1279.8267608692,,79.87999725341797,72.5879135131836,127.05999755859376,80.65533447265625,2.625999927520752,16.600000381469727,104.0999984741211,1216619.88756478,148819199.805093,61964.0,77728.0,11784175.0
2013-10-03,,,44047.0,130.99,26481139.3258903,,1538.75125006239,,79.7699966430664,71.7403793334961,127.18000030517578,80.52593231201172,2.6059999465942383,17.670000076293945,103.30999755859376,551724.984940021,148819199.805093,59551.0,66403.0,11789150.0
2013-10-04,,,22088.0,136.82,21042820.0912296,,1316.81597361108,,80.12000274658203,72.36006927490234,126.52999877929688,80.46501159667969,2.6519999504089355,16.739999771118164,103.83999633789062,773669.395755304,148819199.805093,51940.0,63208.0,11793650.0
2013-10-05,,,12750.0,136.7,12921875.1379943,,1560.94477770752,,,,,,,,,707536.002615697,148819199.805093,45479.0,51842.0,11799125.0
2013-10-06,,,8878.0,137.8,12167031.176881,,1900.66283139384,,,,,,,,,569220.746421672,189281249.281033,42857.0,49517.0,11803750.0
2013-10-07,,,12707.0,135.8,25523267.7756868,,1439.61095645177,10902.6,79.94000244140625,71.75856018066406,127.63999938964844,80.79231262207031,2.634000062942505,19.40999984741211,103.02999877929688,506345.04039156,189281249.281033,44547.0,62040.0,11807650.0
2013-10-08,,,8418.0,136.49,25618697.2539798,,1467.83862226455,,80.05999755859375,70.37334442138672,127.4000015258789,80.81515502929688,2.635999917984009,20.34000015258789,103.48999786376952,950386.198122309,189281249.281033,45461.0,64024.0,11811700.0
2013-10-09,3758663.0,13823.3505,9485.0,139.5,24302906.4543904,,1721.88761457957,,80.37000274658203,70.15461730957031,126.11000061035156,80.168212890625,2.650000095367432,19.600000381469727,101.61000061035156,568550.879351471,189281249.281033,50343.0,67064.0,11816150.0
2013-10-10,,,6984.0,140.41,20037603.3193548,,1834.79827783069,,80.41999816894531,71.64012145996094,124.2699966430664,80.29759216308594,2.684999942779541,16.479999542236328,103.01000213623048,639812.567154158,189281249.281033,56853.0,67237.0,11820950.0
2013-10-11,,,4937.0,140.1,23299405.7916284,,1665.43228295401,,80.36000061035156,72.20514678955078,122.5999984741211,80.27474212646484,2.681999921798706,15.720000267028809,102.0199966430664,640204.891697548,189281249.281033,51922.0,65117.0,11825575.0
2013-10-12,,,4287.0,142.89,21332823.0232895,,1853.61672170588,,,,,,,,,1337481.29310152,189281249.281033,49474.0,55313.0,11830925.0
2013-10-13,,,4612.0,147.53,20819731.6033765,,2154.71182370886,,,,,,,,,1310125.63070581,189281249.281033,51304.0,66517.0,11836450.0
2013-10-14,,,6353.0,151.37,24549525.3231516,,2427.57925989907,10955.6,80.26000213623047,72.7154769897461,122.83000183105467,79.62774658203125,2.690999984741211,16.06999969482422,102.41000366210938,919728.251365451,189281249.281033,57452.0,68679.0,11842700.0
2013-10-15,,,6348.0,158.09,29174820.6788081,,2333.48704052313,,80.4800033569336,72.4329605102539,123.7300033569336,79.574462890625,2.720000028610229,18.65999984741211,101.20999908447266,992130.713905087,189281249.281033,55826.0,71738.0,11849200.0
2013-10-16,3813599.0,13868.8778,4496.0,152.82,38495740.5125314,,2914.66937941069,,80.5,73.25315856933594,123.54000091552734,80.57158660888672,2.6710000038146973,14.710000038146973,102.29000091552734,895548.023563815,267731249.482421,50826.0,77361.0,11854450.0
2013-10-17,,,4765.0,157.59,22083451.1789445,,2382.30967540873,,79.6500015258789,73.67239379882812,127.41999816894533,81.3023452758789,2.586999893188477,13.479999542236328,100.66999816894533,609714.537160166,267731249.482421,46870.0,65903.0,11858625.0
2013-10-18,,,7439.0,168.28,32380709.601525,,2302.45571980844,,79.63999938964844,74.86622619628906,126.8499984741211,81.47743225097656,2.58899998664856,13.039999961853027,100.80999755859376,1151808.80286843,267731249.482421,59661.0,70030.0,11863425.0
2013-10-19,,,6405.0,183.15,35631204.0598879,,2914.66937941069,,,,,,,,,1163078.62582515,267731249.482421,55311.0,74510.0,11869000.0
2013-10-20,,,6507.0,186.1,26283994.7573386,,2874.74240161054,,,,,,,,,999159.747808438,267731249.482421,49418.0,61813.0,11873975.0
2013-10-21,,,7563.0,192.78,45130742.7082148,,2675.10751260981,10976.2,79.68000030517578,75.03026580810547,126.9800033569336,81.21863555908203,2.608999967575073,13.15999984741211,99.22000122070312,1044811.06851932,267731249.482421,60451.0,79056.0,11879250.0
2013-10-22,,,8037.0,202.99,72280349.760419,,3313.93915741215,,79.23999786376953,75.1396484375,129.33999633789062,82.1243896484375,2.51200008392334,13.329999923706056,97.8000030517578,1462826.7063434,267731249.482421,65048.0,91759.0,11885375.0
2013-10-23,3839033.0,13906.5543,10977.0,227.97,53699329.5302553,,2808.19743861029,,79.26000213623047,74.68395233154297,128.69000244140625,82.44410705566406,2.484999895095825,13.420000076293944,96.86000061035156,1152128.03457543,267731249.482421,55314.0,87018.0,11890900.0
2013-10-24,,,9307.0,206.98,48309742.4537537,,2781.5794534102,,79.19000244140625,75.0120620727539,129.89999389648438,82.1243896484375,2.5220000743865967,13.199999809265137,97.11000061035156,1217517.34513943,267731249.482421,63634.0,89418.0,11896275.0
2013-10-25,,,10523.0,197.88,74562499.0692514,,3194.15822401171,,79.18000030517578,75.54973602294922,130.4600067138672,82.42892456054688,2.503000020980835,13.09000015258789,97.8499984741211,1343865.19998724,267731249.482421,57471.0,80608.0,11902150.0
2013-10-26,,,16387.0,188.56,41354887.0929668,,3867.20191245522,,,,,,,,,1091202.3510992,390928787.638086,47747.0,60631.0,11906700.0
2013-10-27,,,17701.0,206.91,21552615.6291624,,3439.6720527868,,,,,,,,,863920.64739092,390928787.638086,43691.0,54721.0,11911175.0
2013-10-28,,,19094.0,206.9,25090013.2108811,,3478.53840366575,10896.8,79.25,75.56797790527344,130.55999755859375,82.14726257324219,2.51200008392334,13.3100004196167,98.68000030517578,893928.569808049,390928787.638086,51104.0,68820.0,11915550.0
2013-10-29,,,43853.0,216.0,60137292.9645488,,3051.00854399733,,79.62999725341797,75.69554901123047,129.77000427246094,82.25382232666016,2.506999969482422,13.40999984741211,98.1999969482422,876349.157273103,390928787.638086,49930.0,70371.0,11919550.0
2013-10-30,3843396.0,13954.4829,77544.0,208.0,41459753.1977489,,3808.9023861368,,79.75,75.62264251708984,129.60000610351562,81.75907135009766,2.5269999504089355,13.649999618530272,96.7699966430664,1384202.23040448,390928787.638086,48446.0,78591.0,11924425.0
2013-10-31,,,108507.0,211.17,33743432.9669603,,4061.53366684995,,80.19999694824219,75.44949340820312,127.73999786376952,81.9340591430664,2.5420000553131104,13.75,96.37999725341795,1268518.87527203,390928787.638086,58181.0,79243.0,11929700.0
2013-11-01,,,26521.0,213.43,31016030.5900458,,3692.30333349996,,80.7300033569336,75.46769714355469,126.9499969482422,81.04727935791016,2.619999885559082,13.279999732971191,94.61000061035156,1096101.38646063,390928787.638086,45371.0,71947.0,11934900.0
2013-11-02,,,17778.0,211.69,25419216.7242549,,4216.99907036574,,,,,,,,,1080761.35293217,390928787.638086,39181.0,65176.0,11939950.0
2013-11-03,,,16296.0,224.0,28374024.7298096,,3808.9023861368,,,,,,,,,1073746.48030223,390928787.638086,35947.0,65338.0,11944750.0
2013-11-04,,,25760.0,238.16,64993095.2611769,,3886.63508789469,10977.7,80.55000305175781,75.57708740234375,126.80999755859376,81.1235580444336,2.601999998092652,12.93000030517578,94.62000274658205,1170149.90952589,390928787.638086,45523.0,83348.0,11949625.0
2013-11-05,,,28851.0,251.3,69466776.9369697,,3303.63982471049,,80.70999908447266,75.65908813476562,126.55999755859376,80.15426635742188,2.6619999408721924,13.270000457763672,93.37000274658205,1149382.23723981,390928787.638086,51597.0,97335.0,11953975.0
2013-11-06,3851623.0,13895.9966,32406.0,264.1,57841201.7507821,,4114.54971624979,,80.4800033569336,75.64086151123047,127.1999969482422,80.19242858886719,2.640000104904175,12.670000076293944,94.8000030517578,1091463.65843291,510929738.016152,55008.0,97369.0,11958050.0
2013-11-07,,,27526.0,309.65,101676444.835933,,3911.36207594116,,80.81999969482422,74.21918487548828,126.16000366210938,80.87171173095703,2.61299991607666,13.90999984741211,94.1999969482422,1054946.58315642,510929738.016152,60535.0,109301.0,11961650.0
2013-11-08,,,27133.0,355.0,84025575.9696857,,3377.994520131,,81.20999908447266,75.22164154052734,124.27999877929688,78.92549133300781,2.746000051498413,12.899999618530272,94.5999984741211,1006003.80653402,510929738.016152,59223.0,106680.0,11965000.0
2013-11-09,,,24838.0,367.79,91757980.4443055,,3606.58061547821,,,,,,,,,1304764.2004113,510929738.016152,55204.0,106130.0,11968700.0
2013-11-10,,,22745.0,336.32,79606006.9184589,,4266.94044648126,,,,,,,,,1508529.5793282,510929738.016152,57538.0,95024.0,11972975.0
2013-11-11,,,21774.0,362.98,75892934.253779,,4952.69873252289,10960.9,81.08999633789062,75.10318756103516,123.87000274658205,78.6278076171875,2.750999927520752,12.529999732971191,95.13999938964844,2440675.20425112,510929738.016152,57405.0,88300.0,11977650.0
2013-11-12,,,26736.0,380.04,84782569.9762676,,4800.30800229142,,81.19000244140625,75.22164154052734,122.4499969482422,78.994140625,2.7679998874664307,12.81999969482422,93.04000091552734,1837786.1373951,510929738.016152,58307.0,98250.0,11982675.0
2013-11-13,3907424.0,13937.6575,28399.0,434.85,93851670.6781748,,4774.90954725284,,80.93000030517578,76.13301086425781,122.8499984741211,79.28419494628906,2.7249999046325684,12.520000457763672,93.87999725341795,1623511.20589776,510929738.016152,64870.0,101388.0,11986875.0
2013-11-14,,,28679.0,433.4,117753152.075774,,4292.33890151984,,80.9800033569336,76.36991882324219,124.2699966430664,79.77268981933594,2.70199990272522,12.369999885559082,93.76000213623048,2181676.37595093,510929738.016152,69413.0,112531.0,11991450.0
2013-11-15,,,33153.0,433.92,109938389.965215,,4139.94817128837,,80.83999633789062,76.51573944091797,124.31999969482422,79.93291473388672,2.7090001106262207,12.1899995803833,93.83999633789062,1979291.8882268,510929738.016152,60914.0,102176.0,11995600.0
2013-11-16,,,25515.0,461.96,87621546.6423779,,4978.09718756147,,,,,,,,,2334241.72723504,510929738.016152,47175.0,88478.0,12000450.0
2013-11-17,,,22843.0,528.3,99644137.7788707,,5847.42683190499,,,,,,,,,2391348.08563078,609482679.888355,51323.0,89325.0,12005100.0
2013-11-18,,,69404.0,785.43,174959547.688412,,4968.79792970165,10983.0,80.83000183105469,75.76844024658203,122.9000015258789,80.41378784179688,2.677999973297119,13.100000381469728,93.02999877929688,2080174.82041975,609482679.888355,79032.0,140360.0,12009000.0
2013-11-19,,,109530.0,645.69,266451961.782681,,4696.1199945351,,80.69999694824219,75.54973602294922,122.9499969482422,79.8031997680664,2.711999893188477,13.390000343322754,93.33999633789062,2777584.29840206,609482679.888355,92907.0,170557.0,12013025.0
2013-11-20,3906620.0,13936.824,70710.0,637.97,204343026.245646,,4938.50038134981,,81.11000061035156,75.36747741699219,120.12000274658205,78.44465637207031,2.7920000553131104,13.399999618530272,93.33000183105467,2338840.68621181,609482679.888355,77558.0,139562.0,12017125.0
2013-11-21,,,59608.0,764.91,170075479.965928,,4484.03715607222,,81.05000305175781,76.13301086425781,119.94000244140624,78.57438659667969,2.7839999198913574,12.65999984741211,95.44000244140624,2559348.69495985,609482679.888355,71822.0,128839.0,12020875.0
2013-11-22,,,55534.0,802.0,473974150.5189,,5029.39302640533,,80.70999908447266,76.5430908203125,119.91999816894533,79.30712127685547,2.752000093460083,12.260000228881836,94.83999633789062,3350220.14912616,609482679.888355,76947.0,137706.0,12025175.0
2013-11-23,,,37530.0,832.5,181970733.710289,,4908.20283299797,,,,,,,,,3674506.17755835,609482679.888355,72545.0,130687.0,12029425.0
2013-11-24,,,32770.0,795.01,188036653.918377,,5211.17831651637,,,,,,,,,3874676.60628557,609482679.888355,60861.0,102145.0,12033625.0
2013-11-25,,,37146.0,829.99,165732629.031086,,5453.55870333108,10941.3,80.91999816894531,76.72534942626953,120.45999908447266,79.53604125976562,2.740999937057495,12.789999961853027,94.08999633789062,4237394.8306058,609482679.888355,71793.0,121251.0,12037950.0
2013-11-26,,,43714.0,969.96,268593695.247549,,4968.79792970165,,80.61000061035156,77.1263427734375,119.81999969482422,79.83372497558594,2.696000099182129,12.8100004196167,93.68000030517578,3586095.73231054,609482679.888355,83383.0,153552.0,12041925.0
2013-11-27,3925876.0,14015.6996,70433.0,1079.89,321815418.429292,,5029.39302640533,,80.73999786376953,77.66404724121094,119.45999908447266,79.69633483886719,2.736000061035156,12.979999542236328,92.3000030517578,4734690.78982913,609482679.888355,95531.0,170801.0,12046250.0
2013-11-28,,,114957.0,1101.38,363208192.725236,,5514.15380003476,,,,,,,,,4735006.8924977,609482679.888355,98921.0,174633.0,12050775.0
2013-11-29,,,103716.0,1206.93,359840236.670853,,6505.6094504138,,80.68000030517578,78.1288070678711,120.6999969482422,79.7192611694336,2.740999937057495,13.699999809265137,92.72000122070312,4819580.30141162,707408283.051497,90084.0,162274.0,12055100.0
2013-11-30,,,80563.0,1205.66,227163323.710809,,5626.47303819572,,,,,,,,,5210734.10728668,707408283.051497,73890.0,138750.0,12059375.0
2013-12-01,,,51060.0,1004.39,355766251.757811,,6857.26401530103,,,,,,,,,8881509.00923624,707408283.051497,73442.0,136377.0,12064375.0
2013-12-02,,,68552.0,1096.56,195704480.995743,,5731.96940766189,11029.4,80.91000366210938,77.90098571777344,117.58000183105467,79.09918212890625,2.8010001182556152,14.229999542236328,93.81999969482422,4151387.47311107,707408283.051497,75570.0,146063.0,12068350.0
2013-12-03,,,72117.0,1154.86,215887486.067708,,6681.43673285742,,80.62000274658203,77.83718872070312,117.95999908447266,79.39005279541016,2.775000095367432,14.550000190734863,96.04000091552734,7860745.77136313,707408283.051497,77667.0,148813.0,12073350.0
2013-12-04,3932626.0,14044.1951,49565.0,1237.55,212523661.790626,,6224.28579850402,,80.62999725341797,77.91010284423828,119.95999908447266,78.6322250366211,2.8410000801086426,14.699999809265137,97.1999969482422,5249021.66920797,707408283.051497,79624.0,154055.0,12077625.0
2013-12-05,,,85135.0,1106.35,402028213.688686,,6013.29305957168,,80.2699966430664,77.80985260009766,118.3000030517578,78.4101791381836,2.861999988555908,15.079999923706056,97.37999725341795,5256383.36758885,707408283.051497,83283.0,157285.0,12081875.0
2013-12-06,,,92236.0,845.02,284439322.070076,,7419.91131912061,,80.2699966430664,78.37488555908203,118.5500030517578,78.78533172607422,2.882999897003174,13.789999961853027,97.6500015258789,6387079.22400915,707408283.051497,72099.0,142973.0,12087075.0
2013-12-07,,,62965.0,697.02,241473430.306632,,6751.76764583487,,,,,,,,,4611581.737448,707408283.051497,67712.0,129059.0,12091950.0
2013-12-08,,,46476.0,803.96,126259468.946489,,6294.61671148146,,,,,,,,,4014587.10658735,707408283.051497,47477.0,95435.0,12096825.0
2013-12-09,,,53542.0,918.95,116881958.480121,,6857.26401530103,11073.3,80.12999725341797,78.69384002685547,119.72000122070312,78.96907043457031,2.8570001125335693,13.489999771118164,97.33999633789062,3750129.01195522,707408283.051497,63625.0,136327.0,12101225.0
2013-12-10,,,47246.0,1033.72,163670534.090082,,9076.02762430024,,79.97000122070312,78.63916778564453,121.81999969482422,79.53551483154297,2.796999931335449,13.90999984741211,98.51000213623048,4710243.707226,908350862.437022,67623.0,128426.0,12106025.0
2013-12-11,3993955.0,14080.1655,44608.0,919.93,241606305.710205,,7134.38987382805,,79.88999938964844,77.6275634765625,120.86000061035156,78.9230728149414,2.844000101089477,15.420000076293944,97.44000244140624,4300202.60586565,908350862.437022,67305.0,127804.0,12110150.0
2013-12-12,,,38350.0,899.98,98421124.8598265,,7495.62480414846,,80.19999694824219,77.42707824707031,118.29000091552734,78.62460327148438,2.877000093460083,15.539999961853027,97.5,4025149.06790484,908350862.437022,58219.0,111331.0,12114225.0
2013-12-13,,,36036.0,936.77,110334247.080537,,7495.62480414846,,80.20999908447266,77.32685089111328,119.37999725341795,79.00730895996094,2.868000030517578,15.760000228881836,96.5999984741211,4409921.93220988,908350862.437022,60059.0,121972.0,12118550.0
