Date,BalanceSheet_global
10/04/95,4113.7251
10/11/95,4136.121
10/18/95,4104.8037
10/25/95,4148.5306
11/01/95,4168.2784
11/08/95,4141.0299
11/15/95,4148.595
11/22/95,4147.0794
11/29/95,4105.7944
12/06/95,4151.8916
12/13/95,4145.4586
12/20/95,4176.6464
12/27/95,4174.9598
01/03/96,4222.0489
01/10/96,4207.2504
01/17/96,4216.5834
01/24/96,4177.4982
01/31/96,4197.4723
02/07/96,4176.0106
02/14/96,4190.6826
02/21/96,4203.7156
02/28/96,4203.6814
03/06/96,4181.465
03/13/96,4202.919
03/20/96,4201.4119
03/27/96,4206.1821
04/03/96,4205.1899
04/10/96,4234.096
04/17/96,4216.7777
04/24/96,4240.5853
05/01/96,4234.2078
05/08/96,4248.4343
05/15/96,4243.1545
05/22/96,4243.5847
05/29/96,4217.663
06/05/96,4254.8933
06/12/96,4250.3033
06/19/96,4257.1991
06/26/96,4249.8321
07/03/96,4249.7195
07/10/96,4254.5046
07/17/96,4272.5218
07/24/96,4270.7489
07/31/96,4279.3282
08/07/96,4264.2371
08/14/96,4279.7058
08/21/96,4266.4788
08/28/96,4258.1104
09/04/96,4286.3594
09/11/96,4280.3328
09/18/96,4289.4699
09/25/96,4313.4066
10/02/96,4313.6931
10/09/96,4302.1305
10/16/96,4329.2291
10/23/96,4326.9578
10/30/96,4288.2298
11/06/96,4327.7832
11/13/96,4363.8957
11/20/96,4338.5098
11/27/96,4376.6416
12/04/96,4369.6831
12/11/96,4368.7183
12/18/96,4374.0451
12/25/96,4388.021
01/01/97,4386.0847
01/08/97,4389.5803
01/15/97,4382.3634
01/22/97,4433.8931
01/29/97,4414.205
02/05/97,4441.5269
02/12/97,4449.3009
02/19/97,4468.4217
02/26/97,4460.2463
03/05/97,4494.4661
03/12/97,4500.1687
03/19/97,4493.516
03/26/97,4515.6444
04/02/97,4508.0332
04/09/97,4540.2152
04/16/97,4534.5461
04/23/97,4556.9052
04/30/97,4577.0937
05/07/97,4568.0967
05/14/97,4561.503
05/21/97,4595.5793
05/28/97,4593.0853
06/04/97,4571.2391
06/11/97,4585.1766
06/18/97,4574.7925
06/25/97,4590.9513
07/02/97,4593.4525
07/09/97,4593.277
07/16/97,4626.5037
07/23/97,4632.9698
07/30/97,4644.3605
08/06/97,4649.8402
08/13/97,4634.5945
08/20/97,4668.6505
08/27/97,4667.8634
09/03/97,4690.6138
09/10/97,4660.2273
09/17/97,4674.3732
09/24/97,4664.7576
10/01/97,4721.2033
10/08/97,4698.2838
10/15/97,4718.6049
10/22/97,4713.3495
10/29/97,4713.8891
11/05/97,4743.1099
11/12/97,4793.8651
11/19/97,4736.8949
11/26/97,4804.3447
12/03/97,4777.8511
12/10/97,4787.6162
12/17/97,4761.5503
12/24/97,4793.9362
12/31/97,4803.0724
01/07/98,4827.063
01/14/98,4816.3513
01/21/98,4846.4033
01/28/98,4832.8753
02/04/98,4834.3924
02/11/98,4855.8585
02/18/98,4881.4613
02/25/98,4871.6946
03/04/98,4897.2535
03/11/98,4910.2232
03/18/98,4913.7236
03/25/98,4934.3388
04/01/98,4995.7863
04/08/98,4956.0438
04/15/98,4969.6787
04/22/98,4940.4728
04/29/98,4916.2844
05/06/98,4941.3685
05/13/98,4940.739
05/20/98,4954.4615
05/27/98,4965.7138
06/03/98,4942.9809
06/10/98,4987.7837
06/17/98,4971.5115
06/24/98,4996.3255
07/01/98,5032.0528
07/08/98,4972.9652
07/15/98,5016.0279
07/22/98,5008.8972
07/29/98,5025.8102
08/05/98,5040.875
08/12/98,5058.8084
08/19/98,5041.8496
08/26/98,5084.3595
09/02/98,5092.7452
09/09/98,5120.9115
09/16/98,5103.9707
09/23/98,5117.6184
09/30/98,5155.6112
10/07/98,5166.1298
10/14/98,5186.7023
10/21/98,5222.5131
10/28/98,5229.0931
11/04/98,5233.3498
11/11/98,5238.0862
11/18/98,5251.8413
11/25/98,5251.535
12/02/98,5242.6937
12/09/98,5258.6697
12/16/98,5257.2336
12/23/98,5256.8473
12/30/98,5238.8529
01/06/99,5238.7505
01/13/99,5252.4592
01/20/99,5277.8579
01/27/99,5247.7704
02/03/99,5252.9314
02/10/99,5255.83
02/17/99,5250.0728
02/24/99,5237.2256
03/03/99,5235.2168
03/10/99,5234.4308
03/17/99,5221.0567
03/24/99,5247.2064
03/31/99,5239.8648
04/07/99,5234.9507
04/14/99,5241.4316
04/21/99,5239.9763
04/28/99,5255.2776
05/05/99,5251.1897
05/12/99,5270.4797
05/19/99,5275.5673
05/26/99,5275.6695
06/02/99,5300.9572
06/09/99,5295.4495
06/16/99,5313.9963
06/23/99,5357.4385
06/30/99,5324.4154
07/07/99,5333.6445
07/14/99,5333.6207
07/21/99,5319.393
07/28/99,5303.5752
08/04/99,5292.8407
08/11/99,5324.3496
08/18/99,5323.7824
08/25/99,5345.3424
09/01/99,5332.9119
09/08/99,5338.7682
09/15/99,5359.9988
09/22/99,5387.0135
09/29/99,5371.8798
10/06/99,5368.4841
10/13/99,5375.3927
10/20/99,5394.6736
10/27/99,5419.6096
11/03/99,5417.1723
11/10/99,5419.2498
11/17/99,5456.7051
11/24/99,5507.878
12/01/99,5530.4345
12/08/99,5524.2664
12/15/99,5564.3124
12/22/99,5596.2493
12/29/99,5579.4349
01/05/00,5553.481
01/12/00,5579.713
01/19/00,5581.1737
01/26/00,5601.2915
02/02/00,5603.0723
02/09/00,5614.115
02/16/00,5613.1325
02/23/00,5648.9642
03/01/00,5686.9575
03/08/00,5693.4843
03/15/00,5705.7812
03/22/00,5715.7852
03/29/00,5698.9302
04/05/00,5721.2218
04/12/00,5734.1068
04/19/00,5759.9063
04/26/00,5800.123
05/03/00,5812.3813
05/10/00,5829.1787
05/17/00,5841.8167
05/24/00,5845.2036
05/31/00,5867.0462
06/07/00,5844.7477
06/14/00,5852.7313
06/21/00,5902.725
06/28/00,5888.0748
07/05/00,5910.3514
07/12/00,5897.3913
07/19/00,5921.0969
07/26/00,5933.7135
08/02/00,5910.1107
08/09/00,5929.085
08/16/00,5930.1004
08/23/00,5964.298
08/30/00,5926.5205
09/06/00,5964.167
09/13/00,5946.083
09/20/00,6009.3156
09/27/00,5958.9595
10/04/00,5967.4043
10/11/00,5973.1799
10/18/00,5976.9112
10/25/00,5987.7319
11/01/00,6012.0255
11/08/00,5965.2538
11/15/00,5980.877
11/22/00,6005.0528
11/29/00,5993.1475
12/06/00,6028.8344
12/13/00,6033.6169
12/20/00,6060.5487
12/27/00,6100.3091
01/03/01,6138.6743
01/10/01,6139.9877
01/17/01,6141.1709
01/24/01,6133.9771
01/31/01,6165.2258
02/07/01,6106.1271
02/14/01,6099.0963
02/21/01,6130.8561
02/28/01,6184.1009
03/07/01,6163.0925
03/14/01,6178.5799
03/21/01,6227.7787
03/28/01,6197.4899
04/04/01,6224.6409
04/11/01,6227.4442
04/18/01,6248.93
04/25/01,6239.0549
05/02/01,6225.2737
05/09/01,6228.2548
05/16/01,6220.5329
05/23/01,6215.0437
05/30/01,6235.0293
06/06/01,6211.9414
06/13/01,6210.0543
06/20/01,6216.8505
06/27/01,6210.1199
07/04/01,6213.3078
07/11/01,6205.5312
07/18/01,6221.5065
07/25/01,6245.7892
08/01/01,6281.3295
08/08/01,6235.1153
08/15/01,6233.9165
08/22/01,6261.3337
08/29/01,6259.727
09/05/01,6301.7743
09/12/01,6726.917
09/19/01,6472.4478
09/26/01,6383.2544
10/03/01,6369.9932
10/10/01,6371.4325
10/17/01,6359.7921
10/24/01,6358.6624
10/31/01,6423.8087
11/07/01,6398.6488
11/14/01,6438.0541
11/21/01,6403.2506
11/28/01,6367.829
12/05/01,6406.7755
12/12/01,6408.7106
12/19/01,6367.6923
12/26/01,6394.6958
01/02/02,6384.5635
01/09/02,6400.1373
01/16/02,6355.6132
01/23/02,6397.5034
01/30/02,6361.8883
02/06/02,6374.3699
02/13/02,6363.8653
02/20/02,6385.5954
02/27/02,6365.8493
03/06/02,6349.63
03/13/02,6328.9066
03/20/02,6361.8985
03/27/02,6371.2279
04/03/02,6377.7775
04/10/02,6381.6914
04/17/02,6380.4127
04/24/02,6372.0662
05/01/02,6395.5213
05/08/02,6366.0593
05/15/02,6404.3238
05/22/02,6410.3999
05/29/02,6416.158
06/05/02,6410.3098
06/12/02,6431.763
06/19/02,6439.9891
06/26/02,6466.7913
07/03/02,6415.0056
07/10/02,6455.112
07/17/02,6459.8278
07/24/02,6521.7345
07/31/02,6529.2453
08/07/02,6537.7638
08/14/02,6587.7918
08/21/02,6598.436
08/28/02,6592.9196
09/04/02,6666.5602
09/11/02,6598.4113
09/18/02,6648.6259
09/25/02,6653.8326
10/02/02,6720.8001
10/09/02,6704.7873
10/16/02,6756.2883
10/23/02,6745.9411
10/30/02,6774.7678
11/06/02,6809.1889
11/13/02,6861.0434
11/20/02,6814.6604
11/27/02,6862.5682
12/04/02,6845.4466
12/11/02,6942.5866
12/18/02,6944.3761
12/25/02,6983.1028
01/01/03,6914.0785
01/08/03,6910.8982
01/15/03,6909.4674
01/22/03,6914.8301
01/29/03,6898.8462
02/05/03,6960.7887
02/12/03,6965.8238
02/19/03,7009.8294
02/26/03,7006.2572
03/05/03,7067.9245
03/12/03,7073.9975
03/19/03,7043.9302
03/26/03,7020.8404
04/02/03,7062.4737
04/09/03,7035.4503
04/16/03,7063.7042
04/23/03,7063.709
04/30/03,7142.4952
05/07/03,7164.4422
05/14/03,7202.0308
05/21/03,7194.5123
05/28/03,7225.5574
06/04/03,7245.9582
06/11/03,7302.0915
06/18/03,7252.3676
06/25/03,7291.5123
07/02/03,7336.8708
07/09/03,7319.8984
07/16/03,7300.6039
07/23/03,7320.7433
07/30/03,7312.6879
08/06/03,7340.2355
08/13/03,7323.8781
08/20/03,7308.9282
08/27/03,7260.079
09/03/03,7316.2265
09/10/03,7274.5675
09/17/03,7250.4381
09/24/03,7204.9177
10/01/03,7312.5151
10/08/03,7216.4766
10/15/03,7280.4995
10/22/03,7253.1264
10/29/03,7236.7074
11/05/03,7243.99
11/12/03,7308.0369
11/19/03,7271.4084
11/26/03,7284.8763
12/03/03,7238.0674
12/10/03,7275.3472
12/17/03,7333.0671
12/24/03,7345.6
12/31/03,7329.6127
01/07/04,7352.2471
01/14/04,7381.4359
01/21/04,7412.7028
01/28/04,7446.9771
02/04/04,7458.1309
02/11/04,7523.6624
02/18/04,7602.6207
02/25/04,7466.1391
03/03/04,7498.6561
03/10/04,7535.5557
03/17/04,7555.652
03/24/04,7579.8578
03/31/04,7600.5721
04/07/04,7608.7448
04/14/04,7654.4126
04/21/04,7660.9402
04/28/04,7651.7153
05/05/04,7640.6129
05/12/04,7684.2713
05/19/04,7661.423
05/26/04,7660.652
06/02/04,7686.1149
06/09/04,7713.551
06/16/04,7726.3326
06/23/04,7774.9481
06/30/04,7789.4534
07/07/04,7862.9633
07/14/04,7855.5404
07/21/04,7859.6602
07/28/04,7838.0814
08/04/04,7846.6723
08/11/04,7877.6922
08/18/04,7870.6822
08/25/04,7873.4313
09/01/04,7886.7352
09/08/04,7909.6414
09/15/04,7966.9899
09/22/04,7977.4585
09/29/04,7952.0506
10/06/04,7928.7666
10/13/04,7967.2836
10/20/04,7985.6662
10/27/04,7976.1753
11/03/04,7984.0041
11/10/04,8009.672
11/17/04,7952.878
11/24/04,8030.8391
12/01/04,8043.8968
12/08/04,8056.9947
12/15/04,8056.7239
12/22/04,8024.0037
12/29/04,8010.4453
01/05/05,8053.9298
01/12/05,8069.8541
01/19/05,8137.797
01/26/05,8092.6506
02/02/05,8142.223
02/09/05,8119.3032
02/16/05,8125.2288
02/23/05,8233.4114
03/02/05,8230.5742
03/09/05,8223.4662
03/16/05,8295.6874
03/23/05,8313.1891
03/30/05,8281.31
04/06/05,8272.5838
04/13/05,8296.2622
04/20/05,8322.5175
04/27/05,8311.7743
05/04/05,8313.8109
05/11/05,8346.076
05/18/05,8364.9592
05/25/05,8410.554
06/01/05,8453.609
06/08/05,8465.2629
06/15/05,8394.0627
06/22/05,8448.6343
06/29/05,8417.8379
07/06/05,8443.7103
07/13/05,8453.414
07/20/05,8495.7381
07/27/05,8486.9475
08/03/05,8547.5637
08/10/05,8532.4948
08/17/05,8545.8576
08/24/05,8602.0213
08/31/05,8614.8598
09/07/05,8594.9001
09/14/05,8611.4677
09/21/05,8635.0817
09/28/05,8651.2911
10/05/05,8614.9527
10/12/05,8680.9676
10/19/05,8683.5009
10/26/05,8678.7093
11/02/05,8677.3488
11/09/05,8658.01
11/16/05,8686.0726
11/23/05,8722.8807
11/30/05,8693.425
12/07/05,8737.0809
12/14/05,8741.2576
12/21/05,8802.0591
12/28/05,8807.3297
01/04/06,8829.2962
01/11/06,8797.7799
01/18/06,8846.3793
01/25/06,8867.4381
02/01/06,8892.5677
02/08/06,8871.5339
02/15/06,8916.1809
02/22/06,8920.1496
03/01/06,8956.6068
03/08/06,8932.6904
03/15/06,8967.9227
03/22/06,8983.2676
03/29/06,9008.6754
04/05/06,9035.6324
04/12/06,9078.6257
04/19/06,9097.4766
04/26/06,9149.9578
05/03/06,9166.6555
05/10/06,9204.9281
05/17/06,9213.3221
05/24/06,9255.0802
05/31/06,9267.7919
06/07/06,9230.9238
06/14/06,9260.5409
06/21/06,9257.2766
06/28/06,9243.3029
07/05/06,9265.7376
07/12/06,9276.4178
07/19/06,9336.5694
07/26/06,9314.8164
08/02/06,9311.2094
08/09/06,9302.7089
08/16/06,9321.8637
08/23/06,9378.5267
08/30/06,9356.5497
09/06/06,9355.8654
09/13/06,9335.5407
09/20/06,9332.7204
09/27/06,9368.6105
10/04/06,9580.7597
10/11/06,9631.3599
10/18/06,9544.2495
10/25/06,9563.1979
11/01/06,9613.5822
11/08/06,9571.2751
11/15/06,9595.4176
11/22/06,9654.9981
11/29/06,9685.004
12/06/06,9729.7309
12/13/06,9702.9047
12/20/06,9761.16
12/27/06,9805.9873
01/03/07,9832.5942
01/10/07,9793.567
01/17/07,9830.3712
01/24/07,9835.1293
01/31/07,9862.5737
02/07/07,9819.7048
02/14/07,9866.9242
02/21/07,9896.5602
02/28/07,9962.8711
03/07/07,9907.8068
03/14/07,9811.7631
03/21/07,9793.566
03/28/07,9873.8837
04/04/07,9911.3153
04/11/07,9929.3465
04/18/07,9937.5004
04/25/07,9967.3507
05/02/07,9957.0423
05/09/07,9978.1388
05/16/07,9967.8578
05/23/07,10008.7152
05/30/07,10038.2017
06/06/07,10028.856
06/13/07,10038.9192
06/20/07,10076.6835
06/27/07,10093.2524
07/04/07,10160.468
07/11/07,10144.7425
07/18/07,10160.4319
07/25/07,10201.2038
08/01/07,10214.7869
08/08/07,10218.0112
08/15/07,10324.9173
08/22/07,10366.805
08/29/07,10382.8123
09/05/07,10412.5768
09/12/07,10487.4405
09/19/07,10430.1906
09/26/07,10511.6538
10/03/07,10485.7438
10/10/07,10557.3207
10/17/07,10563.5098
10/24/07,10655.1284
10/31/07,10680.9313
11/07/07,10705.9518
11/14/07,10727.0426
11/21/07,10782.5772
11/28/07,10765.6359
12/05/07,10802.5729
12/12/07,10753.6958
12/19/07,10821.8118
12/26/07,10851.6284
01/02/08,10901.1317
01/09/08,10890.9463
01/16/08,10887.9747
01/23/08,10992.9114
01/30/08,10989.0441
02/06/08,10967.992
02/13/08,10966.5961
02/20/08,11006.2152
02/27/08,11005.3956
03/05/08,11033.8282
03/12/08,11091.2656
03/19/08,11160.7973
03/26/08,11153.7277
04/02/08,11068.9303
04/09/08,11055.5149
04/16/08,11018.0077
04/23/08,11071.9518
04/30/08,11073.5981
05/07/08,11018.0085
05/14/08,10988.417
05/21/08,11049.098
05/28/08,11021.9549
06/04/08,11007.3021
06/11/08,10980.1809
06/18/08,11006.001
06/25/08,11014.6773
07/02/08,11035.1748
07/09/08,11028.632
07/16/08,11050.5472
07/23/08,11013.5887
07/30/08,11031.0541
08/06/08,10988.9034
08/13/08,11006.918
08/20/08,11021.4396
08/27/08,11012.7888
09/03/08,11014.0359
09/10/08,11002.4656
09/17/08,11264.0042
09/24/08,11286.4958
10/01/08,11737.9677
10/08/08,11788.826
10/15/08,11909.5038
10/22/08,12021.9488
10/29/08,12064.794
11/05/08,12007.7407
11/12/08,12091.8311
11/19/08,12063.6112
11/26/08,12097.7249
12/03/08,12240.0694
12/10/08,12350.7744
12/17/08,12373.3654
12/24/08,12365.8551
12/31/08,12259.4084
01/07/09,12281.5362
01/14/09,12287.7391
01/21/09,12279.7008
01/28/09,12149.3943
02/04/09,12052.3031
02/11/09,12011.8345
02/18/09,12055.9396
02/25/09,12005.5945
03/04/09,11985.1853
03/11/09,12010.1665
03/18/09,12057.0557
03/25/09,12077.9928
04/01/09,12070.0024
04/08/09,12000.0864
04/15/09,12043.0328
04/22/09,12052.6996
04/29/09,12068.4514
05/06/09,12114.6697
05/13/09,12102.9488
05/20/09,12119.2684
05/27/09,12036.5977
06/03/09,12028.6125
06/10/09,12034.5505
06/17/09,11959.4046
06/24/09,11943.6756
07/01/09,11889.7485
07/08/09,11908.4038
07/15/09,11811.5953
07/22/09,11794.7321
07/29/09,11715.0776
08/05/09,11677.8702
08/12/09,11724.7552
08/19/09,11759.7966
08/26/09,11748.4476
09/02/09,11713.602
09/09/09,11720.4025
09/16/09,11704.9325
09/23/09,11738.3897
09/30/09,11584.4669
10/07/09,11694.5132
10/14/09,11749.7511
10/21/09,11793.3994
10/28/09,11749.4135
11/04/09,11771.1097
11/11/09,11712.6821
11/18/09,11740.0444
11/25/09,11770.1918
12/02/09,11759.8931
12/09/09,11745.6645
12/16/09,11742.0783
12/23/09,11731.8746
12/30/09,11695.9677
01/06/10,11665.1885
01/13/10,11722.7072
01/20/10,11671.7888
01/27/10,11695.0566
02/03/10,11675.7625
02/10/10,11718.8354
02/17/10,11711.4917
02/24/10,11704.4023
03/03/10,11670.6709
03/10/10,11653.8234
03/17/10,11582.4068
03/24/10,11564.2827
03/31/10,11815.4072
04/07/10,11881.5424
04/14/10,11839.9071
04/21/10,11824.4784
04/28/10,11828.0071
05/05/10,11814.3853
05/12/10,11824.8505
05/19/10,11829.6295
05/26/10,11777.3199
06/02/10,11702.2085
06/09/10,11763.6623
06/16/10,11694.1614
06/23/10,11769.6751
06/30/10,11674.2079
07/07/10,11750.3079
07/14/10,11764.0401
07/21/10,11808.9393
07/28/10,11806.8971
08/04/10,11836.4889
08/11/10,11856.3466
08/18/10,11832.4532
08/25/10,11845.5284
09/01/10,11812.4282
09/08/10,11833.1403
09/15/10,11752.5222
09/22/10,11770.8043
09/29/10,11778.9015
10/06/10,11870.764
10/13/10,11901.7714
10/20/10,11916.0233
10/27/10,11877.3304
11/03/10,11870.683
11/10/10,11837.3937
11/17/10,11815.3048
11/24/10,11835.8143
12/01/10,11826.0337
12/08/10,11871.4208
12/15/10,11775.3249
12/22/10,11815.1288
12/29/10,11806.2939
01/05/11,11809.9985
01/12/11,11873.106
01/19/11,11853.5579
01/26/11,11828.8466
02/02/11,11806.2203
02/09/11,11882.8044
02/16/11,11857.2285
02/23/11,11933.6695
03/02/11,11930.7926
03/09/11,12031.1986
03/16/11,11975.8818
03/23/11,12042.4918
03/30/11,12135.3396
04/06/11,12199.5522
04/13/11,12210.3552
04/20/11,12195.9775
04/27/11,12181.169
05/04/11,12212.7288
05/11/11,12236.3612
05/18/11,12181.9148
05/25/11,12239.4822
06/01/11,12279.8493
06/08/11,12336.4856
06/15/11,12239.0247
06/22/11,12336.9278
06/29/11,12335.6992
07/06/11,12300.363
07/13/11,12322.7244
07/20/11,12303.2176
07/27/11,12341.4137
08/03/11,12366.8828
08/10/11,12444.6285
08/17/11,12438.2507
08/24/11,12410.708
08/31/11,12396.1246
09/07/11,12393.0454
09/14/11,12454.3158
09/21/11,12441.3117
09/28/11,12488.6954
10/05/11,12531.3822
10/12/11,12475.8757
10/19/11,12476.2033
10/26/11,12489.9637
11/02/11,12449.8471
11/09/11,12499.9237
11/16/11,12484.2932
11/23/11,12443.7282
11/30/11,12451.6443
12/07/11,12482.5494
12/14/11,12557.6336
12/21/11,12510.6934
12/28/11,12598.1433
01/04/12,12627.6368
01/11/12,12581.4266
01/18/12,12535.6893
01/25/12,12574.7754
02/01/12,12686.7479
02/08/12,12687.5364
02/15/12,12737.385
02/22/12,12650.5083
02/29/12,12696.5825
03/07/12,12655.1833
03/14/12,12622.9767
03/21/12,12599.2987
03/28/12,12630.4401
04/04/12,12680.7403
04/11/12,12694.5091
04/18/12,12661.1554
04/25/12,12691.2989
05/02/12,12701.0647
05/09/12,12716.2063
05/16/12,12699.7013
05/23/12,12715.1596
05/30/12,12726.408
06/06/12,12757.3914
06/13/12,12779.3124
06/20/12,12701.9762
06/27/12,12740.0964
07/04/12,12766.0077
07/11/12,12779.957
07/18/12,12781.6128
07/25/12,12844.8903
08/01/12,12823.886
08/08/12,12841.4662
08/15/12,12828.2454
08/22/12,12804.6328
08/29/12,12838.7775
09/05/12,12863.4567
09/12/12,12834.6182
09/19/12,12805.409
09/26/12,12844.8964
10/03/12,12876.0931
10/10/12,12840.0543
10/17/12,12889.049
10/24/12,12803.2983
10/31/12,12913.1974
11/07/12,12941.7152
11/14/12,12986.3229
11/21/12,12968.0605
11/28/12,13024.0803
12/05/12,13036.086
12/12/12,13055.2579
12/19/12,13098.9383
12/26/12,13195.8615
01/02/13,13238.7239
01/09/13,13152.9741
01/16/13,13177.7672
01/23/13,13192.8048
01/30/13,13279.0878
02/06/13,13267.1552
02/13/13,13266.3375
02/20/13,13195.9048
02/27/13,13275.6756
03/06/13,13268.6192
03/13/13,13315.1709
03/20/13,13286.4609
03/27/13,13367.4178
04/03/13,13396.829
04/10/13,13368.9596
04/17/13,13405.3266
04/24/13,13333.5585
05/01/13,13439.4255
05/08/13,13414.7253
05/15/13,13472.1097
05/22/13,13481.4169
05/29/13,13513.4983
06/05/13,13525.783
06/12/13,13562.8837
06/19/13,13498.0158
06/26/13,13553.2337
07/03/13,13555.575
07/10/13,13544.5003
07/17/13,13611.9649
07/24/13,13571.5486
07/31/13,13585.0288
08/07/13,13609.4111
08/14/13,13640.8851
08/21/13,13631.4671
08/28/13,13698.879
09/04/13,13680.1855
09/11/13,13704.0593
09/18/13,13797.934
09/25/13,13805.6341
10/02/13,13911.8391
10/09/13,13823.3505
10/16/13,13868.8778
10/23/13,13906.5543
10/30/13,13954.4829
11/06/13,13895.9966
11/13/13,13937.6575
11/20/13,13936.824
11/27/13,14015.6996
12/04/13,14044.1951
12/11/13,14080.1655
12/18/13,14102.0524
12/25/13,14119.3392
01/01/14,13945.7054
01/08/14,14098.9037
01/15/14,14120.5879
01/22/14,14120.5685
01/29/14,14174.1985
02/05/14,14184.8883
02/12/14,14214.1746
02/19/14,14238.8133
02/26/14,14232.0425
03/05/14,14313.8346
03/12/14,14325.6998
03/19/14,14354.7545
03/26/14,14350.0136
04/02/14,14374.9697
04/09/14,14398.3544
04/16/14,14434.466
04/23/14,14439.0499
04/30/14,14435.5116
05/07/14,14462.4188
05/14/14,14495.031
05/21/14,14528.1813
05/28/14,14587.5874
06/04/14,14596.7216
06/11/14,14627.9985
06/18/14,14657.0705
06/25/14,14731.1612
07/02/14,14745.7548
07/09/14,14740.2292
07/16/14,14758.2923
07/23/14,14806.9491
07/30/14,14817.424
08/06/14,14810.9372
08/13/14,14781.854
08/20/14,14806.1745
08/27/14,14806.9415
09/03/14,14911.0754
09/10/14,14866.1192
09/17/14,14950.2295
09/24/14,14973.616
10/01/14,14997.608
10/08/14,14937.6687
10/15/14,15010.8915
10/22/14,15024.5862
10/29/14,15022.3189
11/05/14,14988.2813
11/12/14,15010.104
11/19/14,14986.0856
11/26/14,15101.9577
12/03/14,15097.8368
12/10/14,15103.322
12/17/14,15128.2706
12/24/14,15077.645
12/31/14,14933.9544
01/07/15,15199.9508
01/14/15,15206.2378
01/21/15,15225.6564
01/28/15,15211.1882
02/04/15,15217.3986
02/11/15,15189.5788
02/18/15,15219.7645
02/25/15,15268.2662
03/04/15,15282.2402
03/11/15,15330.9708
03/18/15,15365.1838
03/25/15,15371.3983
04/01/15,15361.3538
04/08/15,15392.6015
04/15/15,15387.7055
04/22/15,15385.0877
04/29/15,15400.9049
05/06/15,15389.8617
05/13/15,15381.0939
05/20/15,15348.736
05/27/15,15334.9579
06/03/15,15330.7266
06/10/15,15318.7658
06/17/15,15365.3871
06/24/15,15327.7918
07/01/15,15309.4654
07/08/15,15325.1242
07/15/15,15389.8349
07/22/15,15418.0497
07/29/15,15370.1754
08/05/15,15373.4481
08/12/15,15359.2079
08/19/15,15447.0682
08/26/15,15500.8763
09/02/15,15455.4326
09/09/15,15453.0296
09/16/15,15417.9394
09/23/15,15517.2928
09/30/15,15244.9096
10/07/15,15576.6753
10/14/15,15633.9543
10/21/15,15648.7831
10/28/15,15611.471
11/04/15,15645.7497
11/11/15,15592.8204
11/18/15,15570.8274
11/25/15,15549.6766
12/02/15,15601.5825
12/09/15,15588.8721
12/16/15,15586.5928
12/23/15,15618.8952
12/30/15,15499.9589
01/06/16,15623.1095
01/13/16,15630.2805
01/20/16,15679.6326
01/27/16,15631.5963
02/03/16,15710.1641
02/10/16,15713.5832
02/17/16,15712.9901
02/24/16,15706.8175
03/02/16,15718.3829
03/09/16,15755.2565
03/16/16,15711.4353
03/23/16,15732.6334
03/30/16,15703.1431
04/06/16,15801.7619
04/13/16,15854.0524
04/20/16,15855.4391
04/27/16,15873.7592
05/04/16,15925.5432
05/11/16,15913.1043
05/18/16,15900.5178
05/25/16,15899.3809
06/01/16,15925.9381
06/08/16,15939.2876
06/15/16,15960.7448
06/22/16,15960.4996
06/29/16,15947.128
07/06/16,16053.7698
07/13/16,16023.8439
07/20/16,15998.9177
07/27/16,16032.0575
08/03/16,16075.7039
08/10/16,16055.9602
08/17/16,16070.1068
08/24/16,16038.8881
08/31/16,16041.0816
09/07/16,16091.6814
09/14/16,16155.9478
09/21/16,16048.239
09/28/16,16028.9673
10/05/16,15992.326
10/12/16,16047.7342
10/19/16,16036.206
10/26/16,16021.912
11/02/16,16044.2017
11/09/16,16026.8031
11/16/16,16036.755
11/23/16,16002.9704
11/30/16,15990.8626
12/07/16,16050.9729
12/14/16,16075.2833
12/21/16,15976.4399
12/28/16,15992.6933
01/04/17,16065.7472
01/11/17,16012.3228
01/18/17,16070.8269
01/25/17,16050.8372
02/01/17,16108.3923
02/08/17,16117.2472
02/15/17,16116.8808
02/22/17,16136.5515
03/01/17,16186.7496
03/08/17,16177.9542
03/15/17,16215.0565
03/22/17,16182.8055
03/29/17,16151.8498
04/05/17,16217.1625
04/12/17,16209.3092
04/19/17,16245.6984
04/26/17,16233.1815
05/03/17,16220.0899
05/10/17,16198.4079
05/17/17,16265.0107
05/24/17,16277.8903
05/31/17,16228.3653
06/07/17,16257.5291
06/14/17,16222.0589
06/21/17,16244.2496
06/28/17,16229.1502
07/05/17,16266.2619
07/12/17,16311.6817
07/19/17,16350.0342
07/26/17,16415.3835
08/02/17,16428.303
08/09/17,16429.0114
08/16/17,16489.0886
08/23/17,16471.6087
08/30/17,16505.8061
09/06/17,16505.2764
09/13/17,16532.1976
09/20/17,16529.0429
09/27/17,16528.9075
10/04/17,16571.8343
10/11/17,16543.9843
10/18/17,16612.8843
10/25/17,16602.7875
11/01/17,16633.5746
11/08/17,16642.5021
11/15/17,16657.9435
11/22/17,16659.1566
11/29/17,16670.4155
12/06/17,16729.1156
12/13/17,16721.1997
12/20/17,16705.1793
12/27/17,16732.8023
01/03/18,16730.0091
01/10/18,16669.6628
01/17/18,16703.9362
01/24/18,16698.7557
01/31/18,16662.929
02/07/18,16633.8767
02/14/18,16682.6474
02/21/18,16631.6447
02/28/18,16643.2789
03/07/18,16608.6957
03/14/18,16598.0284
03/21/18,16552.002
03/28/18,16564.8289
