Date,BalanceSheet_global,BTC_USD,Mining_Difficulty,USD_OnChain_Volume,GDP_usa,HashRate,M2_Liquidity,Dollar_Index,QQQ,GLD,TLT,10YR_USA,VIX,OIL_USD,Miners_Revenue_USD,Nr_Tx_Block,Nr_Transactions,Nr_Addresses,BTC_PageViews,Crypto_PageViews,BTC_Supply,L1.BalanceSheet_global,L2.BalanceSheet_global,L1.BTC_USD,L2.BTC_USD,L1.Mining_Difficulty,L2.Mining_Difficulty,L1.USD_OnChain_Volume,L2.USD_OnChain_Volume,L1.GDP_usa,L2.GDP_usa,L1.HashRate,L2.HashRate,L1.M2_Liquidity,L2.M2_Liquidity,L1.Dollar_Index,L2.Dollar_Index,L1.QQQ,L2.QQQ,L1.GLD,L2.GLD,L1.TLT,L2.TLT,L1.10YR_USA,L2.10YR_USA,L1.VIX,L2.VIX,L1.OIL_USD,L2.OIL_USD,L1.Miners_Revenue_USD,L2.Miners_Revenue_USD,L1.Nr_Tx_Block,L2.Nr_Tx_Block,L1.Nr_Transactions,L2.Nr_Transactions,L1.Nr_Addresses,L2.Nr_Addresses,L1.BTC_PageViews,L2.BTC_PageViews,L1.Crypto_PageViews,L2.Crypto_PageViews,L1.BTC_Supply,L2.BTC_Supply
2020-05-15,4.306879066444879,3.969028509237686,13.20695553769516,9.196012808702891,4.316257264278175,8.000311669471724,4.2473299361283265,2.001733719409407,2.3377592987029,2.2146584194761005,2.176507576414985,-0.19382003572335105,1.5036545109308765,1.4687902666030481,6.9527915946473975,3.3953501606481673,5.4922601736562235,5.809227638593788,3.8717480189918714,1.462397997898956,7.264305336497061,4.307277753297331,4.307625340006856,3.9915884274322337,3.9459174195244118,13.20695553769516,13.202996213394766,9.41184379668367,9.296101801264252,4.313450798667692,4.310626079301156,8.040122223620074,8.048661444818649,4.243937966504898,4.23851528929705,1.998825833658733,1.9947569580022186,2.3408411181695707,2.316778096393036,2.205258507046966,2.2035224135046185,2.1693368737399075,2.1797258327131344,-0.16621563718578242,-0.192464958705917,1.4468477030505822,1.5704261623220614,1.3933996912752313,1.3508292794918468,7.261782417211125,7.244979343048709,3.373321496286521,3.3829923774552575,5.510042063442929,5.532211490110638,5.826646787106554,5.832926401080265,3.9745116927373285,3.910410939914688,1.380211241711606,1.414973347970818,7.26409763091826,7.26378130219693
2020-05-22,4.306810216363362,3.962404380920843,13.180069741616153,9.117031280057745,4.319045710535633,7.921838839171315,4.250551734586597,1.9993915643735303,2.350014301311582,2.21274678264937,2.173475083390892,-0.1824346269729967,1.4496326481168047,1.5217916496391235,6.890442756688823,3.3999448662809675,5.445267845067624,5.7954712407768385,3.8309733973226505,1.3979400086720377,7.264427608827964,4.306879066444879,4.307277753297331,3.969028509237686,3.9915884274322337,13.20695553769516,13.20695553769516,9.196012808702891,9.41184379668367,4.316257264278175,4.313450798667692,8.000311669471724,8.040122223620074,4.2473299361283265,4.243937966504898,2.001733719409407,1.998825833658733,2.3377592987029,2.3408411181695707,2.2146584194761005,2.205258507046966,2.176507576414985,2.1693368737399075,-0.19382003572335105,-0.16621563718578242,1.5036545109308765,1.4468477030505822,1.4687902666030481,1.3933996912752313,6.9527915946473975,7.261782417211125,3.3953501606481673,3.373321496286521,5.4922601736562235,5.510042063442929,5.809227638593788,5.826646787106554,3.8717480189918714,3.9745116927373285,1.462397997898956,1.380211241711606,7.264305336497061,7.26409763091826
2020-05-29,4.305432013883946,3.9742638485085875,13.180069741616153,9.218169146081742,4.321816367356805,7.9803195813406145,4.249934199228462,1.9927301877813348,2.3569553590420123,2.211947753442087,2.168302618853716,-0.18842499285108724,1.439490594002992,1.550106019887149,6.930783182996917,3.344840773270052,5.448644494226008,5.771597033785098,3.760422483423212,1.2304489213782739,7.264557522372929,4.306810216363362,4.306879066444879,3.962404380920843,3.969028509237686,13.180069741616153,13.20695553769516,9.117031280057745,9.196012808702891,4.319045710535633,4.316257264278175,7.921838839171315,8.000311669471724,4.250551734586597,4.2473299361283265,1.9993915643735303,2.001733719409407,2.350014301311582,2.3377592987029,2.21274678264937,2.2146584194761005,2.173475083390892,2.176507576414985,-0.1824346269729967,-0.19382003572335105,1.4496326481168047,1.5036545109308765,1.5217916496391235,1.4687902666030481,6.890442756688823,6.9527915946473975,3.3999448662809675,3.3953501606481673,5.445267845067624,5.4922601736562235,5.7954712407768385,5.809227638593788,3.8309733973226505,3.8717480189918714,1.3979400086720377,1.462397997898956,7.264427608827964,7.264305336497061
2020-06-05,4.304294107288838,3.983266255277064,13.137744930476126,9.254815776512562,4.324569460285897,8.087044080224524,4.253117409144024,1.9865030263243229,2.3685789338372514,2.1986845579790426,2.148534508178111,-0.04383157708425583,1.3895204739542173,1.5971464794559356,7.063449056179963,3.261803613677735,5.514656644657628,5.80835751414311,3.7491950422196725,1.1139433523068367,7.264710711366538,4.305432013883946,4.306810216363362,3.9742638485085875,3.962404380920843,13.180069741616153,13.180069741616153,9.218169146081742,9.117031280057745,4.321816367356805,4.319045710535633,7.9803195813406145,7.921838839171315,4.249934199228462,4.250551734586597,1.9927301877813348,1.9993915643735303,2.3569553590420123,2.350014301311582,2.211947753442087,2.21274678264937,2.168302618853716,2.173475083390892,-0.18842499285108724,-0.1824346269729967,1.439490594002992,1.4496326481168047,1.550106019887149,1.5217916496391235,6.930783182996917,6.890442756688823,3.344840773270052,3.3999448662809675,5.448644494226008,5.445267845067624,5.771597033785098,5.7954712407768385,3.760422483423212,3.8309733973226505,1.2304489213782739,1.3979400086720377,7.264557522372929,7.264427608827964
2020-06-12,4.304692429922698,3.9760852859855853,13.137744930476126,9.07552540400041,4.327305210604764,8.046378653648588,4.255819853638765,1.9882020988969213,2.3616200938075216,2.2111739436884097,2.165422266793291,-0.15552282366179285,1.5573868838956966,1.559427779656101,6.994155838914681,3.290613557881111,5.502801162285068,5.802886558805601,3.743588150159904,1.2304489213782739,7.264886118707594,4.304294107288838,4.305432013883946,3.983266255277064,3.9742638485085875,13.137744930476126,13.180069741616153,9.254815776512562,9.218169146081742,4.324569460285897,4.321816367356805,8.087044080224524,7.9803195813406145,4.253117409144024,4.249934199228462,1.9865030263243229,1.9927301877813348,2.3685789338372514,2.3569553590420123,2.1986845579790426,2.211947753442087,2.148534508178111,2.168302618853716,-0.04383157708425583,-0.18842499285108724,1.3895204739542173,1.439490594002992,1.5971464794559356,1.550106019887149,7.063449056179963,6.930783182996917,3.261803613677735,3.344840773270052,5.514656644657628,5.448644494226008,5.80835751414311,5.771597033785098,3.7491950422196725,3.760422483423212,1.1139433523068367,1.2304489213782739,7.264710711366538,7.264557522372929
2020-06-19,4.304632511963484,3.9685683980935176,13.198237551219062,9.367953848158646,4.330023835439636,8.046972014370624,4.2579352366344425,1.9895388155395703,2.3767457407931194,2.2149232816628994,2.1656631213903914,-0.15676720526366406,1.5455544940257346,1.599337132992489,6.941317570686799,3.3844493339197785,5.536737678302835,5.828692113031897,3.681331705969166,1.3424226808222062,7.265036537871358,4.304692429922698,4.304294107288838,3.9760852859855853,3.983266255277064,13.137744930476126,13.137744930476126,9.07552540400041,9.254815776512562,4.327305210604764,4.324569460285897,8.046378653648588,8.087044080224524,4.255819853638765,4.253117409144024,1.9882020988969213,1.9865030263243229,2.3616200938075216,2.3685789338372514,2.2111739436884097,2.1986845579790426,2.165422266793291,2.148534508178111,-0.15552282366179285,-0.04383157708425583,1.5573868838956966,1.3895204739542173,1.559427779656101,1.5971464794559356,6.994155838914681,7.063449056179963,3.290613557881111,3.261803613677735,5.502801162285068,5.514656644657628,5.802886558805601,5.80835751414311,3.743588150159904,3.7491950422196725,1.2304489213782739,1.1139433523068367,7.264886118707594,7.264710711366538
2020-06-26,4.303897936425599,3.9618039587480824,13.198237551219062,9.297139816768306,4.332725547864528,8.109527518035266,4.257707366919088,1.9890046156985368,2.3702927085652044,2.2215185428141995,2.173245149612828,-0.19654289965524063,1.5407047775864826,1.5853479300332465,6.99784213942594,3.304171215320915,5.519015063368612,5.8103071349399285,3.6935510855959133,1.1760912590556813,7.265188084098978,4.304632511963484,4.304692429922698,3.9685683980935176,3.9760852859855853,13.198237551219062,13.137744930476126,9.367953848158646,9.07552540400041,4.330023835439636,4.327305210604764,8.046972014370624,8.046378653648588,4.2579352366344425,4.255819853638765,1.9895388155395703,1.9882020988969213,2.3767457407931194,2.3616200938075216,2.2149232816628994,2.2111739436884097,2.1656631213903914,2.165422266793291,-0.15676720526366406,-0.15552282366179285,1.5455544940257346,1.5573868838956966,1.599337132992489,1.559427779656101,6.941317570686799,6.994155838914681,3.3844493339197785,3.290613557881111,5.536737678302835,5.502801162285068,5.828692113031897,5.802886558805601,3.681331705969166,3.743588150159904,1.3424226808222062,1.2304489213782739,7.265036537871358,7.264886118707594
2020-07-03,4.304054985241486,3.957437749842197,13.198223057957602,9.065477313341638,4.335410557001446,8.106856781130062,4.259008213824555,1.9882020988969213,2.3914114102852007,2.22266444560554,2.169369359260454,-0.17457386304018885,1.4421660905728761,1.609060566232197,6.9944816081107914,3.3076521978225135,5.519839802226472,5.820499647101285,3.70104963072914,1.0791812460476249,7.265345618418094,4.303897936425599,4.304632511963484,3.9618039587480824,3.9685683980935176,13.198237551219062,13.198237551219062,9.297139816768306,9.367953848158646,4.332725547864528,4.330023835439636,8.109527518035266,8.046972014370624,4.257707366919088,4.2579352366344425,1.9890046156985368,1.9895388155395703,2.3702927085652044,2.3767457407931194,2.2215185428141995,2.2149232816628994,2.173245149612828,2.1656631213903914,-0.19654289965524063,-0.15676720526366406,1.5407047775864826,1.5455544940257346,1.5853479300332465,1.599337132992489,6.99784213942594,6.941317570686799,3.304171215320915,3.3844493339197785,5.519015063368612,5.536737678302835,5.8103071349399285,5.828692113031897,3.6935510855959133,3.681331705969166,1.1760912590556813,1.3424226808222062,7.265188084098978,7.265036537871358
2020-07-10,4.302673245546896,3.9679488583518623,13.198223057957602,9.093385878842122,4.335991752337456,8.101495052757956,4.263366177818058,1.9852018652210723,2.4112380088029823,2.2283746966887628,2.176583263727454,-0.19859627885944856,1.4360035502396462,1.6079908503760183,6.99218802055648,3.3322452019864497,5.539071078018299,5.833608583545313,3.736953953783146,1.3424226808222062,7.265509281579133,4.304054985241486,4.303897936425599,3.957437749842197,3.9618039587480824,13.198223057957602,13.198237551219062,9.065477313341638,9.297139816768306,4.335410557001446,4.332725547864528,8.106856781130062,8.109527518035266,4.259008213824555,4.257707366919088,1.9882020988969213,1.9890046156985368,2.3914114102852007,2.3702927085652044,2.22266444560554,2.2215185428141995,2.169369359260454,2.173245149612828,-0.17457386304018885,-0.19654289965524063,1.4421660905728761,1.5407047775864826,1.609060566232197,1.5853479300332465,6.9944816081107914,6.99784213942594,3.3076521978225135,3.304171215320915,5.519839802226472,5.519015063368612,5.820499647101285,5.8103071349399285,3.70104963072914,3.6935510855959133,1.0791812460476249,1.1760912590556813,7.265345618418094,7.265188084098978
2020-07-17,4.3019732007247695,3.961743254277752,13.239198061965698,9.041781705380364,4.336572170927177,8.00752618804033,4.263441953564539,1.9819997251814652,2.4036870186432777,2.230755361576793,2.1777567799142967,-0.20204034175347155,1.409595024557881,1.6084190529499063,6.871526958966945,3.3963279225064333,5.468209929812559,5.7990647193510085,3.960518342780708,1.255272505103306,7.265655215325817,4.302673245546896,4.304054985241486,3.9679488583518623,3.957437749842197,13.198223057957602,13.198223057957602,9.093385878842122,9.065477313341638,4.335991752337456,4.335410557001446,8.101495052757956,8.106856781130062,4.263366177818058,4.259008213824555,1.9852018652210723,1.9882020988969213,2.4112380088029823,2.3914114102852007,2.2283746966887628,2.22266444560554,2.176583263727454,2.169369359260454,-0.19859627885944856,-0.17457386304018885,1.4360035502396462,1.4421660905728761,1.6079908503760183,1.609060566232197,6.99218802055648,6.9944816081107914,3.3322452019864497,3.3076521978225135,5.539071078018299,5.519839802226472,5.833608583545313,5.820499647101285,3.736953953783146,3.70104963072914,1.3424226808222062,1.0791812460476249,7.265509281579133,7.265345618418094
