Date,BalanceSheet_global,BTC_USD,Mining_Difficulty,USD_OnChain_Volume,GDP_usa,HashRate,M2_Liquidity,Dollar_Index,QQQ,GLD,TLT,10YR_USA,VIX,OIL_USD,Miners_Revenue_USD,Nr_Tx_Block,Nr_Transactions,Nr_Addresses,BTC_Supply,L1.BalanceSheet_global,L2.BalanceSheet_global,L1.BTC_USD,L2.BTC_USD,L1.Mining_Difficulty,L2.Mining_Difficulty,L1.USD_OnChain_Volume,L2.USD_OnChain_Volume,L1.GDP_usa,L2.GDP_usa,L1.HashRate,L2.HashRate,L1.M2_Liquidity,L2.M2_Liquidity,L1.Dollar_Index,L2.Dollar_Index,L1.QQQ,L2.QQQ,L1.GLD,L2.GLD,L1.TLT,L2.TLT,L1.10YR_USA,L2.10YR_USA,L1.VIX,L2.VIX,L1.OIL_USD,L2.OIL_USD,L1.Miners_Revenue_USD,L2.Miners_Revenue_USD,L1.Nr_Tx_Block,L2.Nr_Tx_Block,L1.Nr_Transactions,L2.Nr_Transactions,L1.Nr_Addresses,L2.Nr_Addresses,L1.BTC_Supply,L2.BTC_Supply
2012-11-30,4.114747065197106,1.0993352776859577,6.536420678693816,6.454577019560319,4.219075678137067,1.3434565077615694,4.013317634342417,1.903903534958171,1.7718143869620842,2.2202388879161057,1.9666954166022677,0.20574552650067715,1.2005769236230863,1.9489506281336806,4.686283119888792,2.376693726427896,4.473603739435952,4.4623380910801975,7.021551060425219,4.112875027962827,4.113486197238783,1.0916669575956846,1.070037866607755,6.527470992258438,6.527470992258438,6.390195277634679,6.727452618629702,4.218615959996486,4.218155754710092,1.3852851132619186,1.373136223682324,4.014474334759592,4.014566737841197,1.9041202266984125,1.9098768294074873,1.7658329946300577,1.7480764811389797,2.2294514557145972,2.219794039475791,1.9646720736002643,1.9721594723047953,0.2286569475894158,0.1970047282861814,1.1801258850123482,1.2151085770148191,1.9458623184843542,1.937868787388632,5.076451710788428,5.07328581130731,2.2976464041290035,2.4346349681494144,4.509834008532962,4.596002970384389,4.418765174994478,4.556652208264427,7.019708106775634,7.017548758026703
2012-12-07,4.115147216874592,1.130333768495006,6.536420678693816,6.6061516445167126,4.219534910162071,1.3262884826245553,4.017488274960921,1.9053640588785938,1.7660338076288356,2.2179048838323197,1.9662942300053392,0.21138754606363303,1.201397113900942,1.9341448133348504,4.733437273529289,2.396523719798261,4.50711343009751,4.4774830160749435,7.022538683645355,4.114747065197106,4.112875027962827,1.0993352776859577,1.0916669575956846,6.536420678693816,6.527470992258438,6.454577019560319,6.390195277634679,4.219075678137067,4.218615959996486,1.3434565077615694,1.3852851132619186,4.013317634342417,4.014474334759592,1.903903534958171,1.9041202266984125,1.7718143869620842,1.7658329946300577,2.2202388879161057,2.2294514557145972,1.9666954166022677,1.9646720736002643,0.20574552650067715,0.2286569475894158,1.2005769236230863,1.1801258850123482,1.9489506281336806,1.9458623184843542,4.686283119888792,5.076451710788428,2.376693726427896,2.2976464041290035,4.473603739435952,4.509834008532962,4.4623380910801975,4.418765174994478,7.021551060425219,7.019708106775634
2012-12-14,4.11578545551098,1.1335389083702174,6.5276533288516365,6.62617073359319,4.219993657098472,1.2411327869189204,4.019623017934407,1.9009130594125334,1.7644255526574273,2.215187982417247,1.9633875854614193,0.23248785228847865,1.2304489213782739,1.938169363199933,4.592863456805065,2.565914614369515,4.591220479634285,4.507990724819692,7.023483953040663,4.115147216874592,4.114747065197106,1.130333768495006,1.0993352776859577,6.536420678693816,6.536420678693816,6.6061516445167126,6.454577019560319,4.219534910162071,4.219075678137067,1.3262884826245553,1.3434565077615694,4.017488274960921,4.013317634342417,1.9053640588785938,1.903903534958171,1.7660338076288356,1.7718143869620842,2.2179048838323197,2.2202388879161057,1.9662942300053392,1.9666954166022677,0.21138754606363303,0.20574552650067715,1.201397113900942,1.2005769236230863,1.9341448133348504,1.9489506281336806,4.733437273529289,4.686283119888792,2.396523719798261,2.376693726427896,4.50711343009751,4.473603739435952,4.4774830160749435,4.4623380910801975,7.022538683645355,7.021551060425219
2012-12-21,4.117236096484988,1.130333768495006,6.5276533288516365,6.5451161724264475,4.220451919969989,1.306884817936592,4.0223004973860546,1.9010221882295586,1.7702481593984258,2.20501479752888,1.9586181263442741,0.2440295762788946,1.2513948537546826,1.9477277449018884,4.66676122370648,2.5487695190266564,4.649140064144219,4.545566873074014,7.024367636856776,4.11578545551098,4.115147216874592,1.1335389083702174,1.130333768495006,6.5276533288516365,6.536420678693816,6.62617073359319,6.6061516445167126,4.219993657098472,4.219534910162071,1.2411327869189204,1.3262884826245553,4.019623017934407,4.017488274960921,1.9009130594125334,1.9053640588785938,1.7644255526574273,1.7660338076288356,2.215187982417247,2.2179048838323197,1.9633875854614193,1.9662942300053392,0.23248785228847865,0.21138754606363303,1.2304489213782739,1.201397113900942,1.938169363199933,1.9341448133348504,4.592863456805065,4.733437273529289,2.565914614369515,2.396523719798261,4.591220479634285,4.50711343009751,4.507990724819692,4.4774830160749435,7.023483953040663,7.022538683645355
2012-12-28,4.120437748666168,1.130333768495006,6.474163302706644,6.4984385611847095,4.2209096997971045,1.4161220892892994,4.0232318764690875,1.9013493270789976,1.7606850488234576,2.20558324047833,1.9633221525650033,0.23325000082671227,1.3564083139137013,1.958085863117578,4.794702172988996,2.445180303516477,4.6730670081301495,4.523069792824996,7.025403160911964,4.117236096484988,4.11578545551098,1.130333768495006,1.1335389083702174,6.5276533288516365,6.5276533288516365,6.5451161724264475,6.62617073359319,4.220451919969989,4.219993657098472,1.306884817936592,1.2411327869189204,4.0223004973860546,4.019623017934407,1.9010221882295586,1.9009130594125334,1.7702481593984258,1.7644255526574273,2.20501479752888,2.215187982417247,1.9586181263442741,1.9633875854614193,0.2440295762788946,0.23248785228847865,1.2513948537546826,1.2304489213782739,1.9477277449018884,1.938169363199933,4.66676122370648,4.592863456805065,2.5487695190266564,2.565914614369515,4.649140064144219,4.591220479634285,4.545566873074014,4.507990724819692,7.024367636856776,7.023483953040663
2013-01-04,4.121846124839502,1.130333768495006,6.474163302706644,6.621564465699784,4.221366997597081,1.3198285341305298,4.025948636854728,1.9057958803678685,1.7796704916463557,2.2053126599182433,1.9456756272754205,0.2821687696534564,1.1408221777135015,1.9689030132189218,4.825584744429431,2.5018465302139004,4.686537961031499,4.567202872758484,7.026526114743434,4.120437748666168,4.117236096484988,1.130333768495006,1.130333768495006,6.474163302706644,6.5276533288516365,6.4984385611847095,6.5451161724264475,4.2209096997971045,4.220451919969989,1.4161220892892994,1.306884817936592,4.0232318764690875,4.0223004973860546,1.9013493270789976,1.9010221882295586,1.7606850488234576,1.7702481593984258,2.20558324047833,2.20501479752888,1.9633221525650033,1.9586181263442741,0.23325000082671227,0.2440295762788946,1.3564083139137013,1.2513948537546826,1.958085863117578,1.9477277449018884,4.794702172988996,4.66676122370648,2.445180303516477,2.5487695190266564,4.6730670081301495,4.649140064144219,4.523069792824996,4.545566873074014,7.025403160911964,7.024367636856776
2013-01-11,4.1190239649305544,1.1504494094608806,6.51182316820104,6.5840333689703545,4.2215284997433145,1.2910546572859944,4.026541435556155,1.9006947611254839,1.78375752515694,2.206987688173214,1.9509620672268626,0.27300127206373764,1.1258064469791091,1.9710902018043956,4.670586887397227,2.654028369074782,4.722214230820944,4.67347248606407,7.027526959444489,4.121846124839502,4.120437748666168,1.130333768495006,1.130333768495006,6.474163302706644,6.474163302706644,6.621564465699784,6.4984385611847095,4.221366997597081,4.2209096997971045,1.3198285341305298,1.4161220892892994,4.025948636854728,4.0232318764690875,1.9057958803678685,1.9013493270789976,1.7796704916463557,1.7606850488234576,2.2053126599182433,2.20558324047833,1.9456756272754205,1.9633221525650033,0.2821687696534564,0.23325000082671227,1.1408221777135015,1.3564083139137013,1.9689030132189218,1.958085863117578,4.825584744429431,4.794702172988996,2.5018465302139004,2.445180303516477,4.686537961031499,4.6730670081301495,4.567202872758484,4.523069792824996,7.026526114743434,7.025403160911964
2013-01-18,4.119841830981404,1.1958996524092338,6.51182316820104,6.668447572764222,4.221689941853676,1.3051792999776,4.023758498552426,1.90336135281199,1.7825289265129989,2.2124273229747122,1.9516498893321286,0.265525348028625,1.0955180436527672,1.980276129982306,4.711608476206217,2.6086409438361406,4.691426314152591,4.633529050582159,7.028439073678682,4.1190239649305544,4.121846124839502,1.1504494094608806,1.130333768495006,6.51182316820104,6.474163302706644,6.5840333689703545,6.621564465699784,4.2215284997433145,4.221366997597081,1.2910546572859944,1.3198285341305298,4.026541435556155,4.025948636854728,1.9006947611254839,1.9057958803678685,1.78375752515694,1.7796704916463557,2.206987688173214,2.2053126599182433,1.9509620672268626,1.9456756272754205,0.27300127206373764,0.2821687696534564,1.1258064469791091,1.1408221777135015,1.9710902018043956,1.9689030132189218,4.670586887397227,4.825584744429431,2.654028369074782,2.5018465302139004,4.722214230820944,4.686537961031499,4.67347248606407,4.567202872758484,7.027526959444489,7.026526114743434
2013-01-25,4.120337136688762,1.2405492482825997,6.47257733274864,6.89707424697011,4.221851323972786,1.3120382517712417,4.020154031638333,1.9017306917292187,1.7820753972560035,2.205880713387548,1.944316480678591,0.2893659574763304,1.1102529289207557,1.9817280129208001,4.901702958790912,2.5491196600568684,4.685840227213275,4.5910423349435225,7.029433495469207,4.119841830981404,4.1190239649305544,1.1958996524092338,1.1504494094608806,6.51182316820104,6.51182316820104,6.668447572764222,6.5840333689703545,4.221689941853676,4.2215284997433145,1.3051792999776,1.2910546572859944,4.023758498552426,4.026541435556155,1.90336135281199,1.9006947611254839,1.7825289265129989,1.78375752515694,2.2124273229747122,2.206987688173214,1.9516498893321286,1.9509620672268626,0.265525348028625,0.27300127206373764,1.0955180436527672,1.1258064469791091,1.980276129982306,1.9710902018043956,4.711608476206217,4.670586887397227,2.6086409438361406,2.654028369074782,4.691426314152591,4.722214230820944,4.633529050582159,4.67347248606407,7.028439073678682,7.027526959444489
2013-02-01,4.123168242424077,1.3117538610557542,6.47257733274864,7.006005604648493,4.2220126461452105,1.3537148823347447,4.016958166440612,1.8983411506532588,1.7863327732414132,2.2080380411440657,1.9360199871463861,0.3031960553599143,1.1105896974565979,1.9902056002733024,4.94123746632253,2.6063374859004735,4.77365482064865,4.696915281411643,7.030553173464548,4.120337136688762,4.119841830981404,1.2405492482825997,1.1958996524092338,6.47257733274864,6.51182316820104,6.89707424697011,6.668447572764222,4.221851323972786,4.221689941853676,1.3120382517712417,1.3051792999776,4.020154031638333,4.023758498552426,1.9017306917292187,1.90336135281199,1.7820753972560035,1.7825289265129989,2.205880713387548,2.2124273229747122,1.944316480678591,1.9516498893321286,0.2893659574763304,0.265525348028625,1.1102529289207557,1.0955180436527672,1.9817280129208001,1.980276129982306,4.901702958790912,4.711608476206217,2.5491196600568684,2.6086409438361406,4.685840227213275,4.691426314152591,4.5910423349435225,4.633529050582159,7.029433495469207,7.028439073678682
2013-02-08,4.122777809571956,1.3552599055273784,6.51527290831924,6.801957478361537,4.22217390841547,1.3935626150325173,4.019730932653073,1.9044450410769096,1.7884455616885062,2.208360744665621,1.94191844933675,0.2909245585349027,1.1146109995013154,1.9810026954798936,4.961025941014984,2.605790076243414,4.784767023536584,4.652980828263366,7.031686121946179,4.123168242424077,4.120337136688762,1.3117538610557542,1.2405492482825997,6.47257733274864,6.47257733274864,7.006005604648493,6.89707424697011,4.2220126461452105,4.221851323972786,1.3537148823347447,1.3120382517712417,4.016958166440612,4.020154031638333,1.8983411506532588,1.9017306917292187,1.7863327732414132,1.7820753972560035,2.2080380411440657,2.205880713387548,1.9360199871463861,1.944316480678591,0.3031960553599143,0.2893659574763304,1.1105896974565979,1.1102529289207557,1.9902056002733024,1.9817280129208001,4.94123746632253,4.901702958790912,2.6063374859004735,2.5491196600568684,4.77365482064865,4.685840227213275,4.696915281411643,4.5910423349435225,7.030553173464548,7.029433495469207
2013-02-15,4.122751041697709,1.4329692908744058,6.51527290831924,6.93414174801792,4.222335110828031,1.4572316949018944,4.0206471267193935,1.906227272921023,1.7869097869706254,2.192455923195778,1.9396133126360287,0.30254736588379055,1.0955180436527672,1.9816374274209716,5.105162409546895,2.492588724958307,4.7454417559382005,4.588484599044793,7.0327980012646325,4.122777809571956,4.123168242424077,1.3552599055273784,1.3117538610557542,6.51527290831924,6.47257733274864,6.801957478361537,7.006005604648493,4.22217390841547,4.2220126461452105,1.3935626150325173,1.3537148823347447,4.019730932653073,4.016958166440612,1.9044450410769096,1.8983411506532588,1.7884455616885062,1.7863327732414132,2.208360744665621,2.2080380411440657,1.94191844933675,1.9360199871463861,0.2909245585349027,0.3031960553599143,1.1146109995013154,1.1105896974565979,1.9810026954798936,1.9902056002733024,4.961025941014984,4.94123746632253,2.605790076243414,2.6063374859004735,4.784767023536584,4.77365482064865,4.652980828263366,4.696915281411643,7.031686121946179,7.030553173464548
2013-02-22,4.1204391737281245,1.4807253789884878,6.562413216444067,7.005689743532613,4.222496253427317,1.4656852112444225,4.020382002310025,1.9110510382208328,1.7829820099543638,2.184606270152813,1.941584639801463,0.29380436160383283,1.1513698525857836,1.9690895901467453,5.150669754837448,2.5631389315293562,4.79358785290763,4.640858920246602,7.034040578385293,4.122751041697709,4.122777809571956,1.4329692908744058,1.3552599055273784,6.51527290831924,6.51527290831924,6.93414174801792,6.801957478361537,4.222335110828031,4.22217390841547,1.4572316949018944,1.3935626150325173,4.0206471267193935,4.019730932653073,1.906227272921023,1.9044450410769096,1.7869097869706254,1.7884455616885062,2.192455923195778,2.208360744665621,1.9396133126360287,1.94191844933675,0.30254736588379055,0.2909245585349027,1.0955180436527672,1.1146109995013154,1.9816374274209716,1.9810026954798936,5.105162409546895,4.961025941014984,2.492588724958307,2.605790076243414,4.7454417559382005,4.784767023536584,4.588484599044793,4.652980828263366,7.0327980012646325,7.031686121946179
2013-03-01,4.123056631590496,1.5378190950732742,6.640270300732764,6.984721579519797,4.222657336257696,1.5353735064556913,4.0190581035565085,1.9154525888068206,1.7845316307890637,2.1830989470555826,1.9494011380503424,0.2678754298241582,1.1863912059882549,1.9575115129160607,5.116360962910936,2.6279517264462116,4.809795314390984,4.6950874804733065,7.035246575394775,4.1204391737281245,4.122751041697709,1.4807253789884878,1.4329692908744058,6.562413216444067,6.51527290831924,7.005689743532613,6.93414174801792,4.222496253427317,4.222335110828031,1.4656852112444225,1.4572316949018944,4.020382002310025,4.0206471267193935,1.9110510382208328,1.906227272921023,1.7829820099543638,1.7869097869706254,2.184606270152813,2.192455923195778,1.941584639801463,1.9396133126360287,0.29380436160383283,0.30254736588379055,1.1513698525857836,1.0955180436527672,1.9690895901467453,1.9816374274209716,5.150669754837448,5.105162409546895,2.5631389315293562,2.492588724958307,4.79358785290763,4.7454417559382005,4.640858920246602,4.588484599044793,7.034040578385293,7.0327980012646325
2013-03-08,4.122825730323209,1.645225711535416,6.640270300732764,7.03833332816508,4.222818359363489,1.5010692752857062,4.024161262409237,1.9175054935264089,1.7933996374749803,2.183867496245842,1.9339720717093198,0.3130231091145548,1.1000257353714114,1.9635517191601584,5.258144670151646,2.54295762399669,4.747077606652614,4.661982963713096,7.036345393766419,4.123056631590496,4.1204391737281245,1.5378190950732742,1.4807253789884878,6.640270300732764,6.562413216444067,6.984721579519797,7.005689743532613,4.222657336257696,4.222496253427317,1.5353735064556913,1.4656852112444225,4.0190581035565085,4.020382002310025,1.9154525888068206,1.9110510382208328,1.7845316307890637,1.7829820099543638,2.1830989470555826,2.184606270152813,1.9494011380503424,1.941584639801463,0.2678754298241582,0.29380436160383283,1.1863912059882549,1.1513698525857836,1.9575115129160607,1.9690895901467453,5.116360962910936,5.150669754837448,2.6279517264462116,2.5631389315293562,4.809795314390984,4.79358785290763,4.6950874804733065,4.640858920246602,7.035246575394775,7.034040578385293
