Date,JPY_EUR,BTC_PageViews,Crypto_PageViews,BTC_Supply,BTC_USD,Mining_Difficulty,USD_OnChain_Volume,M2_Liquidity,EUR_USD,JPY_USD,SPY,QQQ,EXSA,JPXN,IWDA,GLD,SLV,TLT,BND,Nr_Transactions,Nr_Addresses
2010-09-24,0.0088799996301531,,,4091750.0,1.165714320627842e-07,9.694689495631792e-12,-1.1680406905023588e-06,-0.008557513865344424,0.2158283773149583,0.11001133982813949,0.01474093453266545,0.012405778336885387,0.007911847878137257,0.04504261970632184,-0.010620442257469387,0.07794084239535193,0.11581904582666423,0.06319314781634189,0.027030610905720565,0.0009556968873714045,0.0007166086710455044
2010-10-01,0.0087799998000264,,,4157600.0,-1.2767347290498776e-08,1.89610549483632e-11,3.9430088794034646e-07,-0.009960384990810756,0.26897406886407627,0.07939411686224873,-0.0013287029191353383,-0.0048285884751402275,-0.03639343020320385,0.0,-0.020252914486799778,0.0804784383534708,0.10295026295703494,0.05180277230362673,0.03459171102564307,0.000566591726084642,0.00036376074672372916
2010-10-08,0.0087099997326731,,,4206900.0,1.3810939190062044e-06,0.0,2.2846338620929885e-06,0.020902779769447433,0.27149902097646916,0.10310868713268206,0.012210288360628985,0.005497074329391394,0.026898570727701188,0.09074940716377222,0.010867481873507279,0.09969170440453501,0.17372872214798699,-0.01351740408214841,0.04793985726491834,-0.0015086358007794232,-0.0007929984278576274
2010-10-15,0.0087200002744793,,,4267300.0,1.0075102343520825e-06,2.8078650515794834e-12,-1.4472496763229259e-06,0.005284147905923131,0.12788046442464474,0.08087964549866689,0.007338917501739317,0.012925718914848394,0.02531705718105659,-0.00993451703820547,0.003704746278507809,0.07322769005504914,0.16407721169976247,-0.1369106557418598,-0.051066993376155834,-0.0002389242218427956,-0.0001855179808289975
2010-10-22,0.008840000256896,,,4349150.0,2.2204082306132022e-07,3.647071533663393e-11,-5.673744241097012e-07,0.005401053833045122,-0.1376881996206254,0.015310278119426535,0.004112120946492714,0.0011143143488436813,0.0166144525295977,-0.003975564906388174,0.008891541817230841,-0.14319342842290028,-0.15925130306765645,0.03847293485718084,0.029184652050308513,0.0018704353367127169,0.0013131762956721804
2010-10-29,0.0088900001719594,,,4423100.0,4.496326665770489e-06,0.0,2.7471333995388036e-06,-0.016530498095077784,-0.12323798122387619,-0.034044938630428234,0.0008859472888687048,0.004011396789827426,-0.01582283972729215,-0.04371884221804301,-0.0022228854543075993,0.10476689632077046,0.2268124898372066,-0.03327378636041556,0.0083415667808997,-0.0009215648556797351,-0.0008075488577263812
2010-11-05,0.0087000001221895,,,4492800.0,4.102204204881055e-06,4.459366209630389e-11,-5.812046345310407e-07,0.00879132571958885,0.3993826601103918,0.0816418539089987,0.026761176828586697,0.011068485518836324,0.04667712038681637,0.0881008754699335,0.02371071536727687,0.1363061025864919,0.3265457871888231,-0.07374883269970844,0.014416677114206244,-0.00017066015845901283,-0.00018915558829624146
2010-11-12,0.0089100003242492,,,4569900.0,2.386938847687148e-07,6.833544841100547e-11,-1.9706781847483867e-06,0.014776909188244813,-0.5388254157252932,-0.14642290223988863,-0.01594281549580434,-0.008617167350535526,-0.010284546212595558,-0.025171957767775588,0.004939755922684919,-0.09751670117678168,-0.10938480779984161,-0.07545565088365769,-0.08047120656514561,-0.0010649193887855013,-0.0006365813067663595
2010-11-19,0.0087599996477365,,,4646400.0,6.550204278976679e-07,1.102429258992288e-10,6.312814705422554e-07,0.004535949972340969,0.032203192678984305,-0.0979093369052495,0.000569328427214133,-0.000297186885440226,0.0023731263489497056,0.08545006476910522,0.0004939850140688318,-0.054014977158416466,0.19624901546584306,0.027121906316924793,-0.008364401139324018,0.06379959363838639,0.00031647184964955777
2010-11-26,0.0089600002393126,,,4701950.0,2.4424490530083887e-07,0.0,6.290171725265026e-06,-0.005564722131016442,-0.28189196091601065,-0.007683749652378724,-0.009426309725411697,0.0022286929195967087,-0.028480726296082892,-0.06822760895197089,0.01358425812387698,0.032989024032746284,-0.09812466114091412,0.016689992492555206,0.006271837113567713,-0.056782047922544265,0.002011596929381465
2010-12-03,0.0090300003066658,,,4768350.0,-1.8540408721623436e-06,5.729861030090433e-11,-6.0166402686689935e-06,0.00488666775370783,-0.10986398927234653,-0.010135371893442269,0.02587529182948045,0.008171242523078881,0.04509539283292585,0.10929661718646666,0.015066213166084585,0.17980782660485717,0.3973242463797768,-0.06436286072575359,-0.036700668949753545,-0.006348557894682028,-0.001724225939469859
2010-12-10,0.009010000154376,,,4846150.0,-2.6089796701933565e-06,1.9743551238349255e-10,-1.0801963161721773e-06,0.010264340401328065,0.023147863581876926,-0.005693785712312938,0.010059422869196366,0.004605866893572008,0.03322783502296556,-0.017222130244707312,0.02124088451493833,-0.09642919956290497,-0.09973329735161607,-0.060712378504218956,-0.09745528526103753,-7.509046972198341e-05,7.275214934487906e-05
2010-12-17,0.0089900000020861,,,4905800.0,1.9983674069967705e-06,0.0,2.1236328850982034e-07,0.0045125687869165265,-0.001867787291853995,-0.019814085395241543,0.002996698173394874,0.001025784446827549,-0.020569520439682742,0.023184338100795454,0.007409586775023014,-0.04386459332594567,0.08525587827128556,0.0031416456456574426,0.012571778052886895,0.0006075501641147341,0.00037467356912523897
2010-12-24,0.0091700004413723,,,4963300.0,4.4408164601161815e-07,1.0558909302460506e-10,-3.0164809339261467e-07,0.0020575443173507235,-0.10013244709903835,0.08805173775602704,0.008267907016341614,0.0016375302441826722,0.04034764208430586,0.04067474002536953,0.01778308363446146,0.016675946670163366,0.016086055291031798,-0.010815069294042967,-0.004187470036988605,0.00047102203734739057,0.0003892239989942148
2010-12-31,0.0092200003564357,,,5020500.0,2.8865306989089845e-06,0.0,5.324247707161334e-07,0.004115088634700781,0.15453638175864604,0.13580198358944728,0.000954154578562294,-0.002084193623596464,-0.02689878473494689,0.05887098297173243,-0.0108674818735075,0.14718111872525902,0.25255005557646637,0.05276696413359283,0.04781573203451517,0.0001638337521208122,4.728889707417139e-05
2011-01-07,0.009239999577403,,,5076100.0,1.1102041150845565e-06,8.624656544498066e-11,7.3168491065978e-07,0.003203222403147965,-0.28522223094856447,-0.15995432370493212,0.008840038482858192,0.010494983868489127,0.022152104022556518,0.013379724460971909,0.028650565507969183,-0.18633283628811742,-0.33458866142634713,-0.061968807556816996,-0.007388378690824204,0.003174278947341014,0.0010221676982933303
2011-01-14,0.0090500004589557,,,5136250.0,4.440816460005159e-06,0.0,5.898899968492799e-06,-0.00028057422509331076,0.33141954212470426,0.04655082312359804,0.013737259593092466,0.008410950799665917,0.022151890015309927,0.06154718832186856,-0.00765662639106135,-0.0322638385720177,-0.05790967632132449,-0.017858559373643113,0.012663700982949333,0.0016519903338849673,0.00033102227951831154
2011-01-21,0.0089499996975064,,,5195350.0,1.1046530945524324e-06,1.0076695033944816e-10,-4.550703355588048e-06,0.005330910276772016,0.10185525600053325,-0.013733084477401958,-0.005914662087270761,-0.009825277797960386,-0.015031440932232298,-0.08629915765878327,-0.019017999060630952,-0.06017767068852853,-0.14638252019802822,-0.01120319088645405,-0.012663700982949333,-0.0006553350084832488,0.0015423455661081054
2011-01-28,0.0087900003418326,,,5254200.0,1.4488163699866163e-06,1.6909751376914528e-10,-2.958085616455719e-07,-0.028080803694749967,0.22641603275688382,0.003037167185987455,-0.004133922363289466,0.0003723907412696015,-0.008702390644214075,0.013380050033398927,-0.003951785894546145,-0.027188646655782356,0.07560406100707451,0.014004084110427861,0.026387735891652442,-0.0005802445387612654,-0.00042560007366643227
2011-02-04,0.0089900000020861,,,5312350.0,2.0261225098905378e-05,0.0,5.386726243838957e-06,-0.00014028711254665538,-0.08746853178934111,0.10885691630292516,0.02181418619829234,0.012281219943733213,0.04984271556705444,0.12376310240884414,0.023710715367277313,0.05002728685605773,0.17694599456939297,-0.09793843454483553,-0.09470637980470586,-0.0008669536049727977,-0.0008512001473333086
2011-02-11,0.0088200001046061,,,5376900.0,1.4377143289334704e-05,1.8852808203462246e-10,1.1823138523214816e-05,0.018447755299881408,-0.02007051205512833,-0.1481478709819033,0.012465302647391763,0.007889886338289465,0.01424004213717267,-0.007358913568019321,0.013337312725845596,0.023926141814152202,0.13029646490699354,0.022837479427471052,-0.0031704628426045822,0.009563795280053355,0.009134032350229804
2011-02-18,0.0088099995627999,,,5451400.0,-9.49779620385005e-06,4.94889462743231e-10,-3.620208831045524e-06,0.0041384698201256676,0.021388016405472943,0.0042960332630945786,0.009030832024712998,0.0021584662617404327,0.02610824196887096,0.0916525450763358,0.00790357178909229,0.11201709146475936,0.4150189378815117,0.0010537730439619253,0.03704786829705875,-0.0020410954951719518,-0.0025026739374585105
2011-02-25,0.0088200001046061,,,5523350.0,6.827755307803329e-07,0.0,-6.236512072210765e-06,0.0,0.17218141592543112,0.10850192273577797,-0.013991277243658784,-0.008038688502214786,-0.05538036706001326,-0.05552670300134366,-0.028156486275892068,0.07141555613487605,0.12386222688017279,0.09802706073522827,0.06245138479103729,2.73056253534687e-05,-0.00012004104641860636
2011-03-04,0.0086899995803833,,,5592100.0,-5.551020575422783e-07,9.048984894732826e-10,4.790233445906011e-06,0.005190623164225361,0.12330041717300921,-0.028245599275272815,0.0008902452824657292,0.0023818942843112367,-0.01424089816615659,-0.016056580955961963,-0.009385526831300117,0.0714155561348761,0.34263122884788544,-0.04136054422434077,-0.014677222998778383,-0.0005324596943925286,-0.0005711043723561904
2011-03-11,0.0087400004267692,,,5659550.0,-1.176816362025157e-06,9.745987350484597e-10,8.378197181024838e-06,0.020598824358929457,-0.13989250609594284,-0.04812523903816435,-0.010366885135796977,-0.011015919886046666,-0.05221584191600348,-0.1712621660770608,-0.02074689950086883,-0.04096440463746365,0.054692403899920805,0.026085514702543833,0.04670445992458716,-0.0006689878211600941,-0.0008111864651936251
2011-03-18,0.0089600002393126,,,5703450.0,-3.5248980649882355e-06,0.0,5.994827984023843e-07,0.0030629352906015317,0.2056216869863854,0.30929661748724313,-0.016058113845779598,-0.014612507363489957,-0.06408254369698163,-0.1237637535536984,-0.03680098847708502,0.005437508069383534,-0.12225328385348533,0.06732228786788741,0.04033016094630115,0.0033244598867852027,-0.00013822908375504817
2011-03-25,0.0087099997326731,,,5753500.0,3.7358368468742853e-06,0.0,-3.331803008377321e-06,-0.0009586286024021451,0.12340412434275327,-0.14022245904197295,0.02261149515544081,0.017814483319033902,0.06962083721167756,0.010702867965981966,0.03260225718450771,0.0322638385720177,0.341022899453169,-0.04546981978493636,-0.05625273472369785,-0.002539423157873033,0.003201094571167795
2011-04-01,0.0084699997678399,,,5810750.0,-6.089469570702555e-06,-3.4128688763956916e-10,-5.769426459911742e-06,-0.004839905382858278,-0.01175594845620509,-0.2072190227813513,0.011816741642561635,0.004621312262766741,0.03401923381802541,-0.041476950485556774,0.010126457243400111,-0.002175003227753408,0.0756043678230589,0.014376161306302038,-0.006554631860193227,-0.0028670906621144354,-0.0025717884793359236
2011-04-08,0.0082299998030066,,,5870150.0,-1.3377959586780008e-06,6.32346508488979e-10,1.6161298415084957e-06,0.020037675908742836,0.12727092024328446,-0.13476200243483594,-0.0018523729505999231,-0.003801455368216633,0.013449499371096074,-0.09365807122680336,-0.013337312725846262,0.16168206216766895,0.4825798178350764,-0.08176530082642608,-0.028740845801979775,0.0012833643916132509,0.001047630950564038
2011-04-15,0.0082599995657801,,,5927400.0,1.3316898359594376e-05,0.0,3.0993770796516884e-06,0.0016834453505598646,0.11543454581870272,0.09863432376778825,-0.005237883820128797,-0.002236142661079299,-0.028480940303328373,0.021407038221672003,-0.010867387655499883,0.05038960300920589,0.318502606135314,0.09875402470211658,0.06918752052587518,0.0017134279909303274,0.0005820171947577002
2011-04-22,0.008390000090003,,,5983500.0,2.326432722998817e-05,4.731270930591336e-10,3.38615512370799e-05,0.0038812767804567994,0.10908724373567757,0.16395925113201626,0.011114424572885806,0.012596902739061555,0.026898784734947112,0.04014080124505082,0.007162547158984678,0.061265172302405274,0.5951818980563219,-0.0024761851988268635,0.018091837827598933,0.0005392861007309513,0.0009057642593419679
2011-04-29,0.0082599995657801,,,6046900.0,8.16555126588181e-05,0.0,0.00015571180805373785,-0.018143799889363876,0.25662127506362076,0.03278718364432698,0.016926993739784457,0.0055157950159621105,0.030854494666769483,0.08897471186406536,0.004445770908615421,0.20409573141772516,0.21555234317827932,0.04566082450561115,0.05535399779601491,0.009809545908234796,0.008097314222067498
2011-05-06,0.008559999987483,,,6116650.0,3.1751837689220075e-05,8.194167566699662e-10,-7.639040363816019e-05,-0.004348900488945651,-0.26601841452631936,0.10126260947419885,-0.014244360547791546,-0.004546879069849297,-0.015822625720045558,-0.010034793345728987,0.009632472229330613,-0.25629802150153635,-1.9946634925044373,0.05616341007663017,0.04833740930002972,-0.0016656431465618127,0.0005092650454130432
