Date,L1_BTC_Supply,L1_BalanceSheet_FED,L1_BalanceSheet_global,L1_Bitcoin_Wikipedia_Search,L1_Dollar_Index,L1_GLD,L1_HashRate,L1_M2_Liquidity,L1_Miners_Revenue_USD,L1_Mining_Difficulty,L1_Nr_Addresses,L1_Nr_Transactions,L1_OIL_USD,L1_QQQ,L1_TLT,L1_Ten_YR_USA,L1_USD_OnChain_Volume,L1_VIX,BTC_USD
2020-05-15,7.26409763091826,6.827461033919358,4.307277753297331,4.406199423663312,1.998825833658733,2.205258507046966,8.040122223620074,4.243937966504898,8.113813714611814,13.20695553769516,5.80554978999124,5.501783591049144,1.4523998482497649,2.3408411181695707,2.1693368737399075,-0.16621563718578242,10.002940879625445,1.4468477030505822,3.969028509237686
2020-05-22,7.264305336497061,6.840998054688957,4.306879066444879,4.4520779134898465,2.001733719409407,2.2146584194761005,8.000311669471724,4.2473299361283265,7.943422166866998,13.20695553769516,5.797710910281353,5.4825530507206635,1.4687902666030481,2.3377592987029,2.176507576414985,-0.19382003572335105,10.053832790966707,1.5036545109308765,3.962404380920843
2020-05-29,7.264427608827964,6.847403473426479,4.306810216363362,4.350248018334163,1.9993915643735303,2.21274678264937,7.921838839171315,4.250551734586597,7.779982989360682,13.180069741616153,5.765768984608514,5.442544046162319,1.5217916496391235,2.350014301311582,2.173475083390892,-0.1824346269729967,9.961015127271404,1.4496326481168047,3.9742638485085875
2020-06-05,7.264557522372929,6.851094142131955,4.305432013883946,4.270072962969794,1.9927301877813348,2.211947753442087,7.9803195813406145,4.249934199228462,7.75383000889521,13.180069741616153,5.755378126314295,5.438025362984581,1.550106019887149,2.3569553590420123,2.168302618853716,-0.18842499285108724,9.9850566945182,1.439490594002992,3.983266255277064
2020-06-12,7.264710711366538,6.855229347625965,4.304294107288838,4.253168325901442,1.9865030263243229,2.1986845579790426,8.087044080224524,4.253117409144024,7.830757092768311,13.137744930476126,5.7815268356393705,5.4804722145926075,1.5971464794559356,2.3685789338372514,2.148534508178111,-0.04383157708425583,10.089983529250825,1.3895204739542173,3.9760852859855853
2020-06-19,7.264886118707594,6.855454703280316,4.304692429922698,4.249785175832251,1.9882020988969213,2.2111739436884097,8.046378653648588,4.255819853638765,7.872746744546442,13.137744930476126,5.784354782491541,5.488856186378601,1.559427779656101,2.3616200938075216,2.165422266793291,-0.15552282366179285,9.926364440747793,1.5573868838956966,3.9685683980935176
2020-06-26,7.265036537871358,6.850933423862459,4.304632511963484,4.2063940644308735,1.9895388155395703,2.2149232816628994,8.046972014370624,4.2579352366344425,7.799763619627786,13.198237551219062,5.784293106278318,5.487840076011506,1.599337132992489,2.3767457407931194,2.1656631213903914,-0.15676720526366406,9.982520511816423,1.5455544940257346,3.9618039587480824
2020-07-03,7.265188084098978,6.850174441786273,4.303897936425599,4.191283300818515,1.9890046156985368,2.2215185428141995,8.109527518035266,4.257707366919088,7.800592454787779,13.198237551219062,5.782178900021543,5.488369386891114,1.5853479300332465,2.3702927085652044,2.173245149612828,-0.19654289965524063,10.004560983788089,1.5407047775864826,3.957437749842197
2020-07-10,7.265345618418094,6.845658538472588,4.304054985241486,4.170232370181804,1.9882020988969213,2.22266444560554,8.106856781130062,4.259008213824555,7.806153140430262,13.198223057957602,5.797130571509525,5.499019617729375,1.609060566232197,2.3914114102852007,2.169369359260454,-0.17457386304018885,9.85851079939989,1.4421660905728761,3.9679488583518623
2020-07-17,7.265509281579133,6.840151027804039,4.302673245546896,4.187295054693737,1.9852018652210723,2.2283746966887628,8.101495052757956,4.263366177818058,7.829132136516057,13.198223057957602,5.81264315098034,5.517320718459488,1.6079908503760183,2.4112380088029823,2.176583263727454,-0.19654289965524063,9.902760240831299,1.4360035502396462,3.961743254277752
2020-07-24,7.265655215325817,6.842522122382603,4.3019732007247695,4.327277177141755,1.9819997251814652,2.230755361576793,8.00752618804033,4.263441953564539,7.783203516914954,13.239198061965698,5.809108256275656,5.500281376530172,1.6084190529499063,2.4036870186432777,2.1777567799142967,-0.19654289965524063,9.861239843566128,1.409595024557881,3.980013830906052
2020-07-31,7.2657977147859345,6.842905843800972,4.2994994713054195,4.3357386470050505,1.9751559896338098,2.2521245450889595,8.142470056766054,4.261031976935003,7.801342439539481,13.239198061965698,5.824659607051339,5.513065703658317,1.6158448925043574,2.397176406621531,2.1778888766965023,-0.19654289965524063,9.936479248697387,1.4122925118876006,4.055099926680492
2020-08-07,7.2659492899506235,6.841924311591873,4.300101119835304,4.393259237826838,1.9707651498572132,2.268179981157479,8.10767460284811,4.257877680834554,7.899656665912309,13.226537053262007,5.836635932450704,5.517608686913525,1.6049816345442143,2.4142221361920875,2.1778888766965023,-0.19654289965524063,10.122237065142984,1.3884564364448095,4.064600983349081
2020-08-14,7.266099635563403,6.84168707023721,4.300914740331031,4.3192726631218905,1.9705328411155978,2.2806011259801333,8.104826759975284,4.2605579069885655,7.9265228755604245,13.226537053262007,5.836320678960477,5.501701519429179,1.6151080003045386,2.4234053381693577,2.1778888766965023,-0.19654289965524063,10.078886352075237,1.346548540646246,4.0709432117159805
2020-08-21,7.266255516359683,6.842439294887997,4.301418471998015,4.3151092956447465,1.9689496738633965,2.2613580302206637,8.148275979999779,4.26214009000342,7.936578985021896,13.22911339008369,5.8359400266970125,5.506656149094525,1.6233526641861975,2.424507783591297,2.168762367144521,-0.14935377007445033,10.051939529631287,1.3434085787770818,4.061729479657775
