Date,JPY_EUR,BTC_PageViews,Crypto_PageViews,BTC_Supply,BTC_USD,Mining_Difficulty,USD_OnChain_Volume,M2_Liquidity,EUR_USD,JPY_USD,SPY,QQQ,EXSA,JPXN,IWDA,GLD,SLV,TLT,BND,Nr_Transactions,Nr_Addresses
2010-08-06,0.008840000256896,,,3637650.0,0.09180615319963745,-0.3965275397725757,,,0.626852110109282,0.5551421449570271,1.1893833786915196,0.9775193711156732,1.132019419714788,1.2450630190350336,0.02146634177586107,0.8059681632124658,0.4522429357306336,-0.2122418323863437,0.9218955883496962,-0.03533589422641339,0.20989371633980508
2010-08-13,0.0090600000694394,,,3707650.0,0.1805528786772439,-0.49767656238805613,,0.6845849303064877,-1.3058145024540113,-0.3040677320800562,-1.8423483633298274,-2.000862294505407,-0.614472013978931,-1.6583992181517293,0.5837762497198038,0.17933257123068846,-0.44729625470605483,1.057644614940967,0.38668620276800275,0.009554426886043042,0.8639077231403869
2010-08-20,0.0091500002890825,,,3768900.0,0.13959285159086027,-0.3481184759709824,,-0.1675498831543106,-0.015758640291408416,0.6870039251124679,-0.2286715787884164,0.23041097768473656,-0.8456506307312768,0.6350822865102244,-0.308166409894988,0.32194728018488944,-0.2498360241496415,1.9397289042511505,0.41318468143878323,-0.08168606317994137,-0.7264284948356028
2010-08-27,0.0093299997970461,,,3839400.0,0.08839281761473163,-0.39309514387477285,,-1.550760217752096,-0.327728938365196,0.9818311179276485,-0.17489203305206805,-0.8154794862594243,0.1046801000263819,-0.14564784093658895,-0.4438953674437488,0.23983518160914757,1.1323834973849094,-0.5707154170773087,-0.38196430027863537,-0.09482469374943066,-0.6511463070023736
2010-09-03,0.0092500001192092,,,3896500.0,-0.09698021996835493,-0.626632756269759,,0.011192733886727035,0.616218453626609,0.3176572404078995,1.9104985722623027,1.8618921566031081,2.209164233442138,0.7913522397575898,1.9708467950000852,0.6004611734319566,1.0030024092629748,-0.647889353225604,-0.0450652471737836,0.010800699302986026,0.172945042517195
2010-09-10,0.0093799997121095,,,3953550.0,0.0770998953344384,-0.5427728389172859,-0.1362111087791509,1.8916828746400456,-0.37141450751343846,0.5560112011852401,0.22843449569418944,0.5171246706737905,1.0791027929181862,0.4375675521647631,1.4473176458806054,0.17694290078283434,0.21316357939766603,-0.5358447928822354,-0.6421942416718907,0.016640090667212743,0.0364960770695937
2010-09-17,0.008899999782443,,,4018900.0,-0.01335349780059343,-0.626632756269759,0.5368311998177555,0.16568743094476884,1.6474539944570348,-1.7824812841556918,0.7282440044536308,1.4259570007797335,-0.4877135128128568,-0.47736307331363326,-0.8988701846194982,1.4475010158752,1.167553996300217,-0.18991191794078657,0.6602284413335697,0.0020416122566519024,-0.15170939251362375
2010-09-24,0.0088799996301531,,,4091750.0,0.11635325462836912,-0.43459742394603945,-0.4647170849219911,-1.0219905526889532,1.1003125481965188,1.6009478046857495,1.0853448347421844,1.5968567024295248,0.1801227009901299,0.6205548764695921,-0.9182568656950444,1.162274895111798,1.003002409262979,1.2164731600668757,0.8198480908180865,0.05277132473333505,0.864600143234825
2010-10-01,0.0087799998000264,,,4157600.0,-0.3058175446251762,-0.03165173864972154,-0.0314706998136062,-1.2922637690757064,1.1752359096819114,1.1229961287584187,-0.36352299440269203,-0.8880217396030567,-1.2862922012223423,-0.048845310861322176,-1.740544595887953,0.8290271089656038,0.607803367350911,1.0682703128363518,0.923814784770851,-0.011014871023994854,0.4480836883209787
2010-10-08,0.0087099997326731,,,4206900.0,0.5512710228511055,-0.4072394512258172,0.7226200106205367,1.894189357746377,1.1863698732030514,1.421494501218916,0.6885203107474434,0.49983213472862953,0.7684767585853846,1.6224804903733518,0.7025914333364309,1.0580731764190012,1.0904836984487611,-0.004440292856454309,1.26512117840694,-0.12196330694423105,-1.0481497948636913
2010-10-15,0.0087200002744793,,,4267300.0,0.32155353740632514,-0.35162084776694286,-0.7661011551071331,0.2816509572030972,0.5530732012550245,1.141694670421101,0.3099918817751777,1.4983029703669517,0.7171330674812173,-0.23180865098313813,0.14027412871910044,0.7425891561764224,1.0246643190500797,-2.030847094708247,-1.266441671732112,-0.05408038233512969,-0.2623919593550309
2010-10-22,0.008840000256896,,,4349150.0,-0.16143344907309656,0.3151861569368045,-0.4151017474765417,0.293720855410756,-0.6179715101772599,0.3163645369727384,0.05925461170230345,-0.08924679748283926,0.4346038118993341,-0.12206302555711959,0.5474683980387882,-1.8374201961894643,-1.180304768229293,0.8493630962281999,0.7855585980339101,0.058692863386404295,1.676124377349969
2010-10-29,0.0088900001719594,,,4423100.0,2.4668349579882496,-0.4072394512258172,0.9071201011064194,-1.9705920483461676,-0.5542522009229509,-0.3048759790586439,-0.19143425629543367,0.300144873162578,-0.6184698828702545,-0.854012322776436,-0.3250801838270868,1.118575786797448,1.452493423682075,-0.3288864589974505,0.2526098171298053,-0.09057657836152584,-1.0669703418220708
2010-11-05,0.0087000001221895,,,4492800.0,2.2023523043120017,0.5274382155222648,-0.44048993452709784,0.48297999713241896,1.9314690946850708,1.3339455490694252,1.745590239720265,1.1561610367514108,1.3195159266940168,1.3582375264505964,1.5311120337537099,1.8252670948367218,2.379347740620243,-1.3640987200128392,0.2569951395363421,-0.17035110975737036,-0.45254600396151723
